mandt,kunnr,land1,name1,name2,ort01,pstlz,regio,sortl,stras,telf1,telfx,xcpdk,adrnr,mcod1,mcod2,mcod3,anred,aufsd,bahne,bahns,bbbnr,bbsnr,begru,brsch,bubkz,datlt,erdat,ernam,exabl,faksd,fiskn,knazk,knrza,konzs,ktokd,kukla,lifnr,lifsd,locco,loevm,name3,name4,niels,ort02,pfach,pstl2,counc,cityc,rpmkr,sperr,spras,stcd1,stcd2,stkza,stkzu,telbx,telf2,teltx,telx1,lzone,xzemp,vbund,stceg,dear1,dear2,dear3,dear4,dear5,gform,bran1,bran2,bran3,bran4,bran5,ekont,umsat,umjah,uwaer,jmzah,jmjah,katr1,katr2,katr3,katr4,katr5,katr6,katr7,katr8,katr9,katr10,stkzn,umsa1,txjcd,periv,abrvw,inspbydebi,inspatdebi,ktocd,pfort,werks,dtams,dtaws,duefl,hzuor,sperz,etikg,civve,milve,kdkg1,kdkg2,kdkg3,kdkg4,kdkg5,xknza,fityp,stcdt,stcd3,stcd4,stcd5,stcd6,xicms,xxipi,xsubt,cfopc,txlw1,txlw2,ccc01,ccc02,ccc03,ccc04,cassd,knurl,j_1kfrepre,j_1kftbus,j_1kftind,confs,updat,uptim,nodel,dear6,cvp_xblck,suframa,rg,exp,uf,rgdate,ric,rne,rnedate,cnae,legalnat,crtn,icmstaxpay,indtyp,tdt,comsize,decregpc,vso_r_palhgt,vso_r_pal_ul,vso_r_pk_mat,vso_r_matpal,vso_r_i_no_lyr,vso_r_one_mat,vso_r_one_sort,vso_r_uld_side,vso_r_load_pref,vso_r_dpoint,alc,pmt_office,fee_schedule,duns,duns4,sam_ue_id,sam_eft_ind,psofg,psois,pson1,pson2,pson3,psovn,psotl,psohs,psost,psoo1,psoo2,psoo3,psoo4,psoo5,operation_flag,is_deleted,recordstamp
50,0001000035,CA,customer-CA-Nova Scotia,,Nova Scotia,,NS,CUSTOMER,,,,,23059,CUSTOMER-CA-NOVA SCOTIA,,NOVA SCOTIA,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-04 19:26:21.891596+00:00
50,0001000035,CA,customer-Nunavut,,Iqaluit,,NU,NUNAVUT,,,,,23059,CUSTOMER-NUNAVUT,,IQALUIT,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:33:46.193219+00:00
100,0001000035,CA,customer-Nunavut,,Iqaluit,,NU,NUNAVUT,,,,,23059,CUSTOMER-NUNAVUT,,IQALUIT,Company,,,,,,,,,,2022-01-25,SATISHE,,,,,,,1000,,,,,,,,,,,,,,,,E,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
50,0001000050,CA,CUSTOMER03,,Ontario,50001,ON,CUSTOMER,123 Cooper,(760) 360-6900,(760) 360-6900,,23125,CUSTOMER03,,ONTARIO,Company,,,,,,,,,,2022-03-07,SATISHE,X,,,,,,1000,,,,,,,,,,113.0,50001.0,,,,,E,,,,,,8099121212.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-07 10:45:15.074206+00:00
50,0001000050,CA,CUSTOMER-North West Territory,,Yellowknife,50001,NT,NORTH WEST,123 Cooper,(760) 360-6900,(760) 360-6900,,23125,CUSTOMER-NORTH WEST TERRI,,YELLOWKNIFE,Company,,,,,,,,,,2022-03-07,SATISHE,X,,,,,,1000,,,,,,,,,,113.0,50001.0,,,,,E,,,,,,8099121212.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-29 07:35:03.082599+00:00
100,0001000050,CA,CUSTOMER-North West Territory,,Yellowknife,50001,NT,NORTH WEST,123 Cooper,(760) 360-6900,(760) 360-6900,,23125,CUSTOMER-NORTH WEST TERRI,,YELLOWKNIFE,Company,,,,,,,,,,2022-03-07,SATISHE,X,,,,,,1000,,,,,,,,,,113.0,50001.0,,,,,E,,,,,,8099121212.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAON,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:55:05.064935+00:00
200,0000400448,US,Dan Wayne,,DALLAS,,TX,,,,,,35441,DAN WAYNE,,DALLAS,Mr.,,,,0.0,0.0,,,0.0,0.0,2007-06-28,UNICORN,,,0.0,0.0,,,ZAG2,,,,,,,,,COLLIN,,,,,0.0,0.0,E,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4408507601,0.0,0.0,0.0,,,,,0.0,0.0,X,0.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:45:33+00:00
200,TP-CUST1,US,Jen Cliffors,,TEMPE,85280,AZ,TPVS,200 Sandy Road,,,,37053,JEN CLIFFORS,,TEMPE,Company,,,,0.0,0.0,,,0.0,0.0,2007-09-06,UNICORN,,,0.0,0.0,,,ZAPO,,,,,,,,,MARICOPA,,,,,0.0,0.0,E,,,0.0,,0.0,,0.0,,2.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0301302901,0.0,0.0,0.0,,,,,0.0,0.0,X,0.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:45:49+00:00
200,CUST1,US,Big Market,,New York,10001,NY,,201 Sandy Road,,,,15136,BIG MARKET,,,,,,,1.0,1.0,,,0.0,0.0,2006-10-26,UNICORN,,,0.0,0.0,,,0001,3.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306502,0.0,0.0,0.0,,,,,0.0,0.0,X,1.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-01 02:45:49+00:00
200,CUST6,US,Dorla Marchak Inc,,New York,10001,NY,,201 Sandy Road,,,,15141,,,,,,,,1.0,1.0,,,0.0,0.0,2006-10-26,UNICORN,,,0.0,0.0,,,0001,3.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306502,0.0,0.0,0.0,,,,,0.0,0.0,X,1.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-01 02:45:49+00:00
200,CUST7,US,Starla Montiero Co,,Chicago,60007,IL,,36 State St.,,,,15142,,,,,,,,2.0,2.0,,,0.0,0.0,2006-10-27,UNICORN,,,0.0,0.0,,,0001,8.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306503,0.0,0.0,0.0,,,,,0.0,0.0,X,2.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-02 02:45:49+00:00
200,CUST2,US,Supersized,,Chicago,60007,IL,,36 State St.,,,,15137,SUPERSIZED,,,,,,,2.0,2.0,,,0.0,0.0,2006-10-27,UNICORN,,,0.0,0.0,,,0001,8.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306503,0.0,0.0,0.0,,,,,0.0,0.0,X,2.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-02 02:45:49+00:00
200,CUST8,US,Raelene Tolfree & Sons,,Denver,80014,CO,,2 Palo Alto Airfield,,,,15143,,,,,,,,3.0,3.0,,,0.0,0.0,2006-10-28,UNICORN,,,0.0,0.0,,,0001,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306504,0.0,0.0,0.0,,,,,0.0,0.0,X,3.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-03 02:45:49+00:00
200,CUST3,US,Best Customer ever,,Denver,80014,CO,,2 Palo Alto Airfield,,,,15138,BEST CUSTOMER EVER,,,,,,,3.0,3.0,,,0.0,0.0,2006-10-28,UNICORN,,,0.0,0.0,,,0001,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306504,0.0,0.0,0.0,,,,,0.0,0.0,X,3.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-03 02:45:49+00:00
200,CUST4,US,Successful Biz,,Miami,33101,FL,,456 455 Silver Road,,,,15139,SUCCESSFUL BIZ,,,,,,,4.0,4.0,,,0.0,0.0,2006-10-29,UNICORN,,,0.0,0.0,,,ZAG3,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306505,0.0,0.0,0.0,,,,,0.0,0.0,X,4.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-04 02:45:49+00:00
200,CUST9,US,Kimbery Kyler Market,,Miami,33101,FL,,456 455 Silver Road,,,,15144,,,,,,,,4.0,4.0,,,0.0,0.0,2006-10-29,UNICORN,,,0.0,0.0,,,ZAG3,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306505,0.0,0.0,0.0,,,,,0.0,0.0,X,4.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-04 02:45:49+00:00
200,CUST10,US,Turneer Supplies,,New York,10001,NY,,456 455 Silver Road,,,,15145,,,,,,,,5.0,5.0,,,0.0,0.0,2006-10-30,UNICORN,,,0.0,0.0,,,0001,13.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306506,0.0,0.0,0.0,,,,,0.0,0.0,X,5.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-05 02:45:49+00:00
200,CUST11,CA,Addie's,,New York,10001,NY,,202 Sandy Road,,,,15146,,,,,,,,6.0,6.0,,,0.0,0.0,2006-10-31,UNICORN,,,0.0,0.0,,,0001,13.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306507,0.0,0.0,0.0,,,,,0.0,0.0,X,6.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,6.0,,,,6.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 02:45:49+00:00
200,CUST12,CA,Mildred Anastasia,,Chicago,60007,IL,,37 State St.,,,,15147,,,,,,,,7.0,7.0,,,0.0,0.0,2006-11-01,UNICORN,,,0.0,0.0,,,0001,18.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306508,0.0,0.0,0.0,,,,,0.0,0.0,X,7.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,7.0,,,,7.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-07 02:45:49+00:00
200,CUST13,CA,Brandee Ltd,,Denver,80014,CO,,3 Palo Alto Airfield,,,,15148,,,,,,,,8.0,8.0,,,0.0,0.0,2006-11-02,UNICORN,,,0.0,0.0,,,0001,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306509,0.0,0.0,0.0,,,,,0.0,0.0,X,8.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,8.0,,,,8.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-08 02:45:49+00:00
200,CUST14,US,Claire Pittsley Co,,Miami,33101,FL,,456 455 Silver Road,,,,15149,,,,,,,,9.0,9.0,,,0.0,0.0,2006-11-03,UNICORN,,,0.0,0.0,,,ZAG4,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306510,0.0,0.0,0.0,,,,,0.0,0.0,X,9.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,9.0,,,,9.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-09 02:45:49+00:00
200,CUST15,US,Malcolm Market,,New York,10001,NY,,456 455 Silver Road,,,,15150,,,,,,,,10.0,10.0,,,0.0,0.0,2006-11-04,UNICORN,,,0.0,0.0,,,0002,14.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306511,0.0,0.0,0.0,,,,,0.0,0.0,X,10.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,10.0,,,,10.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-10 02:45:49+00:00
200,CUST16,US,Darron Stores,,New York,10001,NY,,203 Sandy Road,,,,15151,,,,,,,,11.0,11.0,,,0.0,0.0,2006-11-05,UNICORN,,,0.0,0.0,,,0001,23.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306512,0.0,0.0,0.0,,,,,0.0,0.0,X,11.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,11.0,,,,11.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-11 02:45:49+00:00
200,CUST17,US,Storemart,,Chicago,60007,IL,,38 State St.,,,,15152,,,,,,,,12.0,12.0,,,0.0,0.0,2006-11-06,UNICORN,,,0.0,0.0,,,0001,28.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306513,0.0,0.0,0.0,,,,,0.0,0.0,X,12.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,12.0,,,,12.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-12 02:45:49+00:00
200,CUST18,US,Julian Bowland Kitchens,,Denver,80014,CO,,4 Palo Alto Airfield,,,,15153,,,,,,,,13.0,13.0,,,0.0,0.0,2006-11-07,UNICORN,,,0.0,0.0,,,0001,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306514,0.0,0.0,0.0,,,,,0.0,0.0,X,13.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,13.0,,,,13.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-13 02:45:49+00:00
200,CUST19,CA,The Fahner,,Miami,33101,FL,,456 455 Silver Road,,,,15154,,,,,,,,14.0,14.0,,,0.0,0.0,2006-11-08,UNICORN,,,0.0,0.0,,,ZAG5,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306515,0.0,0.0,0.0,,,,,0.0,0.0,X,14.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-14 02:45:49+00:00
200,CUST20,US,Marlys & Glew,,New York,10001,NY,,456 455 Silver Road,,,,15155,,,,,,,,15.0,15.0,,,0.0,0.0,2006-11-09,UNICORN,,,0.0,0.0,,,0003,15.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306516,0.0,0.0,0.0,,,,,0.0,0.0,X,15.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,15.0,,,,15.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-15 02:45:49+00:00
200,CUST21,US,Carlota Bakery,,New York,10001,NY,,202 Sandy Road,,,,15156,,,,,,,,16.0,16.0,,,0.0,0.0,2006-11-10,UNICORN,,,0.0,0.0,,,0001,33.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306517,0.0,0.0,0.0,,,,,0.0,0.0,X,16.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,16.0,,,,16.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-16 02:45:49+00:00
200,CUST22,US,Archie Pizzeria,,Chicago,60007,IL,,37 State St.,,,,15157,,,,,,,,17.0,17.0,,,0.0,0.0,2006-11-11,UNICORN,,,0.0,0.0,,,0001,38.0,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306518,0.0,0.0,0.0,,,,,0.0,0.0,X,17.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,17.0,,,,17.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-17 02:45:49+00:00
200,CUST23,US,Marybeth Ltd,,Denver,80014,CO,,3 Palo Alto Airfield,,,,15158,,,,,,,,18.0,18.0,,,0.0,0.0,2006-11-12,UNICORN,,,0.0,0.0,,,0001,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306519,0.0,0.0,0.0,,,,,0.0,0.0,X,18.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,18.0,,,,18.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-18 02:45:49+00:00
200,CUST24,US,Elenore Co.,,Miami,33101,FL,,456 455 Silver Road,,,,15159,,,,,,,,19.0,19.0,,,0.0,0.0,2006-11-13,UNICORN,,,0.0,0.0,,,ZAG6,,,,,,,,,,,,,,0.0,0.0,E,,,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4803306520,0.0,0.0,0.0,,,,,0.0,0.0,X,19.0,0.0,0.0,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,19.0,,,,19.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-19 02:45:49+00:00
