mandt,ebeln,ebelp,zekkn,vgabe,gjahr,belnr,buzei,bewtp,bwart,budat,menge,bpmng,dmbtr,wrbtr,waers,arewr,wesbs,bpwes,shkzg,bwtar,elikz,xblnr,lfgja,lfbnr,lfpos,grund,cpudt,cputm,reewr,evere,refwr,matnr,werks,xwsbr,etens,knumv,mwskz,lsmng,lsmeh,ematn,areww,hswae,bamng,charg,bldat,xwoff,xunpl,ernam,srvpos,packno,introw,bekkn,lemin,arewb,rewrb,saprl,menge_pop,bpmng_pop,dmbtr_pop,wrbtr_pop,wesbb,bpweb,weora,arewr_pop,kudif,retamt_fc,retamt_lc,retamtp_fc,retamtp_lc,xmacc,wkurs,inv_item_origin,vbeln_st,vbelp_st,sgt_scat,logsy,et_upd,j_sc_die_comp_f,fsh_season_year,fsh_season,fsh_collection,fsh_theme,wrf_charstc1,wrf_charstc2,wrf_charstc3,operation_flag,is_deleted,recordstamp
250,4500042735,10,,2,2018.0,5105630830,1,Q,,2018-07-29,992512.0,992512.0,117094580.74,105206272.0,EUR,988938.96,,,S,,,,2018.0,5000033478.0,1.0,,2022-03-23,09:21:29,117094580.74,,105206272.0,000000006666666728,1000.0,,,,I0,,,,1052062.72,USD,,,2018-07-29,,,MOUNIKAPALI,,,,,,1052062.72,105206272.0,750.0,,,,,,,,988938.96,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:29.952449+00:00
250,4500038905,10,,2,2018.0,5105630831,1,Q,,2018-07-29,1751022.0,1751022.0,206582073.52,185608332.0,EUR,1744718.32,,,S,,,,2018.0,5000033039.0,1.0,,2022-03-23,09:21:29,206582073.52,,185608332.0,000000006666666723,1000.0,,,,I0,,,,1856083.32,USD,,,2018-07-29,,,MOUNIKAPALI,,,,,,1856083.32,185608332.0,750.0,,,,,,,,1744718.32,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:30.140987+00:00
250,4500037293,10,,2,2018.0,5105630894,1,Q,,2018-07-21,1205631.0,1205631.0,142237934.12,127796886.0,EUR,1201290.73,,,S,,,,2018.0,5000032998.0,1.0,,2022-03-23,09:21:38,142237934.12,,127796886.0,000000006666666725,1000.0,,,,I0,,,,1277968.86,USD,,,2018-07-21,,,MOUNIKAPALI,,,,,,1277968.86,127796886.0,750.0,,,,,,,,1201290.73,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:48.432755+00:00
250,4500038269,10,,2,2018.0,5105630849,1,Q,,2018-07-19,702329.0,702329.0,82859370.76,74446874.0,EUR,699800.62,,,S,,,,2018.0,5000033411.0,1.0,,2022-03-23,09:21:32,82859370.76,,74446874.0,000000006666666726,1000.0,,,,I0,,,,744468.74,USD,,,2018-07-19,,,MOUNIKAPALI,,,,,,744468.74,74446874.0,750.0,,,,,,,,699800.62,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:48.432755+00:00
250,4500038907,10,,2,2018.0,5105630850,1,Q,,2018-07-19,1983190.0,1983190.0,23397278.98,21021814.0,EUR,1976050.52,,,S,,,,2018.0,5000033038.0,1.0,,2022-03-23,09:21:32,23397278.98,,21021814.0,000000006666666723,1000.0,,,,I0,,,,2102181.4,USD,,,2018-07-19,,,MOUNIKAPALI,,,,,,2102181.4,21021814.0,750.0,,,,,,,,1976050.52,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:48.432755+00:00
250,4500039737,10,,2,2018.0,5105630906,1,Q,,2018-07-20,1217571.0,1217571.0,143646591.44,129062526.0,EUR,1213187.74,,,S,,,,2018.0,5000033029.0,1.0,,2022-03-23,09:21:40,143646591.44,,129062526.0,000000006666666724,1000.0,,,,I0,,,,1290625.26,USD,,,2018-07-20,,,MOUNIKAPALI,,,,,,1290625.26,129062526.0,750.0,,,,,,,,1213187.74,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:48.432755+00:00
250,4500042768,10,,2,2018.0,5105630871,1,Q,,2018-07-17,1703741.0,1703741.0,201003955.7,180596546.0,EUR,1697607.53,,,S,,,,2018.0,5000033482.0,1.0,,2022-03-23,09:21:35,201003955.7,,180596546.0,000000006666666728,1000.0,,,,I0,,,,1805965.46,USD,,,2018-07-17,,,MOUNIKAPALI,,,,,,1805965.46,180596546.0,750.0,,,,,,,,1697607.53,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:48.432755+00:00
250,4500038267,10,,2,2018.0,5105630937,1,Q,,2018-06-09,635095.0,635095.0,7492723.79,6732007.0,EUR,632808.66,,,S,,,,2018.0,5000033413.0,1.0,,2022-03-23,09:21:45,7492723.79,,6732007.0,000000006666666726,1000.0,,,,I0,,,,673200.7,USD,,,2018-06-09,,,MOUNIKAPALI,,,,,,673200.7,6732007.0,750.0,,,,,,,,632808.66,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:48.432755+00:00
250,4500042771,10,,2,2018.0,5105630964,1,Q,,2018-06-14,1944154.0,1944154.0,229367400.61,206080324.0,EUR,1937155.05,,,S,,,,2018.0,5000033480.0,1.0,,2022-03-23,09:21:48,229367400.61,,206080324.0,000000006666666728,1000.0,,,,I0,,,,2060803.24,USD,,,2018-06-14,,,MOUNIKAPALI,,,,,,2060803.24,206080324.0,750.0,,,,,,,,1937155.05,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:49.196779+00:00
250,4500037294,10,,2,2018.0,5105630970,1,Q,,2018-06-13,581938.0,581938.0,68655881.36,61685428.0,EUR,579843.02,,,S,,,,2018.0,5000032997.0,1.0,,2022-03-23,09:21:49,68655881.36,,61685428.0,000000006666666725,1000.0,,,,I0,,,,616854.28,USD,,,2018-06-13,,,MOUNIKAPALI,,,,,,616854.28,61685428.0,750.0,,,,,,,,579843.02,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:49.983848+00:00
250,4500039743,10,,2,2018.0,5105630971,1,Q,,2018-06-13,1533212.0,1533212.0,180885285.34,162520472.0,EUR,1527692.44,,,S,,,,2018.0,5000033025.0,1.0,,2022-03-23,09:21:49,180885285.34,,162520472.0,000000006666666724,1000.0,,,,I0,,,,1625204.72,USD,,,2018-06-13,,,MOUNIKAPALI,,,,,,1625204.72,162520472.0,750.0,,,,,,,,1527692.44,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:50.165113+00:00
250,4500038920,10,,2,2018.0,5105630978,1,Q,,2018-06-04,2038013.0,2038013.0,240440697.71,216029378.0,EUR,2030676.15,,,S,,,,2018.0,5000033037.0,1.0,,2022-03-23,09:21:51,240440697.71,,216029378.0,000000006666666723,1000.0,,,,I0,,,,2160293.78,USD,,,2018-06-04,,,MOUNIKAPALI,,,,,,2160293.78,216029378.0,750.0,,,,,,,,2030676.15,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:51.153798+00:00
250,4500038273,10,,2,2018.0,5105630990,1,Q,,2018-06-03,790355.0,790355.0,9324450.22,8377763.0,EUR,787509.72,,,S,,,,2018.0,5000033408.0,1.0,,2022-03-23,09:21:52,9324450.22,,8377763.0,000000006666666726,1000.0,,,,I0,,,,837776.3,USD,,,2018-06-03,,,MOUNIKAPALI,,,,,,837776.3,8377763.0,750.0,,,,,,,,787509.72,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:52.898521+00:00
250,4500042738,10,,2,2018.0,5105631009,1,Q,,2018-06-08,1185849.0,1185849.0,139904093.32,125699994.0,EUR,1181579.94,,,S,,,,2018.0,5000033477.0,1.0,,2022-03-23,09:21:55,139904093.32,,125699994.0,000000006666666728,1000.0,,,,I0,,,,1256999.94,USD,,,2018-06-08,,,MOUNIKAPALI,,,,,,1256999.94,125699994.0,750.0,,,,,,,,1181579.94,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:55.555639+00:00
250,4500038268,10,,2,2018.0,5105631021,1,Q,,2018-06-07,643412.0,643412.0,75908460.94,68201672.0,EUR,641095.72,,,S,,,,2018.0,5000033412.0,1.0,,2022-03-23,09:21:57,75908460.94,,68201672.0,000000006666666726,1000.0,,,,I0,,,,682016.72,USD,,,2018-06-07,,,MOUNIKAPALI,,,,,,682016.72,68201672.0,750.0,,,,,,,,641095.72,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:57.165806+00:00
250,4500037292,10,,2,2018.0,5105631036,1,Q,,2018-06-05,1053176.0,1053176.0,124251598.13,111636656.0,EUR,1049384.57,,,S,,,,2018.0,5000032999.0,1.0,,2022-03-23,09:21:59,124251598.13,,111636656.0,000000006666666725,1000.0,,,,I0,,,,1116366.56,USD,,,2018-06-05,,,MOUNIKAPALI,,,,,,1116366.56,111636656.0,750.0,,,,,,,,1049384.57,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:59.333252+00:00
250,4500037296,10,,2,2018.0,5105631055,1,Q,,2018-06-25,725756.0,725756.0,85623241.37,76930136.0,EUR,723143.28,,,S,,,,2018.0,5000032996.0,1.0,,2022-03-23,09:22:01,85623241.37,,76930136.0,000000006666666725,1000.0,,,,I0,,,,769301.36,USD,,,2018-06-25,,,MOUNIKAPALI,,,,,,769301.36,76930136.0,750.0,,,,,,,,723143.28,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:22:01.985798+00:00
250,4500038271,10,,2,2018.0,5105631088,1,Q,,2018-06-29,585427.0,585427.0,69067506.61,62055262.0,EUR,583319.46,,,S,,,,2018.0,5000033409.0,1.0,,2022-03-23,09:22:06,69067506.61,,62055262.0,000000006666666726,1000.0,,,,I0,,,,620552.62,USD,,,2018-06-29,,,MOUNIKAPALI,,,,,,620552.62,62055262.0,750.0,,,,,,,,583319.46,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:22:06.714808+00:00
250,4500042734,10,,2,2018.0,5105631110,1,Q,,2018-06-19,961200.0,961200.0,1134004.54,1018872.0,EUR,957739.68,,,S,,,,2018.0,5000033479.0,1.0,,2022-03-23,09:22:09,1134004.54,,1018872.0,000000006666666728,1000.0,,,,I0,,,,1018872.0,USD,,,2018-06-19,,,MOUNIKAPALI,,,,,,1018872.0,1018872.0,750.0,,,,,,,,957739.68,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:22:09.917620+00:00
250,4500039742,10,,2,2018.0,5105631111,1,Q,,2018-06-19,1838058.0,1838058.0,216850406.72,194834148.0,EUR,1831440.99,,,S,,,,2018.0,5000033026.0,1.0,,2022-03-23,09:22:09,216850406.72,,194834148.0,000000006666666724,1000.0,,,,I0,,,,1948341.48,USD,,,2018-06-19,,,MOUNIKAPALI,,,,,,1948341.48,194834148.0,750.0,,,,,,,,1831440.99,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:22:09.917620+00:00
250,4500039740,10,,2,2018.0,5105631121,1,Q,,2018-06-18,1789068.0,1789068.0,211070664.5,189641208.0,EUR,1782627.36,,,S,,,,2018.0,5000033027.0,1.0,,2022-03-23,09:22:11,211070664.5,,189641208.0,000000006666666724,1000.0,,,,I0,,,,1896412.08,USD,,,2018-06-18,,,MOUNIKAPALI,,,,,,1896412.08,189641208.0,750.0,,,,,,,,1782627.36,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:22:11.277120+00:00
250,4500038262,10,,2,2018.0,5105631131,1,Q,,2018-06-17,964657.0,964657.0,113808303.55,102253642.0,EUR,961184.23,,,S,,,,2018.0,5000033415.0,1.0,,2022-03-23,09:22:12,113808303.55,,102253642.0,000000006666666726,1000.0,,,,I0,,,,1022536.42,USD,,,2018-06-17,,,MOUNIKAPALI,,,,,,1022536.42,102253642.0,750.0,,,,,,,,961184.23,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:22:12.768811+00:00
250,4500038270,10,,2,2018.0,5105631157,1,Q,,2018-06-21,628340.0,628340.0,7413029.65,6660404.0,EUR,626077.98,,,S,,,,2018.0,5000033410.0,1.0,,2022-03-23,09:22:16,7413029.65,,6660404.0,000000006666666726,1000.0,,,,I0,,,,666040.4,USD,,,2018-06-21,,,MOUNIKAPALI,,,,,,666040.4,6660404.0,750.0,,,,,,,,626077.98,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:22:16.354594+00:00
250,4500037295,10,,2,2018.0,5105631172,1,Q,,2018-09-18,989201.0,989201.0,116703955.58,104855306.0,EUR,985639.88,,,S,,,,2018.0,5000033515.0,1.0,,2022-03-23,09:24:35,116703955.58,,104855306.0,000000006666666725,1000.0,,,,I0,,,,1048553.06,USD,,,2018-09-18,,,MOUNIKAPALI,,,,,,1048553.06,104855306.0,750.0,,,,,,,,985639.88,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:37.214006+00:00
250,4500042763,10,,2,2018.0,5105631203,1,Q,,2018-09-16,1851480.0,1851480.0,21843390.74,19625688.0,EUR,1844814.67,,,S,,,,2018.0,5000033725.0,1.0,,2022-03-23,09:24:39,21843390.74,,19625688.0,000000006666666728,1000.0,,,,I0,,,,1962568.8,USD,,,2018-09-16,,,MOUNIKAPALI,,,,,,1962568.8,19625688.0,750.0,,,,,,,,1844814.67,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:39.986733+00:00
250,4500042759,10,,2,2018.0,5105631208,1,Q,,2018-09-21,1481346.0,1481346.0,174766238.39,157022676.0,EUR,1476013.15,,,S,,,,2018.0,5000033722.0,1.0,,2022-03-23,09:24:40,174766238.39,,157022676.0,000000006666666728,1000.0,,,,I0,,,,1570226.76,USD,,,2018-09-21,,,MOUNIKAPALI,,,,,,1570226.76,157022676.0,750.0,,,,,,,,1476013.15,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:40.666831+00:00
250,4500037325,10,,2,2018.0,5105631224,1,Q,,2018-09-20,880774.0,880774.0,103911954.97,93362044.0,EUR,877603.21,,,S,,,,2018.0,5000033511.0,1.0,,2022-03-23,09:24:42,103911954.97,,93362044.0,000000006666666725,1000.0,,,,I0,,,,933620.44,USD,,,2018-09-20,,,MOUNIKAPALI,,,,,,933620.44,93362044.0,750.0,,,,,,,,877603.21,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:42.928599+00:00
250,4500037323,10,,2,2018.0,5105631245,1,Q,,2018-09-13,1125814.0,1125814.0,132821284.09,119336284.0,EUR,1121761.07,,,S,,,,2018.0,5000033500.0,1.0,,2022-03-23,09:24:45,132821284.09,,119336284.0,000000006666666725,1000.0,,,,I0,,,,1193362.84,USD,,,2018-09-13,,,MOUNIKAPALI,,,,,,1193362.84,119336284.0,750.0,,,,,,,,1121761.07,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:45.894649+00:00
250,4500038254,10,,2,2018.0,5105631256,1,Q,,2018-09-12,987678.0,987678.0,116524275.08,104693868.0,EUR,984122.36,,,S,,,,2018.0,5000033553.0,1.0,,2022-03-23,09:24:47,116524275.08,,104693868.0,000000006666666726,1000.0,,,,I0,,,,1046938.68,USD,,,2018-09-12,,,MOUNIKAPALI,,,,,,1046938.68,104693868.0,750.0,,,,,,,,984122.36,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:47.352435+00:00
250,4500042757,10,,2,2018.0,5105631298,1,Q,,2018-09-14,1542952.0,1542952.0,182034391.06,163552912.0,EUR,1537397.37,,,S,,,,2018.0,5000033721.0,1.0,,2022-03-23,09:24:53,182034391.06,,163552912.0,000000006666666728,1000.0,,,,I0,,,,1635529.12,USD,,,2018-09-14,,,MOUNIKAPALI,,,,,,1635529.12,163552912.0,750.0,,,,,,,,1537397.37,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:53.404807+00:00
250,4500039729,10,,2,2018.0,5105631327,1,Q,,2018-09-28,1106286.0,1106286.0,130517409.71,117266316.0,EUR,1102303.37,,,S,,,,2018.0,5000033608.0,1.0,,2022-03-23,09:24:57,130517409.71,,117266316.0,000000006666666724,1000.0,,,,I0,,,,1172663.16,USD,,,2018-09-28,,,MOUNIKAPALI,,,,,,1172663.16,117266316.0,750.0,,,,,,,,1102303.37,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:24:57.384525+00:00
250,4500038904,10,,2,2018.0,5105631408,1,Q,,2018-09-23,1667377.0,1667377.0,196713803.71,176741962.0,EUR,1661374.44,,,S,,,,2018.0,5000033634.0,1.0,,2022-03-23,09:25:08,196713803.71,,176741962.0,000000006666666723,1000.0,,,,I0,,,,1767419.62,USD,,,2018-09-23,,,MOUNIKAPALI,,,,,,1767419.62,176741962.0,750.0,,,,,,,,1661374.44,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:08.820349+00:00
250,4500038906,10,,2,2018.0,5105631417,1,Q,,2018-09-22,1281956.0,1281956.0,151242604.97,135887336.0,EUR,1277340.96,,,S,,,,2018.0,5000033635.0,1.0,,2022-03-23,09:25:09,151242604.97,,135887336.0,000000006666666723,1000.0,,,,I0,,,,1358873.36,USD,,,2018-09-22,,,MOUNIKAPALI,,,,,,1358873.36,135887336.0,750.0,,,,,,,,1277340.96,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:10.001105+00:00
250,4500037317,10,,2,2018.0,5105631441,1,Q,,2018-09-25,963646.0,963646.0,113689027.79,102146476.0,EUR,960176.87,,,S,,,,2018.0,5000033499.0,1.0,,2022-03-23,09:25:13,113689027.79,,102146476.0,000000006666666725,1000.0,,,,I0,,,,1021464.76,USD,,,2018-09-25,,,MOUNIKAPALI,,,,,,1021464.76,102146476.0,750.0,,,,,,,,960176.87,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:13.530804+00:00
250,4500039730,10,,2,2018.0,5105631443,1,Q,,2018-09-25,1979653.0,1979653.0,233555501.63,209843218.0,EUR,1972526.25,,,S,,,,2018.0,5000033609.0,1.0,,2022-03-23,09:25:13,233555501.63,,209843218.0,000000006666666724,1000.0,,,,I0,,,,2098432.18,USD,,,2018-09-25,,,MOUNIKAPALI,,,,,,2098432.18,209843218.0,750.0,,,,,,,,1972526.25,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:13.758482+00:00
250,4500042764,10,,2,2018.0,5105631463,1,Q,,2018-08-18,1126697.0,1126697.0,132925458.67,119429882.0,EUR,1122640.89,,,S,,,,2018.0,5000033726.0,1.0,,2022-03-23,09:25:16,132925458.67,,119429882.0,000000006666666728,1000.0,,,,I0,,,,1194298.82,USD,,,2018-08-18,,,MOUNIKAPALI,,,,,,1194298.82,119429882.0,750.0,,,,,,,,1122640.89,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:16.684638+00:00
250,4500038908,10,,2,2018.0,5105631464,1,Q,,2018-08-18,1335016.0,1335016.0,157502517.65,141511696.0,EUR,1330209.94,,,S,,,,2018.0,5000033636.0,1.0,,2022-03-23,09:25:16,157502517.65,,141511696.0,000000006666666723,1000.0,,,,I0,,,,1415116.96,USD,,,2018-08-18,,,MOUNIKAPALI,,,,,,1415116.96,141511696.0,750.0,,,,,,,,1330209.94,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:16.883403+00:00
250,4500038259,10,,2,2018.0,5105631473,1,Q,,2018-08-21,708954.0,708954.0,83640975.01,75149124.0,EUR,706401.77,,,S,,,,2018.0,5000033555.0,1.0,,2022-03-23,09:25:17,83640975.01,,75149124.0,000000006666666726,1000.0,,,,I0,,,,751491.24,USD,,,2018-08-21,,,MOUNIKAPALI,,,,,,751491.24,75149124.0,750.0,,,,,,,,706401.77,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:18.153121+00:00
250,4500038260,10,,2,2018.0,5105631489,1,Q,,2018-08-15,754633.0,754633.0,89030092.07,79991098.0,EUR,751916.32,,,S,,,,2018.0,5000033556.0,1.0,,2022-03-23,09:25:20,89030092.07,,79991098.0,000000006666666726,1000.0,,,,I0,,,,799910.98,USD,,,2018-08-15,,,MOUNIKAPALI,,,,,,799910.98,79991098.0,750.0,,,,,,,,751916.32,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:20.438412+00:00
250,4500038911,10,,2,2018.0,5105631490,1,Q,,2018-08-15,1839934.0,1839934.0,217071733.45,195033004.0,EUR,1833310.24,,,S,,,,2018.0,5000033638.0,1.0,,2022-03-23,09:25:20,217071733.45,,195033004.0,000000006666666723,1000.0,,,,I0,,,,1950330.04,USD,,,2018-08-15,,,MOUNIKAPALI,,,,,,1950330.04,195033004.0,750.0,,,,,,,,1833310.24,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:20.640555+00:00
250,4500038910,10,,2,2018.0,5105631507,1,Q,,2018-08-24,2005745.0,2005745.0,23663378.36,21260897.0,EUR,1998524.32,,,S,,,,2018.0,5000033637.0,1.0,,2022-03-23,09:25:22,23663378.36,,21260897.0,000000006666666723,1000.0,,,,I0,,,,2126089.7,USD,,,2018-08-24,,,MOUNIKAPALI,,,,,,2126089.7,21260897.0,750.0,,,,,,,,1998524.32,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:23.113044+00:00
250,4500042762,10,,2,2018.0,5105631532,1,Q,,2018-08-05,1278210.0,1278210.0,15080065.94,13549026.0,EUR,1273608.44,,,S,,,,2018.0,5000033724.0,1.0,,2022-03-23,09:25:26,15080065.94,,13549026.0,000000006666666728,1000.0,,,,I0,,,,1354902.6,USD,,,2018-08-05,,,MOUNIKAPALI,,,,,,1354902.6,13549026.0,750.0,,,,,,,,1273608.44,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:26.690894+00:00
250,4500038263,10,,2,2018.0,5105631533,1,Q,,2018-08-05,650867.0,650867.0,76787986.93,68991902.0,EUR,648523.88,,,S,,,,2018.0,5000033558.0,1.0,,2022-03-23,09:25:26,76787986.93,,68991902.0,000000006666666726,1000.0,,,,I0,,,,689919.02,USD,,,2018-08-05,,,MOUNIKAPALI,,,,,,689919.02,68991902.0,750.0,,,,,,,,648523.88,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:26.907161+00:00
250,4500042767,10,,2,2018.0,5105631541,1,Q,,2018-08-04,1877050.0,1877050.0,2214506.05,1989673.0,EUR,1870292.62,,,S,,,,2018.0,5000033728.0,1.0,,2022-03-23,09:25:27,2214506.05,,1989673.0,000000006666666728,1000.0,,,,I0,,,,1989673.0,USD,,,2018-08-04,,,MOUNIKAPALI,,,,,,1989673.0,1989673.0,750.0,,,,,,,,1870292.62,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:28.032946+00:00
250,4500039741,10,,2,2018.0,5105631553,1,Q,,2018-08-02,1890395.0,1890395.0,22302502.13,20038187.0,EUR,1883589.58,,,S,,,,2018.0,5000033614.0,1.0,,2022-03-23,09:25:29,22302502.13,,20038187.0,000000006666666724,1000.0,,,,I0,,,,2003818.7,USD,,,2018-08-02,,,MOUNIKAPALI,,,,,,2003818.7,20038187.0,750.0,,,,,,,,1883589.58,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:29.713861+00:00
250,4500037327,10,,2,2018.0,5105631577,1,Q,,2018-08-10,738385.0,738385.0,8711318.55,7826881.0,EUR,735726.81,,,S,,,,2018.0,5000033513.0,1.0,,2022-03-23,09:25:33,8711318.55,,7826881.0,000000006666666725,1000.0,,,,I0,,,,782688.1,USD,,,2018-08-10,,,MOUNIKAPALI,,,,,,782688.1,7826881.0,750.0,,,,,,,,735726.81,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500037330,10,,2,2018.0,5105631596,1,Q,,2018-08-07,904464.0,904464.0,106706853.79,95873184.0,EUR,901207.93,,,S,,,,2018.0,5000033514.0,1.0,,2022-03-23,09:25:35,106706853.79,,95873184.0,000000006666666725,1000.0,,,,I0,,,,958731.84,USD,,,2018-08-07,,,MOUNIKAPALI,,,,,,958731.84,95873184.0,750.0,,,,,,,,901207.93,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500038261,10,,2,2018.0,5105631610,1,Q,,2018-09-06,494107.0,494107.0,58293755.65,52375342.0,EUR,492328.21,,,S,,,,2018.0,5000033557.0,1.0,,2022-03-23,09:25:37,58293755.65,,52375342.0,000000006666666726,1000.0,,,,I0,,,,523753.42,USD,,,2018-09-06,,,MOUNIKAPALI,,,,,,523753.42,52375342.0,750.0,,,,,,,,492328.21,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500038264,10,,2,2018.0,5105631643,1,Q,,2018-09-10,553192.0,553192.0,65264485.78,58638352.0,EUR,551200.51,,,S,,,,2018.0,5000033559.0,1.0,,2022-03-23,09:25:42,65264485.78,,58638352.0,000000006666666726,1000.0,,,,I0,,,,586383.52,USD,,,2018-09-10,,,MOUNIKAPALI,,,,,,586383.52,58638352.0,750.0,,,,,,,,551200.51,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500038912,10,,2,2018.0,5105631554,1,Q,,2018-08-02,1128098.0,1128098.0,133090745.84,119578388.0,EUR,1124036.85,,,S,,,,2018.0,5000033639.0,1.0,,2022-03-23,09:25:29,133090745.84,,119578388.0,000000006666666723,1000.0,,,,I0,,,,1195783.88,USD,,,2018-08-02,,,MOUNIKAPALI,,,,,,1195783.88,119578388.0,750.0,,,,,,,,1124036.85,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500039727,10,,2,2018.0,5105631645,1,Q,,2018-09-10,1071661.0,1071661.0,126432421.46,113596066.0,EUR,1067803.02,,,S,,,,2018.0,5000033607.0,1.0,,2022-03-23,09:25:43,126432421.46,,113596066.0,000000006666666724,1000.0,,,,I0,,,,1135960.66,USD,,,2018-09-10,,,MOUNIKAPALI,,,,,,1135960.66,113596066.0,750.0,,,,,,,,1067803.02,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500039732,10,,2,2018.0,5105631563,1,Q,,2018-08-01,1041996.0,1041996.0,122932604.09,110451576.0,EUR,1038244.81,,,S,,,,2018.0,5000033611.0,1.0,,2022-03-23,09:25:30,122932604.09,,110451576.0,000000006666666724,1000.0,,,,I0,,,,1104515.76,USD,,,2018-08-01,,,MOUNIKAPALI,,,,,,1104515.76,110451576.0,750.0,,,,,,,,1038244.81,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500039735,10,,2,2018.0,5105631564,1,Q,,2018-08-01,2015421.0,2015421.0,237775338.74,213634626.0,EUR,2008165.48,,,S,,,,2018.0,5000033613.0,1.0,,2022-03-23,09:25:31,237775338.74,,213634626.0,000000006666666724,1000.0,,,,I0,,,,2136346.26,USD,,,2018-08-01,,,MOUNIKAPALI,,,,,,2136346.26,213634626.0,750.0,,,,,,,,2008165.48,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
250,4500042761,10,,2,2018.0,5105631630,1,Q,,2018-09-04,1483794.0,1483794.0,175055048.53,157282164.0,EUR,1478452.34,,,S,,,,2018.0,5000033723.0,1.0,,2022-03-23,09:25:40,175055048.53,,157282164.0,000000006666666728,1000.0,,,,I0,,,,1572821.64,USD,,,2018-09-04,,,MOUNIKAPALI,,,,,,1572821.64,157282164.0,750.0,,,,,,,,1478452.34,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:25:47.717432+00:00
