mandt,vbelv,posnv,vbeln,posnn,vbtyp_n,rfmng,meins,rfwrt,waers,vbtyp_v,plmin,taqui,erdat,erzet,matnr,bwart,bdart,plart,stufe,lgnum,aedat,fktyp,brgew,gewei,volum,voleh,fplnr,fpltr,rfmng_flo,rfmng_flt,vrkme,abges,sobkz,sonum,kzbef,ntgew,logsys,wbsta,cmeth,mjahr,vbtypext_v,vbtypext_n,operation_flag,is_deleted,recordstamp
800,80017583,10,4900002723,1,R,100.0,KG,10000.0,INR,J,+,,2013-11-08,08:19:38,IN-RAW01,601.0,,,0,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2013,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017584,10,4900002730,1,R,100.0,KG,10000.0,INR,J,+,,2013-11-10,04:39:56,IN-RAW01,601.0,,,0,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2013,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017587,10,4900002740,1,R,100.0,KG,10000.0,INR,J,+,,2013-11-15,05:06:48,IN-RAW01,601.0,,,0,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2013,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017600,10,4900002797,1,R,100.0,KG,10000.0,INR,J,+,,2014-01-09,06:02:24,IN-RAW01,601.0,,,0,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017601,10,4900002798,1,R,100.0,KG,10000.0,INR,J,+,,2014-01-09,06:54:22,IN-RAW01,601.0,,,0,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017602,10,4900002799,1,R,100.0,KG,10000.0,INR,J,+,,2014-01-09,07:12:42,IN-RAW01,601.0,,,0,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017604,10,4900002810,1,R,100.0,KG,10000.0,INR,J,+,,2014-01-13,05:01:51,IN-RAW01,601.0,,,0,,,,,,,,,0,100.0,100.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80010166,10,4900021211,1,R,10.0,KG,100.0,ARS,J,+,,2002-01-16,18:03:49,MAT VTA 100,601.0,,,0,,,,,,,,,0,10.0,10.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017665,10,4900002978,1,R,50.0,KG,5000.0,INR,J,+,,2014-02-20,07:51:53,IN-RAW01,601.0,,,0,,,,,,,,,0,50.0,50.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80017666,10,4900002979,1,R,50.0,KG,5000.0,INR,J,+,,2014-02-20,08:26:56,IN-RAW01,601.0,,,0,,,,,,,,,0,50.0,50.0,KG,,,,,,,,,2014,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80010167,10,4900021212,1,R,1.0,KG,10.0,ARS,J,+,,2002-01-16,18:46:32,MAT VTA 100,601.0,,,0,,,,,,,,,0,1.0,1.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
800,80010171,10,4900021256,1,R,1.0,KG,10.0,ARS,J,+,,2002-01-18,14:03:46,MAT VTA 100,601.0,,,0,,,,,,,,,0,1.0,1.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:37:05.733557+00:00
800,15614,10,90039391,10,M,100.0,KG,10000.0,INR,C,,,2014-01-09,06:02:40,,,,,1,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,15618,10,90039400,10,M,100.0,KG,11248.0,INR,C,,,2014-01-13,05:07:22,,,,,1,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,15572,10,100000073,10,U,100.0,KG,10000.0,INR,C,,,2013-11-10,04:40:48,,,,,1,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15576,10,100000074,10,U,100.0,KG,10000.0,INR,C,,,2013-11-15,05:07:02,,,,,1,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15814,10,90039485,10,U,50.0,KG,135625.0,INR,C,,,2014-02-20,07:52:53,,,,,1,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15814,10,90039486,10,M,50.0,KG,135625.0,INR,C,,,2014-02-20,08:06:56,,,,,1,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,15814,10,90039487,10,U,50.0,KG,135625.0,INR,C,,,2014-02-20,08:07:45,,,,,1,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15815,10,90039488,10,U,50.0,KG,135625.0,INR,C,,,2014-02-20,08:27:56,,,,,1,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,15815,10,90039489,10,U,50.0,KG,135625.0,INR,C,,,2014-02-20,08:28:18,,,,,1,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017600,10,90039391,10,M,100.0,KG,10000.0,INR,J,+,,2014-01-09,06:02:40,,,,,0,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,80017604,10,90039400,10,M,100.0,KG,11248.0,INR,J,+,,2014-01-13,05:07:22,,,,,0,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,80017584,10,100000073,10,U,100.0,KG,10000.0,INR,J,,,2013-11-10,04:40:48,,,,,0,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017587,10,100000074,10,U,100.0,KG,10000.0,INR,J,,,2013-11-15,05:07:02,,,,,0,,,L,,,,,,0,100.0,100.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017665,10,90039485,10,U,50.0,KG,135625.0,INR,J,,,2014-02-20,07:52:53,,,,,0,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017665,10,90039486,10,M,50.0,KG,135625.0,INR,J,+,,2014-02-20,08:06:56,,,,,0,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:07.282451+00:00
800,80017665,10,90039487,10,U,50.0,KG,135625.0,INR,J,,,2014-02-20,08:07:45,,,,,0,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017666,10,90039488,10,U,50.0,KG,135625.0,INR,J,,,2014-02-20,08:27:56,,,,,0,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,80017666,10,90039489,10,U,50.0,KG,135625.0,INR,J,,,2014-02-20,08:28:18,,,,,0,,,L,,,,,,0,50.0,50.0,KG,,,,,,,,,0,,,L,False,2021-08-18 01:36:27.090922+00:00
800,5002394,700001,70000098,700001,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700010,70000098,700010,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700011,70000098,700011,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700002,70000098,700002,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700009,70000098,700009,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700007,70000098,700007,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700006,70000098,700006,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700012,70000098,700012,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700004,70000098,700004,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700005,70000098,700005,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700008,70000098,700008,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002394,700003,70000098,700003,L,1.0,LE,15987.0,RUB,2,,,2012-07-23,19:50:18,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700005,70000100,700005,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700012,70000100,700012,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700001,70000100,700001,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700007,70000100,700007,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700002,70000100,700002,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700006,70000100,700006,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700011,70000100,700011,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700003,70000100,700003,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700010,70000100,700010,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700008,70000100,700008,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700009,70000100,700009,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002391,700004,70000100,700004,L,1.0,LE,6867.0,ARS,2,,,2012-07-23,20:05:48,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700008,70000101,700008,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700010,70000101,700010,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700012,70000101,700012,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700002,70000101,700002,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700004,70000101,700004,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700007,70000101,700007,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700003,70000101,700003,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700001,70000101,700001,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700005,70000101,700005,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700011,70000101,700011,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700009,70000101,700009,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002392,700006,70000101,700006,L,1.0,LE,6867.0,MXN,2,,,2012-07-23,20:12:25,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700006,70000103,700006,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700008,70000103,700008,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700003,70000103,700003,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700004,70000103,700004,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700001,70000103,700001,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700011,70000103,700011,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700010,70000103,700010,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700005,70000103,700005,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700009,70000103,700009,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
800,5002396,700007,70000103,700007,L,1.0,LE,323.0,GBP,2,,,2012-07-23,20:15:06,,,,,0,,,,,,,,,0,1.0,1.0,LE,,,,,,,,,0,,,L,False,2021-08-18 01:35:28.868766+00:00
