mandt,kokrs,kostl,datbi,datab,bkzkp,pkzkp,bukrs,gsber,kosar,verak,verak_user,waers,kalsm,txjcd,prctr,werks,logsystem,ersda,usnam,bkzks,bkzer,bkzob,pkzks,pkzer,vmeth,mgefl,abtei,nkost,kvewe,kappl,koszschl,land1,anred,name1,name2,name3,name4,ort01,ort02,stras,pfach,pstlz,pstl2,regio,spras,telbx,telf1,telf2,telfx,teltx,telx1,datlt,drnam,khinr,cckey,kompl,stakz,objnr,funkt,afunk,cpi_templ,cpd_templ,func_area,sci_templ,scd_templ,ski_templ,skd_templ,vname,recid,etype,jv_otype,jv_jibcl,jv_jibsa,ferc_ind,operation_flag,is_deleted,recordstamp
800,6720,0000006722,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006722,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6720,0000006723,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006723,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6720,0000006724,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006724,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6720,0000006725,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006725,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6720,0000006726,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006726,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6720,0000006727,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006727,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6720,0000006728,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006728,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6720,0000006729,9999-12-31,1994-01-01,,,6720,9900,5,Mohammed,,QAR,,,0000009999,,,2014-07-10,C5162783,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6720,,X,,KS67200000006729,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6750,0000001110,9999-12-31,2000-01-01,,,6750,9900,5,Naber,,AED,,,0000009999,,,2011-05-02,SOLOMON,,X,,,X,,,Corporate,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6750,,X,,KS67500000001110,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6750,0000002200,9999-12-31,2000-01-01,,,6750,9900,4,Naber,,AED,,,0000009999,,,2011-05-02,SOLOMON,,X,,,X,,,FI & Admin,,,,,AE,,,,,,Abu Dhabi,,,,,,,,,,,,,,,,6750,,X,,KS67500000002200,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,2600,DFI,9999-12-31,1900-01-01,,,2600,,L,Galantini,,EUR,,,,,,2005-06-08,I003941,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT1,,X,,KS2600DFI,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,2600,DRU,9999-12-31,1900-01-01,,,2600,,L,Galantini,,EUR,,,,,,2005-06-08,I003941,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT1,,X,,KS2600DRU,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,2600,DSI,9999-12-31,1900-01-01,,,2600,,L,Galantini,,EUR,,,,,,2005-06-08,I003941,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT1,,X,,KS2600DSI,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,2600,CORP,9999-12-31,1900-01-01,,,2600,,L,Galantini,,EUR,,,,,,2005-06-07,I003941,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT1,,X,,KS2600CORP,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,CH-HR,9999-12-31,1997-01-01,,,CH01,0001,4,Broghammer,,CHF,,,,,,2002-05-14,CH_EMPLOYEE,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01CH-HR,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CP,DUMMY,9999-12-31,2002-01-01,,,CPFO,,G,Big Brother,,USD,,,,,,2003-11-21,KETTNERC,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP1,,X,,KSCP  DUMMY,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,0001,ZLAMCC,9999-12-31,2010-01-01,,,0001,,G,D046387,,EUR,,,,,,2012-10-16,D046387,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K0001_HIER,,X,,KS0001ZLAMCC,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6700,6701_1,9999-12-31,1997-01-01,,,6701,6701,1,6700,,EGP,,,,,,2011-04-06,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,X,,KS67006701_1,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6700,6701_2,9999-12-31,1997-01-01,,,6701,6700,1,6700,,EGP,,,,,,2011-04-06,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,X,,KS67006701_2,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3110,9999-12-31,1998-01-01,,,S300,,5,Herr Schneider,,USD,,,0000003010,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3100,,X,,KSS300S-3110,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3120,9999-12-31,1998-01-01,,,S300,,7,Herr Bird,,USD,,,0000003010,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3100,,X,,KSS300S-3120,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3210,9999-12-31,1998-01-01,,,S300,,4,Herr Schneider,,USD,,,0000003010,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3200,,X,,KSS300S-3210,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3220,9999-12-31,1998-01-01,,,S300,,4,Herr Newman,,USD,,,0000003010,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3200,,X,,KSS300S-3220,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3320,9999-12-31,1998-01-01,,,S300,,4,Frau Billing,,USD,,,0000003020,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3300,,X,,KSS300S-3320,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3420,9999-12-31,1998-01-01,,,S300,,4,Herr Klein,,USD,,,0000003030,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3400,,X,,KSS300S-3420,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3520,9999-12-31,1998-01-01,,,S300,,4,Herr Mayer,,USD,,,0000003040,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3500,,X,,KSS300S-3520,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3620,9999-12-31,1998-01-01,,,S300,,4,Frau Campbell,,USD,,,0000003050,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3600,,X,,KSS300S-3620,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S300,S-3720,9999-12-31,1998-01-01,,,S300,,4,Herr Bull,,USD,,,0000003060,,,1999-04-23,KNUDSEN,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3700,,X,,KSS300S-3720,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,S330,S-3510,9999-12-31,2007-06-17,,,S330,0001,7,Frau Miller,,EUR,,,,,,2007-06-17,I040906,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,S330,,X,,KSS330S-3510,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,5400,NL5400-01,9999-12-31,2003-01-01,,,5400,0001,1,Cals,,EUR,,,,,,2004-08-04,CALS,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,,X,,KS5400NL5400-01,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,2801,0000001000,9999-12-31,2011-01-01,,,2820,,1,A,,CNY,,,0000009999,,,2011-07-18,I037538,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,,X,,KS28010000001000,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,2801,0000002000,9999-12-31,2011-01-01,,,2821,,2,Emily,,USD,,,0000009999,,,2011-11-08,I037538,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,,X,,KS28010000002000,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,4200,0000001000,9999-12-31,1900-01-01,,,4200,9900,1,I012389,,TWD,,,,,,2004-06-04,I012389,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,H42,,X,,KS42000000001000,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,4300,0000004300,9999-12-31,2000-01-01,,,4300,9900,1,PP,,INR,,,0000001000,,,2014-08-08,C5157655,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,H43,,X,,KS43000000004300,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6650,0000006650,9999-12-31,2000-01-01,,,6650,6650,1,6650,,SAR,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650,,X,,KS66500000006650,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6650,0000006651,9999-12-31,2000-01-01,,,6650,6651,1,6650,,SAR,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650,,X,,KS66500000006651,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6650,0000006652,9999-12-31,2000-01-01,,,6650,6650,1,6650,,SAR,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650,,X,,KS66500000006652,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6650,0000006653,9999-12-31,2000-01-01,,,6650,6650,1,6650,,SAR,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650,,X,,KS66500000006653,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6650,0000006654,9999-12-31,2000-01-01,,,6650,6650,1,6650,,SAR,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650,,X,,KS66500000006654,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6650,0000006655,9999-12-31,2000-01-01,,,6650,6650,1,6650,,SAR,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650,,X,,KS66500000006655,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6700,0000001110,9999-12-31,2000-01-01,,,6700,9900,1,6700,,EGP,,,,,,2011-04-30,SOLOMON,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,X,,KS67000000001110,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6700,0000006700,9999-12-31,2000-01-01,,,6700,6700,1,6700,,EGP,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,X,,KS67000000006700,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6700,0000006701,9999-12-31,2000-01-01,,,6700,6701,1,6700,,EGP,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,X,,KS67000000006701,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6700,0000006710,9999-12-31,1997-01-01,,,6710,6700,1,6700,,EGP,,,,,,2011-04-06,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,X,,KS67000000006710,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6700,0000006711,9999-12-31,1997-01-01,,,6710,6701,1,6700,,EGP,,,,,,2011-04-06,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,X,,KS67000000006711,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6750,0000006750,9999-12-31,2000-01-01,,,6750,6750,1,6750,,AED,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750,,X,,KS67500000006750,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,6750,0000006751,9999-12-31,2000-01-01,,,6750,6750,1,6751,,AED,,,,,,2011-03-31,I046762,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750,,X,,KS67500000006751,,,,,100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,AT01,0000004711,9999-12-31,2003-01-01,,,AT01,0001,V,kneifel,,EUR,,,,,,2003-11-19,KNEIFFEL,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSAT010000004711,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,AT01,0000004712,9999-12-31,2003-01-01,,,AT01,0001,V,kneifel,,EUR,,,,,,2003-11-19,KNEIFFEL,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSAT010000004712,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,AT01,0000004713,9999-12-31,2003-01-01,,,AT01,0001,V,kneifel,,EUR,,,,,,2003-11-19,KNEIFFEL,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSAT010000004713,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-CONS001,9999-12-31,1997-01-01,,,CH01,,4,Witting,,CHF,,,,,,2002-07-17,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-CONS001,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-EDUC001,9999-12-31,1997-01-01,,,CH01,0001,4,Witting,,CHF,,,,,,2002-07-17,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-EDUC001,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-FIN1000,9999-12-31,1900-01-01,,,CH01,,4,Witting,,CHF,,,,,,2002-07-19,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-FIN1000,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-FINZ001,9999-12-31,1997-01-01,,,CH01,,4,Witting,,CHF,,,,,,2002-07-17,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-FINZ001,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-HR_CH01,9999-12-31,1997-01-01,,,CH01,,4,Witting,,CHF,,,,,,2002-07-17,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-HR_CH01,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-PERS001,9999-12-31,1997-01-01,,,CH01,,4,Witting,,CHF,,,,,,2002-07-17,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-PERS001,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-PROD001,9999-12-31,1997-01-01,,,CH01,,4,Witting,,CHF,,,,,,2002-07-17,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-PROD001,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CH01,F1-SALE001,9999-12-31,1997-01-01,,,CH01,,4,Witting,,CHF,,,,,,2002-07-17,CH_MANAGER,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH01,,X,,KSCH01F1-SALE001,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CP,0000001000,9999-12-31,2002-01-01,,,CPBV,,W,SAP,,USD,,,,,,2007-05-21,D039455,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP1,,X,,KSCP  0000001000,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,CP,0000001100,9999-12-31,2002-01-01,,,CPBV,,W,SAP,,USD,,,,,,2007-05-21,D039455,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP1,,X,,KSCP  0000001100,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,PS01,0000010101,9999-12-31,1990-01-01,,,PS01,,5,blanchard,,USD,,,,,,2008-09-23,BLANCHARD,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSPS010000010101,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,PS01,0000010201,9999-12-31,1990-01-01,,,PS01,,4,blanchard,,USD,,,,,,2008-09-23,BLANCHARD,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSPS010000010201,,,,,,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,PS01,0000010301,9999-12-31,1990-01-01,,,PS01,0001,5,blanchard,,USD,,,,,,2009-02-20,KENNEDY,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSPS010000010301,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,PS01,0000010401,9999-12-31,1990-01-01,,,PS01,,5,blanchard,,USD,,,,,,2009-02-20,KENNEDY,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSPS010000010401,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,PS01,0000010501,9999-12-31,2001-01-01,,,PS01,0001,5,John E. Morton,,USD,,,,,,2010-01-15,KENNEDY,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSPS010000010501,,,,,5100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,PS01,0000010502,9999-12-31,2001-01-01,,,PS01,0001,5,John E. Morton,,USD,,,,,,2010-01-15,KENNEDY,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,X,,KSPS010000010502,,,,,5100.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,BOARD,9999-12-31,2000-01-01,,,1000,9900,5,Ms President,,EUR,,,0000001402,,,2002-09-24,FIEDLER-PHEL,,,,,,,,Board,,,,,,,,,,,,,,,,,,,,,,,,,,,H1110,,X,,KS1000BOARD,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L01,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L01,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L02,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L02,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L03,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L03,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L04,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L04,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L05,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L05,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L06,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L06,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L07,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L07,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L08,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L08,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L09,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L09,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L10,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L10,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L11,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L11,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L12,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L12,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L13,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L13,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L14,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L14,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L15,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L15,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L16,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L16,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
800,1000,T-L17,9999-12-31,2003-02-25,,,1000,9900,4,Schieber,,EUR,,,,,,2003-02-25,RENDES,,,,,,,X,FI & Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,H-SCM500,,X,,KS1000T-L17,,,,,400.0,,,,,,,,,,,,L,False,2021-07-27 03:10:41.174365+00:00
