mandt,ebeln,bukrs,bstyp,bsart,bsakz,loekz,statu,aedat,ernam,pincr,lponr,lifnr,spras,zterm,zbd1t,zbd2t,zbd3t,zbd1p,zbd2p,ekorg,ekgrp,waers,wkurs,kufix,bedat,kdatb,kdate,bwbdt,angdt,bnddt,gwldt,ausnr,angnr,ihran,ihrez,verkf,telf1,llief,kunnr,konnr,abgru,autlf,weakt,reswk,lblif,inco1,inco2,ktwrt,submi,knumv,kalsm,stafo,lifre,exnum,unsez,logsy,upinc,stako,frggr,frgsx,frgke,frgzu,frgrl,lands,lphis,adrnr,stceg_l,stceg,absgr,addnr,kornr,memory,procstat,rlwrt,revno,scmproc,reason_code,memorytype,rettp,retpc,dptyp,dppct,dpamt,dpdat,msr_id,hierarchy_exists,threshold_exists,legal_contract,description,release_date,vsart,handoverloc,shipcond,incov,inco2_l,inco3_l,externalsystem,externalreferenceid,ext_rev_tmstmp,force_id,force_cnt,reloc_id,reloc_seq_id,source_logsys,fsh_transaction,fsh_item_group,fsh_vas_last_item,fsh_os_stg_change,vzskz,fsh_snst_status,pohf_type,eq_eindt,eq_werks,fixpo,ekgrp_allow,werks_allow,contract_allow,pstyp_allow,fixpo_allow,key_id_allow,aurel_allow,delper_allow,eindt_allow,ltsnr_allow,otb_level,otb_cond_type,key_id,otb_value,otb_curr,otb_res_value,otb_spec_value,spr_rsn_profile,budg_type,otb_status,otb_reason,check_type,con_otb_req,con_prebook_lev,con_distr_lev,operation_flag,is_deleted,recordstamp
100,4500000032,C001,F,NB,,,9,2022-04-13,ARAMPRAKASH,10,10,CV000001,E,,,,,,,P001,P01,USD,1.0,,2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,1000000054,RM0000,SAP,,,,,1,,,,,,,US,,,US,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000034,C003,F,NB,,,9,2022-04-25,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-24,,,,,,,,,,,,,,,,,,,,,,,,,1000000060,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000035,C003,F,NB,,,9,2022-04-25,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-24,,,,,,,,,,,,,,,,,,,,,,,,,1000000061,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
50,4500000034,C003,F,NB,,,9,2022-04-25,VASUP,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-24,,,,,,,,,,,,,,,,,,,,,,,,,1000000056,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000036,C003,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-24,,,,,,,,,,,,,,,,,,,,,,,,,1000000062,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000037,C003,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-24,,,,,,,,,,,,,,,,,,,,,,,,,1000000063,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000038,C003,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000064,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000039,C003,F,NB,,,9,2022-04-25,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000065,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000040,C003,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000066,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000041,C003,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000067,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000042,C003,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000068,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
50,4500000006,C003,F,NB,,,9,2022-01-25,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000006,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:01.546635+00:00
50,4500000007,C003,F,NB,,,9,2022-01-26,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,1000000007,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:01.546635+00:00
50,4500000008,C003,F,NB,,,9,2022-01-26,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,1000000008,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:01.546635+00:00
100,4500000006,C003,F,NB,,,9,2022-01-25,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000006,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000007,C003,F,NB,,,9,2022-01-26,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,1000000007,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000008,C003,F,NB,,,9,2022-01-26,SATISHE,10,10,CV000002,E,,,,,,,P003,P03,CAD,1.0,,2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,1000000008,RM0000,SAP,,,,,1,,,,,,,CA,,,CA,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000043,C004,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000069,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000044,C004,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000070,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000045,C004,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000071,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000046,C004,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000072,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
50,4500000009,C004,F,NB,,,9,2022-01-31,SATISHE,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,1000000020,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 21:58:05.319568+00:00
50,4500000010,C004,F,NB,,,9,2022-01-31,SATISHE,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,1000000021,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 21:59:32.866371+00:00
50,4500000011,C004,F,NB,,,9,2022-01-31,SATISHE,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,1000000022,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 22:00:16.247691+00:00
50,4500000033,C004,F,NB,,,9,2022-04-13,ARAMPRAKASH,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,1000000055,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-13 08:09:38.430200+00:00
100,4500000009,C004,F,NB,,,9,2022-01-31,SATISHE,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,1000000020,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000010,C004,F,NB,,,9,2022-01-31,SATISHE,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,1000000021,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000011,C004,F,NB,,,9,2022-01-31,SATISHE,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,1000000022,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000033,C004,F,NB,,,9,2022-04-13,ARAMPRAKASH,10,10,CV000003,E,,,,,,,P004,P04,EUR,1.0,,2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,1000000055,RM0000,SAP,,,,,1,,,,,,,DE,,,DE,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000047,C005,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000073,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
100,4500000048,C005,F,NB,,,9,2022-04-25,ARAMPRAKASH,10,10,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,1000000074,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.478779+00:00
50,4500000012,C005,F,NB,,,9,2022-02-01,SATISHE,10,10,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,1000000023,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:51:27.410492+00:00
50,4500000013,C005,F,NB,,,9,2022-02-01,SATISHE,10,10,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,1000000024,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:52:46.985560+00:00
50,4500000014,C005,F,NB,,,9,2022-02-01,SATISHE,10,30,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,1000000025,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:54:31.380996+00:00
100,4500000012,C005,F,NB,,,9,2022-02-01,SATISHE,10,10,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,1000000023,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000013,C005,F,NB,,,9,2022-02-01,SATISHE,10,10,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,1000000024,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
100,4500000014,C005,F,NB,,,9,2022-02-01,SATISHE,10,30,CV000004,E,,,,,,,P005,P05,JPY,1.0,,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,1000000025,RM0000,SAP,,,,,1,,,,,,,JP,,,JP,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.244858+00:00
250,4500058261,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058270,RM0000,SAP,,2793.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:43.830243+00:00
250,4500058263,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058272,RM0000,SAP,,2794.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:44.104160+00:00
250,4500058272,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058281,RM0000,SAP,,2796.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:44.884869+00:00
250,4500058273,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058282,RM0000,SAP,,2797.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:44.884869+00:00
250,4500058344,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058353,RM0000,SAP,,2842.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:51.482952+00:00
250,4500058345,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058354,RM0000,SAP,,2843.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:51.482952+00:00
250,4500058354,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058363,RM0000,SAP,,2846.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:52.268568+00:00
250,4500058355,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,1000058364,RM0000,SAP,,2847.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:52.576414+00:00
250,4500058048,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058057,RM0000,SAP,,2617.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:25.228534+00:00
250,4500058049,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058058,RM0000,SAP,,2618.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:25.228534+00:00
250,4500058050,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058059,RM0000,SAP,,2619.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:25.607049+00:00
250,4500058051,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058060,RM0000,SAP,,2620.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:35:25.607049+00:00
250,4500058500,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058509,RM0000,SAP,,2974.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:36:05.341424+00:00
250,4500058501,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058510,RM0000,SAP,,2975.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:36:05.341424+00:00
250,4500058502,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058511,RM0000,SAP,,2976.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:36:05.584565+00:00
250,4500058503,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000058512,RM0000,SAP,,2977.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:36:05.584565+00:00
250,4500061680,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061689,RM0000,SAP,,4176.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:33.685545+00:00
250,4500061681,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061690,RM0000,SAP,,4177.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:33.685545+00:00
250,4500061682,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061691,RM0000,SAP,,4178.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:33.685545+00:00
250,4500061683,EU01,F,NB,,,I,2022-03-21,BHUSHAN,10,10,0000692325,E,,,,,,,EU10,EU1,EUR,1.0,,2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1000061692,RM0000,SAP,,4179.0,,,1,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 08:40:33.919224+00:00
