mandt,ebeln,ebelp,etens,ebtyp,eindt,lpein,uzeit,erdat,ezeit,menge,dabmg,estkz,loekz,kzdis,xblnr,vbeln,vbelp,mprof,ematn,mahnz,charg,uecha,ref_etens,imwrk,vbeln_st,vbelp_st,handoverdate,handovertime,sgt_scat,fsh_salloc_qty,operation_flag,is_deleted,recordstamp
250,4500000547,10,1,LA,2019-06-20,1.0,,2022-02-04,07:51:48,50.0,,2.0,,X,,180000491.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000833,10,1,LA,2019-05-20,1.0,,2022-02-04,07:51:35,50.0,,2.0,,X,,180000406.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000875,10,1,LA,2019-05-15,1.0,,2022-02-04,07:51:34,50.0,,2.0,,X,,180000401.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000893,10,1,LA,2019-05-28,1.0,,2022-02-04,07:51:43,50.0,,2.0,,X,,180000457.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000915,10,1,LA,2019-05-25,1.0,,2022-02-04,07:51:38,50.0,,2.0,,X,,180000423.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000935,10,1,LA,2019-05-27,1.0,,2022-02-04,07:51:42,50.0,,2.0,,X,,180000450.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000567,10,1,LA,2019-06-25,1.0,,2022-02-04,07:51:53,50.0,,2.0,,X,,180000524.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:54.090379+00:00
250,4500000525,10,1,LA,2019-06-27,1.0,,2022-02-04,07:51:54,50.0,,2.0,,X,,180000530.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:54.919706+00:00
250,4500000357,10,1,LA,2019-06-28,1.0,,2022-02-04,07:51:56,50.0,,2.0,,X,,180000542.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:56.662686+00:00
250,4500000377,10,1,LA,2019-07-15,1.0,,2022-02-04,07:52:00,50.0,,2.0,,X,,180000572.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:00.981448+00:00
250,4500000227,10,1,LA,2022-01-15,1.0,,2022-02-04,07:52:12,50.0,,2.0,,X,,180000647.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000247,10,1,LA,2022-01-20,1.0,,2022-02-04,07:52:16,50.0,,2.0,,X,,180000673.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000395,10,1,LA,2019-07-28,1.0,,2022-02-04,07:52:09,50.0,,2.0,,X,,180000627.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000417,10,1,LA,2019-07-25,1.0,,2022-02-04,07:52:04,50.0,,2.0,,X,,180000593.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000437,10,1,LA,2019-07-27,1.0,,2022-02-04,07:52:08,50.0,,2.0,,X,,180000621.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000205,10,1,LA,2022-01-25,1.0,,2022-02-04,07:52:18,50.0,,2.0,,X,,180000685.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:19.472515+00:00
250,4500000225,10,1,LA,2022-01-27,1.0,,2022-02-04,07:52:21,50.0,,2.0,,X,,180000702.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:21.603578+00:00
250,4500000117,10,1,LA,2022-02-25,1.0,,2022-02-04,07:52:41,50.0,,2.0,,X,,180000839.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000135,10,1,LA,2022-02-20,1.0,,2022-02-04,07:52:38,50.0,,2.0,,X,,180000815.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000177,10,1,LA,2022-02-15,1.0,,2022-02-04,07:52:31,50.0,,2.0,,X,,180000768.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000265,10,1,LA,2022-02-15,1.0,,2022-02-04,07:52:33,50.0,,2.0,,X,,180000785.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000285,10,1,LA,2022-02-20,1.0,,2022-02-04,07:52:41,50.0,,2.0,,X,,180000833.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000307,10,1,LA,2022-01-28,1.0,,2022-02-04,07:52:24,50.0,,2.0,,X,,180000724.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000155,10,1,LA,2022-02-25,1.0,,2022-02-04,07:52:44,50.0,,2.0,,X,,180000854.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:46.317347+00:00
250,4500000079,10,1,LA,2022-02-27,1.0,,2022-02-04,07:52:47,50.0,,2.0,,X,,180000880.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:48.055724+00:00
250,4500000095,10,1,LA,2022-02-28,1.0,,2022-02-04,07:52:51,50.0,,2.0,,X,,180000905.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:53:08.236211+00:00
250,4500000445,10,1,LA,2022-02-28,1.0,,2022-02-04,07:52:54,50.0,,2.0,,X,,180000922.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:53:08.236211+00:00
250,4500000487,10,1,LA,2022-02-27,1.0,,2022-02-04,07:52:49,50.0,,2.0,,X,,180000888.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:53:08.236211+00:00
250,4500000763,10,1,LA,2019-02-15,1.0,,2022-02-04,07:50:54,50.0,,2.0,,X,,180000134.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:51:06.933859+00:00
250,4500000335,10,1,LA,2019-07-20,1.0,,2022-02-04,07:52:01,50.0,,2.0,,X,,180000576.0,10.0,,000000006666666669,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000726,10,1,LA,2019-01-15,1.0,,2022-02-04,07:50:41,50.0,,2.0,,X,,180000050.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:50:42.641307+00:00
250,4500000746,10,1,LA,2019-01-20,1.0,,2022-02-04,07:50:45,50.0,,2.0,,X,,180000073.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:50:45.773283+00:00
250,4500000704,10,1,LA,2019-01-25,1.0,,2022-02-04,07:50:47,50.0,,2.0,,X,,180000084.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:50:47.335621+00:00
250,4500000578,10,1,LA,2019-02-27,1.0,,2022-02-04,07:51:03,50.0,,2.0,,X,,180000194.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:06.933859+00:00
250,4500000594,10,1,LA,2019-02-28,1.0,,2022-02-04,07:51:05,50.0,,2.0,,X,,180000203.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:06.933859+00:00
250,4500000616,10,1,LA,2019-02-25,1.0,,2022-02-04,07:51:00,50.0,,2.0,,X,,180000170.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:06.933859+00:00
250,4500000724,10,1,LA,2019-01-27,1.0,,2022-02-04,07:50:49,50.0,,2.0,,X,,180000101.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:06.933859+00:00
250,4500000784,10,1,LA,2019-02-20,1.0,,2022-02-04,07:50:59,50.0,,2.0,,X,,180000165.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:06.933859+00:00
250,4500000806,10,1,LA,2019-01-29,1.0,,2022-02-04,07:50:52,50.0,,2.0,,X,,180000122.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:06.933859+00:00
250,4500000676,10,1,LA,2019-03-15,1.0,,2022-02-04,07:51:07,50.0,,2.0,,X,,180000220.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:07.879578+00:00
250,4500000634,10,1,LA,2019-03-20,1.0,,2022-02-04,07:51:10,50.0,,2.0,,X,,180000237.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:10.449005+00:00
250,4500000654,10,1,LA,2019-03-25,1.0,,2022-02-04,07:51:12,50.0,,2.0,,X,,180000254.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:12.974099+00:00
250,4500000944,10,1,LA,2019-03-28,1.0,,2022-02-04,07:51:17,50.0,,2.0,,X,,180000288.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:29.121426+00:00
250,4500000964,10,1,LA,2019-04-15,1.0,,2022-02-04,07:51:20,50.0,,2.0,,X,,180000305.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:29.121426+00:00
250,4500000986,10,1,LA,2019-03-27,1.0,,2022-02-04,07:51:15,50.0,,2.0,,X,,180000271.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:29.121426+00:00
250,4500001046,10,1,LA,2019-04-20,1.0,,2022-02-04,07:51:23,50.0,,2.0,,X,,180000322.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:29.121426+00:00
250,4500001066,10,1,LA,2019-04-25,1.0,,2022-02-04,07:51:27,50.0,,2.0,,X,,180000354.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:29.121426+00:00
250,4500001024,10,1,LA,2019-04-27,1.0,,2022-02-04,07:51:28,50.0,,2.0,,X,,180000360.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:29.121426+00:00
250,4500000856,10,1,LA,2019-04-28,1.0,,2022-02-04,07:51:30,50.0,,2.0,,X,,180000373.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:30.970262+00:00
250,4500000466,10,1,LA,2019-06-15,1.0,,2022-02-04,07:51:46,50.0,,2.0,,X,,180000475.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000506,10,1,LA,2019-06-25,1.0,,2022-02-04,07:51:51,50.0,,2.0,,X,,180000508.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000548,10,1,LA,2019-06-20,1.0,,2022-02-04,07:51:48,50.0,,2.0,,X,,180000492.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000834,10,1,LA,2019-05-20,1.0,,2022-02-04,07:51:35,50.0,,2.0,,X,,180000407.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000876,10,1,LA,2019-05-15,1.0,,2022-02-04,07:51:35,50.0,,2.0,,X,,180000402.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000894,10,1,LA,2019-05-28,1.0,,2022-02-04,07:51:43,50.0,,2.0,,X,,180000458.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000916,10,1,LA,2019-05-25,1.0,,2022-02-04,07:51:38,50.0,,2.0,,X,,180000424.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000936,10,1,LA,2019-05-27,1.0,,2022-02-04,07:51:42,50.0,,2.0,,X,,180000451.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:53.126336+00:00
250,4500000526,10,1,LA,2019-06-27,1.0,,2022-02-04,07:51:54,50.0,,2.0,,X,,180000531.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:55.094219+00:00
250,4500000358,10,1,LA,2019-06-28,1.0,,2022-02-04,07:51:56,50.0,,2.0,,X,,180000543.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:51:56.810929+00:00
250,4500000378,10,1,LA,2019-07-15,1.0,,2022-02-04,07:52:00,50.0,,2.0,,X,,180000573.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:01.118791+00:00
250,4500000228,10,1,LA,2022-01-15,1.0,,2022-02-04,07:52:12,50.0,,2.0,,X,,180000648.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000248,10,1,LA,2022-01-20,1.0,,2022-02-04,07:52:16,50.0,,2.0,,X,,180000674.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000396,10,1,LA,2019-07-28,1.0,,2022-02-04,07:52:09,50.0,,2.0,,X,,180000628.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000418,10,1,LA,2019-07-25,1.0,,2022-02-04,07:52:04,50.0,,2.0,,X,,180000594.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000438,10,1,LA,2019-07-27,1.0,,2022-02-04,07:52:08,50.0,,2.0,,X,,180000622.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:18.554954+00:00
250,4500000206,10,1,LA,2022-01-25,1.0,,2022-02-04,07:52:19,50.0,,2.0,,X,,180000686.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:19.472515+00:00
250,4500000288,10,1,LA,2022-01-27,1.0,,2022-02-04,07:52:21,50.0,,2.0,,X,,180000703.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:21.786961+00:00
250,4500000118,10,1,LA,2022-02-25,1.0,,2022-02-04,07:52:42,50.0,,2.0,,X,,180000840.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000136,10,1,LA,2022-02-20,1.0,,2022-02-04,07:52:38,50.0,,2.0,,X,,180000816.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
250,4500000178,10,1,LA,2022-02-15,1.0,,2022-02-04,07:52:31,50.0,,2.0,,X,,180000769.0,10.0,,000000006666666670,,,,,,,,,,,,I,False,2022-02-04 07:52:42.757287+00:00
