rclnt,ryear,docnr,rldnr,rbukrs,docln,activ,rmvct,rtcur,runit,awtyp,rrcty,rvers,logsys,racct,cost_elem,rcntr,prctr,rfarea,rbusa,kokrs,segment,scntr,pprctr,sfarea,sbusa,rassc,psegment,tsl,hsl,ksl,osl,msl,wsl,drcrk,poper,rwcur,gjahr,budat,belnr,buzei,bschl,bstat,linetype,xsplitmod,usnam,timestamp,operation_flag,is_deleted,recordstamp
50,2022,1400000021,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,C999,,,C001,SEG_A,,,,,,,-3938.0,-3938.0,,,,-3938.0,H,1,USD,2022,2022-01-27,1400000021,2,15,,2000,X,APARAMESWARA,20220127155654.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000020,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-984.5,-984.5,,,,-984.5,H,1,USD,2022,2022-01-11,90000020,1,11,,2000,X,SATISHE,20220111213320.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000011,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-13.2,-13.2,,,,-13.2,H,1,USD,2022,2022-01-23,1400000011,2,15,,2000,X,APARAMESWARA,20220123115749.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000018,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-9845.0,-9845.0,,,,-9845.0,H,1,USD,2022,2022-01-27,1400000018,2,15,,2000,X,APARAMESWARA,20220127155307.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000039,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,44.0,44.0,,,,44.0,S,1,USD,2022,2022-01-12,90000039,1,1,,2000,X,APARAMESWARA,20220112135813.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000061,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-357.5,-357.5,,,,-357.5,H,1,USD,2022,2022-01-25,90000061,1,11,,2000,X,AVINASHG,20220125185608.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000007,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-154.0,-154.0,,,,-154.0,H,1,USD,2022,2022-01-23,1400000007,2,15,,2000,X,APARAMESWARA,20220123115008.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000030,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,110.0,110.0,,,,110.0,S,1,USD,2022,2022-01-11,90000030,1,1,,2000,X,SATISHE,20220111234313.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000026,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,4.4,4.4,,,,4.4,S,1,USD,2022,2022-01-11,90000026,1,1,,2000,X,SATISHE,20220111232922.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000016,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-132.0,-132.0,,,,-132.0,H,1,USD,2022,2022-01-23,1400000016,2,15,,2000,X,APARAMESWARA,20220123121015.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1800000000,0L,C001,1,RFBU,,USD,,BKPF,0,1,,121000,,,C999,,,C001,,,,,,,,1100.0,1100.0,,,,1100.0,S,1,USD,2022,2022-01-10,1800000000,1,1,,2000,X,APARAMESWARA,20220110092705.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000036,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,-14.3,-14.3,,,,-14.3,H,1,USD,2022,2022-01-11,90000036,1,11,,2000,X,SATISHE,20220112010321.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000051,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,44.0,44.0,,,,44.0,S,1,USD,2022,2022-01-17,90000051,1,1,,2000,X,SATISHE,20220117164503.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000046,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-8.8,-8.8,,,,-8.8,H,1,USD,2022,2022-01-18,90000046,1,11,,2000,X,SATISHE,20220117085118.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000033,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,92.4,92.4,,,,92.4,S,1,USD,2022,2022-01-11,90000033,1,1,,2000,X,SATISHE,20220112004735.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000034,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,-46.2,-46.2,,,,-46.2,H,1,USD,2022,2022-01-11,90000034,1,11,,2000,X,SATISHE,20220112005231.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000022,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,22.0,22.0,,,,22.0,S,1,USD,2022,2022-01-11,90000022,1,1,,2000,X,SATISHE,20220111231851.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000029,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,984.5,984.5,,,,984.5,S,1,USD,2022,2022-01-11,90000029,1,1,,2000,X,SATISHE,20220111234034.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000013,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,26.4,26.4,,,,26.4,S,1,USD,2022,2022-01-11,90000013,1,1,,2000,X,SATISHE,20220111210922.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000010,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-44.0,-44.0,,,,-44.0,H,1,USD,2022,2022-01-23,1400000010,2,15,,2000,X,APARAMESWARA,20220123115632.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000049,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,99.0,99.0,,,,99.0,S,1,USD,2022,2022-01-18,90000049,1,1,,2000,X,SATISHE,20220117090952.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000006,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-984.5,-984.5,,,,-984.5,H,1,USD,2022,2022-01-23,1400000006,2,15,,2000,X,APARAMESWARA,20220123114301.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000025,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,26.4,26.4,,,,26.4,S,1,USD,2022,2022-01-11,90000025,1,1,,2000,X,SATISHE,20220111232725.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000017,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,1683.0,1683.0,,,,1683.0,S,1,USD,2022,2022-01-11,90000017,1,1,,2000,X,SATISHE,20220111212636.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000031,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,88.0,88.0,,,,88.0,S,1,USD,2022,2022-01-11,90000031,1,1,,2000,X,SATISHE,20220112004021.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000003,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-400.0,-400.0,,,,-400.0,H,1,USD,2022,2022-01-23,1400000003,2,15,,2000,X,APARAMESWARA,20220123113411.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000004,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,-46.2,-46.2,,,,-46.2,H,1,USD,2022,2022-01-23,1400000004,2,15,,2000,X,APARAMESWARA,20220123113823.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000005,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,4.4,4.4,,,,4.4,S,1,USD,2022,2022-01-11,90000005,1,1,,2000,X,SATISHE,20220111124609.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000013,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-83.6,-83.6,,,,-83.6,H,1,USD,2022,2022-01-23,1400000013,2,15,,2000,X,APARAMESWARA,20220123120347.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000036,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-13.2,-13.2,,,,-13.2,H,1,USD,2022,2022-01-11,90000036,1,11,,2000,X,SATISHE,20220112010321.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000003,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,22.0,22.0,,,,22.0,S,1,USD,2022,2022-01-11,90000003,1,1,,2000,X,SATISHE,20220111115836.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000002,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-4.4,-4.4,,,,-4.4,H,1,USD,2022,2022-01-23,1400000002,2,15,,2000,X,APARAMESWARA,20220123113233.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000060,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,4207.5,4207.5,,,,4207.5,S,1,USD,2022,2022-01-24,90000060,1,1,,2000,X,AVINASHG,20220124224647.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000042,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,1683.0,1683.0,,,,1683.0,S,1,USD,2022,2022-01-16,90000042,1,1,,2000,X,SATISHE,20220117062521.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000010,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-44.0,-44.0,,,,-44.0,H,1,USD,2022,2022-01-11,90000010,1,11,,2000,X,SATISHE,20220111200109.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000020,0L,C001,6,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-396.0,-396.0,,,,-396.0,H,1,USD,2022,2022-01-27,1400000020,2,15,,2000,X,APARAMESWARA,20220127155551.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000002,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,-4.4,-4.4,,,,-4.4,H,1,USD,2022,2022-01-23,1400000002,2,15,,2000,X,APARAMESWARA,20220123113233.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000005,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,-14.3,-14.3,,,,-14.3,H,1,USD,2022,2022-01-23,1400000005,2,15,,2000,X,APARAMESWARA,20220123114056.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000015,0L,C001,3,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-1683.0,-1683.0,,,,-1683.0,H,1,USD,2022,2022-01-23,1400000015,2,15,,2000,X,APARAMESWARA,20220123120824.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000001,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,C999,,,C001,,,,,,,,11.0,11.0,,,,11.0,S,1,USD,2022,2022-01-10,90000001,1,1,,2000,X,SATISHE,20220110174320.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000035,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,28.6,28.6,,,,28.6,S,1,USD,2022,2022-01-11,90000035,1,1,,2000,X,SATISHE,20220112005909.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000053,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,C999,,,C001,,,,,,,,176.0,176.0,,,,176.0,S,1,USD,2022,2022-01-17,90000053,1,1,,2000,X,SATISHE,20220118035809.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000011,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,-14.3,-14.3,,,,-14.3,H,1,USD,2022,2022-01-23,1400000011,2,15,,2000,X,APARAMESWARA,20220123115749.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000060,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,9845.0,9845.0,,,,9845.0,S,1,USD,2022,2022-01-24,90000060,1,1,,2000,X,AVINASHG,20220124224647.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,100000003,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-1969.0,-1969.0,,,,-1969.0,H,1,USD,2022,2022-01-16,100000003,1,12,,2000,X,SATISHE,20220117064535.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000048,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-11.0,-11.0,,,,-11.0,H,1,USD,2022,2022-01-18,90000048,1,11,,2000,X,SATISHE,20220117090652.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000012,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP02,,,C001,,,,,,,,-46.2,-46.2,,,,-46.2,H,1,USD,2022,2022-01-11,90000012,1,11,,2000,X,SATISHE,20220111202803.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000012,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,-841.5,-841.5,,,,-841.5,H,1,USD,2022,2022-01-23,1400000012,2,15,,2000,X,APARAMESWARA,20220123115928.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000037,0L,C001,2,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,1969.0,1969.0,,,,1969.0,S,1,USD,2022,2022-01-11,90000037,1,1,,2000,X,SATISHE,20220112010625.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000043,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,92.4,92.4,,,,92.4,S,1,USD,2022,2022-01-16,90000043,1,1,,2000,X,SATISHE,20220117064711.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000006,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,4.4,4.4,,,,4.4,S,1,USD,2022,2022-01-11,90000006,1,1,,2000,X,SATISHE,20220111124952.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000003,0L,C001,4,RFBU,,USD,,BKPF,0,1,,121000,,,US01ELHC10,,,C001,,,,,,,,-500.0,-500.0,,,,-500.0,H,1,USD,2022,2022-01-23,1400000003,2,15,,2000,X,APARAMESWARA,20220123113411.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000054,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,176.0,176.0,,,,176.0,S,1,USD,2022,2022-01-18,90000054,1,1,,2000,X,SATISHE,20220118211619.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,100000001,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PGHP01,,,C001,,,,,,,,-88.0,-88.0,,,,-88.0,H,1,USD,2022,2022-01-16,100000001,1,12,,2000,X,SATISHE,20220117064457.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000041,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,26.4,26.4,,,,26.4,S,1,USD,2022,2022-01-16,90000041,1,1,,2000,X,SATISHE,20220117061926.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000020,0L,C001,5,RFBU,,USD,,BKPF,0,1,,121000,,,US01PGHP03,,,C001,,,,,,,,-330.0,-330.0,,,,-330.0,H,1,USD,2022,2022-01-27,1400000020,2,15,,2000,X,APARAMESWARA,20220127155551.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,1400000014,0L,C001,2,RFBU,,USD,,BKPF,0,1,,121000,,,US01PSFD01,,,C001,,,,,,,,-26.4,-26.4,,,,-26.4,H,1,USD,2022,2022-01-23,1400000014,2,15,,2000,X,APARAMESWARA,20220123120518.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000059,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,660.0,660.0,,,,660.0,S,1,USD,2022,2022-01-24,90000059,1,1,,2000,X,SATISHE,20220124162914.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000029,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01ELHC09,,,C001,,,,,,,,841.5,841.5,,,,841.5,S,1,USD,2022,2022-01-11,90000029,1,1,,2000,X,SATISHE,20220111234034.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000028,0L,C001,1,SD00,,USD,,VBRK,0,1,,121000,,,US01PSFD02,,,C001,,,,,,,,15.4,15.4,,,,15.4,S,1,USD,2022,2022-01-11,90000028,1,1,,2000,X,SATISHE,20220111233711.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000060,0L,C001,5,SD00,,USD,,VBRK,0,1,,125500,,,US01ELHC09,,,C001,,,,,,,,-325.0,-325.0,,,,-325.0,H,1,USD,2022,2022-01-24,90000060,4,50,,1000,,AVINASHG,20220124224647.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000054,0L,C001,4,SD00,,USD,,VBRK,0,1,,125500,,,US01PGHP01,,,C001,,,,,,,,-16.0,-16.0,,,,-16.0,H,1,USD,2022,2022-01-18,90000054,4,50,,1000,,SATISHE,20220118211619.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,90000061,0L,C001,4,SD00,,USD,,VBRK,0,1,,125500,,,US01ELHC09,,,C001,,,,,,,,325.0,325.0,,,,325.0,S,1,USD,2022,2022-01-25,90000061,4,40,,1000,,AVINASHG,20220125185608.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000030,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP02,,,C001,,,,,,,,-40.0,-40.0,,,-2.0,-40.0,H,1,USD,2022,2022-01-11,4900000030,1,99,,6000,,SATISHE,20220111202411.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000020,0L,C001,1,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,US01PGHP01,,,,,200.0,200.0,,,10.0,200.0,S,1,USD,2022,2022-01-11,4900000020,1,89,,6000,,SATISHE,20220111103615.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000053,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-20.0,-20.0,,,-1.0,-20.0,H,1,USD,2022,2022-01-17,4900000053,1,99,,6000,,SATISHE,20220117164314.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000022,0L,C001,11,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01ELHC10,,,C001,,,US01ELHC10,,,,,5000.0,5000.0,,,10.0,5000.0,S,1,USD,2022,2022-01-11,4900000022,11,89,,6000,,SATISHE,20220111105851.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000020,0L,C001,11,RMWA,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,5000.0,5000.0,,,10.0,5000.0,S,1,USD,2022,2022-01-11,4900000020,11,89,,6000,X,SATISHE,20220111103615.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000037,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PSFD01,,,C001,,,,,,,,-8.0,-8.0,,,-2.0,-8.0,H,1,USD,2022,2022-01-11,4900000037,1,99,,6000,,SATISHE,20220111232657.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000032,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PSFD02,,,C001,,,,,,,,-8.0,-8.0,,,-2.0,-8.0,H,1,USD,2022,2022-01-11,4900000032,1,99,,6000,,SATISHE,20220111211532.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000022,0L,C001,3,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PGHP02,,,C001,,,US01PGHP02,,,,,200.0,200.0,,,10.0,200.0,S,1,USD,2022,2022-01-11,4900000022,3,89,,6000,,SATISHE,20220111105851.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000046,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01ELHC09,,,C001,,,,,,,,-800.0,-800.0,,,-2.0,-800.0,H,1,USD,2022,2022-01-12,4900000046,1,99,,6000,,SATISHE,20220112111725.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000009,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,-0.2,-0.2,,,-1.0,-0.2,H,1,USD,2022,2022-01-09,4900000009,1,99,,6000,X,SATISHE,20220109175225.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000049,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-40.0,-40.0,,,-2.0,-40.0,H,1,USD,2022,2022-01-16,4900000049,1,99,,6000,,SATISHE,20220117061447.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000039,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01ELHC09,,,C001,,,,,,,,-400.0,-400.0,,,-1.0,-400.0,H,1,USD,2022,2022-01-11,4900000039,1,99,,6000,,SATISHE,20220111234010.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000034,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01ELHC10,,,C001,,,,,,,,-1000.0,-1000.0,,,-2.0,-1000.0,H,1,USD,2022,2022-01-11,4900000034,1,99,,6000,,SATISHE,20220111213141.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000048,0L,C001,3,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PGHP02,,,C001,,,US01PGHP02,,,,,200.0,200.0,,,10.0,200.0,S,1,USD,2022,2022-01-16,4900000048,3,89,,6000,,SATISHE,20220117051401.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000011,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,-0.2,-0.2,,,-1.0,-0.2,H,1,USD,2022,2022-01-09,4900000011,1,99,,6000,X,SATISHE,20220110054523.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000038,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PSFD02,,,C001,,,,,,,,-8.0,-8.0,,,-2.0,-8.0,H,1,USD,2022,2022-01-11,4900000038,1,99,,6000,,SATISHE,20220111233438.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000052,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-40.0,-40.0,,,-2.0,-40.0,H,1,USD,2022,2022-01-17,4900000052,1,99,,6000,,SATISHE,20220117163523.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000051,0L,C001,3,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01ELHC10,,,C001,,,,,,,,-1000.0,-1000.0,,,-2.0,-1000.0,H,1,USD,2022,2022-01-16,4900000051,3,99,,6000,,SATISHE,20220117062454.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000013,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,-0.2,-0.2,,,-1.0,-0.2,H,1,USD,2022,2022-01-09,4900000013,1,99,,6000,X,SATISHE,20220110075024.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000054,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-20.0,-20.0,,,-1.0,-20.0,H,1,USD,2022,2022-01-18,4900000054,1,99,,6000,,SATISHE,20220118210151.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000020,0L,C001,3,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PGHP02,,,C001,,,US01PGHP02,,,,,200.0,200.0,,,10.0,200.0,S,1,USD,2022,2022-01-11,4900000020,3,89,,6000,,SATISHE,20220111103615.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000007,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,-0.2,-0.2,,,-1.0,-0.2,H,1,USD,2022,2022-01-08,4900000007,1,99,,6000,X,SATISHE,20220109053848.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000021,0L,C001,1,RMWA,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,US01PGHP01,,,,,-200.0,-200.0,,,-10.0,-200.0,S,1,USD,2022,2022-01-11,4900000021,1,99,,6000,,SATISHE,20220111104445.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000047,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-20.0,-20.0,,,-1.0,-20.0,H,1,USD,2022,2022-01-12,4900000047,1,99,,6000,,APARAMESWARA,20220112135136.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000040,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PGHP01,,,C001,,,,,,,,-40.0,-40.0,,,-2.0,-40.0,H,1,USD,2022,2022-01-11,4900000040,1,99,,6000,,SATISHE,20220112003955.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000002,0L,C001,1,RMWA,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,1.0,1.0,,,5.0,1.0,S,1,USD,2022,2022-01-05,4900000002,1,89,,6000,X,PRATIM,20220105173951.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000000,0L,C001,1,RMWA,,USD,EA,MKPF,0,1,,134000,,,C999,,,C001,,,,,,,,0.2,0.2,,,1.0,0.2,S,1,USD,2022,2022-01-04,4900000000,1,89,,6000,X,PRATIM,20220104105150.0,L,False,2022-01-31 20:42:03.665140+00:00
50,2022,4900000031,0L,C001,1,RMWL,,USD,EA,MKPF,0,1,,134000,,,US01PSFD01,,,C001,,,,,,,,-8.0,-8.0,,,-2.0,-8.0,H,1,USD,2022,2022-01-11,4900000031,1,99,,6000,,SATISHE,20220111210911.0,L,False,2022-01-31 20:42:03.665140+00:00
