mandt,knumv,kposn,stunr,zaehk,kappl,kschl,kdatu,krech,kawrt,kbetr,waers,kkurs,kpein,kmeir,kumza,kumne,kmtyp,kwert,kinak,koaid,kfkiv,recordstamp,operation_flag
50,490,10,911,1,TX,JR1,14.02.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-02-20 20:41:50.170365+00:00,I
50,512,10,911,1,TX,JR1,22.02.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-02-20 20:41:50.170365+00:00,I
50,513,10,911,1,TX,JR1,22.02.2022,A,895.0,100.0,,0,0,,0,0,1,89.5,,D,,2022-02-20 20:41:50.170365+00:00,I
50,516,10,911,1,TX,JR1,23.01.2022,A,400.0,100.0,,0,0,,0,0,1,40.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,517,10,911,1,TX,JR1,23.01.2022,A,400.0,100.0,,0,0,,0,0,1,40.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,518,10,911,1,TX,JR1,23.01.2022,A,400.0,100.0,,0,0,,0,0,1,40.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,522,10,911,1,TX,JR1,22.02.2022,A,3975.0,100.0,,0,0,,0,0,1,397.5,,D,,2022-02-20 20:41:50.170365+00:00,I
50,526,10,911,1,TX,JR1,23.02.2022,A,3975.0,100.0,,0,0,,0,0,1,397.5,,D,,2022-02-20 20:41:50.170365+00:00,I
50,529,10,911,1,TX,JR1,24.02.2022,A,3000.0,100.0,,0,0,,0,0,1,300.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,530,10,911,1,TX,JR1,23.02.2022,A,3000.0,100.0,,0,0,,0,0,1,300.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,531,10,911,1,TX,JR1,25.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,531,20,911,1,TX,JR1,25.02.2022,A,400.0,100.0,,0,0,,0,0,1,40.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,532,10,911,1,TX,JR1,25.02.2022,A,300.0,100.0,,0,0,,0,0,1,30.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,532,20,911,1,TX,JR1,25.02.2022,A,600.0,100.0,,0,0,,0,0,1,60.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,533,10,911,1,TX,JR1,28.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,533,20,911,1,TX,JR1,28.02.2022,A,400.0,100.0,,0,0,,0,0,1,40.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,534,10,911,1,TX,JR1,28.02.2022,A,300.0,100.0,,0,0,,0,0,1,30.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,534,20,911,1,TX,JR1,28.02.2022,A,600.0,100.0,,0,0,,0,0,1,60.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,535,10,911,1,TX,JR1,28.02.2022,A,200.0,100.0,,0,0,,0,0,1,20.0,,D,,2022-02-20 20:41:50.170365+00:00,I
50,535,20,911,1,TX,JR1,28.02.2022,A,400.0,100.0,,0,0,,0,0,1,40.0,,D,,2022-02-20 20:41:50.170365+00:00,I
