mandt,vbeln,posnr,pstyv,ernam,erzet,erdat,matnr,matwa,matkl,werks,lgort,charg,lichn,kdmat,prodh,lfimg,meins,vrkme,umvkz,umvkn,ntgew,brgew,gewei,volum,voleh,kztlf,uebtk,uebto,untto,chspl,faksp,mbdat,lgmng,arktx,lgpbe,vbelv,posnv,vbtyv,vgsys,vgbel,vgpos,upflu,uepos,fkrel,ladgr,tragr,komkz,lgnum,lispl,lgtyp,lgpla,bwtex,bwart,bwlvs,kzdlg,bdart,plart,mtart,xchpf,xchar,vgref,posar,bwtar,sumbd,mtvfp,eannr,gsber,vkbur,vkgrp,vtweg,spart,grkor,fmeng,antlf,vbeaf,vbeav,stafo,wavwr,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,sobkz,aedat,ean11,kvgr1,kvgr2,kvgr3,kvgr4,kvgr5,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,vpzuo,vgtyp,rfvgtyp,kostl,kokrs,paobjnr,prctr,ps_psp_pnr,aufnr,posnr_pp,kdauf,kdpos,vpmat,vpwrk,prbme,umref,knttp,kzvbr,fipos,fistl,geber,pckpf,bedar_lf,cmpnt,kcmeng,kcbrgew,kcntgew,kcvolum,uecha,cuobj,cuobj_ch,anzsn,serail,kcgewei,kcvoleh,sernr,abrli,abart,abrvw,qplos,qtlos,nachl,magrv,objko,objpo,aeskd,shkzg,prosa,uepvw,empst,abtnr,koqui,stadat,aktnr,knumh_ch,prefe,exart,clint,chmvs,abeln,abelp,lfimg_flo,lgmng_flo,kcmeng_flo,kzumw,kmpmg,aurel,kpein,kmein,netpr,netwr,kowrr,kzbew,mfrgr,chhpv,abfor,abges,mbuhr,wktnr,wktps,j_1bcfop,j_1btaxlw1,j_1btaxlw2,j_1btxsdc,situa,rsnum,rspos,rsart,kannr,kzfme,profl,kcmengvme,kcmengvmef,kzbws,pspnr,eprio,rules,kzbef,mprof,ematn,lgbzo,handle,verurpos,lifexpos,noatp,nopck,rblvs,berid,bestq,umbsq,ummat,umwrk,umlgo,umcha,umbar,umsok,sonum,usonu,akkur,akmng,vkgru,shkzg_um,insmk,kzech,flgwm,berkz,hupos,nowab,konto,kzear,hsdat,vfdat,lfgja,lfbnr,lfpos,grund,fobwa,dlvtp,exbwr,bpmng,exvkw,cmpre_flt,kzpod,lfdez,umrev,podrel,kzuml,fkber,grant_nbr,kzwso,gmcontrol,posting_change,um_ps_psp_pnr,pre_vl_etens,spe_gen_elikz,spe_scrap_ind,spe_auth_number,spe_inspout_guid,spe_follow_up,spe_exp_date_ext,spe_exp_date_int,spe_auth_complet,ormng,spe_atp_tmstmp,spe_orig_sys,spe_lieffz,spe_imwrk,spe_lifexpos2,spe_except_code,spe_keep_qty,spe_alternate,spe_mat_subst,spe_struc,spe_apo_qntyfac,spe_apo_qntydiv,spe_herkl,spe_bxp_date_ext,spe_version,spe_compl_mvt,j_1btaxlw4,j_1btaxlw5,j_1btaxlw3,budget_pd,kbnkz,farr_reltype,sitkz,sgt_rcat,sgt_scat,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_kvgr6,fsh_kvgr7,fsh_kvgr8,fsh_kvgr9,fsh_kvgr10,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_rsnum,fsh_rspos,cons_order,wrf_charstc1,wrf_charstc2,wrf_charstc3,operation_flag,is_deleted,recordstamp
250,180000684,10,ELN,VISHAKHA,07:52:18,2022-02-04,TEST CPG1,,,1000.0,,,,,,2.0,EA,EA,1.0,1.0,18.0,20.0,KG,,,,,,,,,,2.0,Test Dry Good,,,,,,4500000002.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG1,,GW4AW00F7joXiUllcBm5Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:18.560166+00:00
250,180000038,10,ELN,GAIKWADPAWAR,09:09:11,2022-02-03,TEST,,DRY GOODS,1000.0,1001.0,,,,,1.0,G,G,1.0,1.0,200.0,200.0,G,,,,,,,,,,1.0,Chips,,,,,,4500000054.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,GW4AW00F7joXcXvjoU3bAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 09:09:21.536415+00:00
250,180000748,10,ELN,VISHAKHA,07:52:28,2022-02-04,TEST,,DRY GOODS,1000.0,,,,,,1.0,G,G,1.0,1.0,200.0,200.0,G,,,,,,,,,,1.0,Chips,,,,,,4500000049.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,GW4AW00F7joXiUojaNv5Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:28.657645+00:00
250,180000012,10,ELN,DEMANDI,21:32:02,2022-01-24,TEST CPG,,DRY GOODS,1000.0,1001.0,,,,,1.0,EA,EA,1.0,1.0,9.0,10.0,KG,,,,,,,,,,1.0,Test CPG,,,,,,4500000020.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joVgw8eMAgbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,B,A,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
250,180000646,10,ELN,VISHAKHA,07:52:12,2022-02-04,TEST CPG,,DRY GOODS,1000.0,1001.0,,,,,1.0,EA,EA,1.0,1.0,9.0,10.0,KG,,,,,,,,,,1.0,Test CPG,,,,,,4500000020.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joXiUjykhhbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,B,A,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:12.661978+00:00
250,180000001,10,ELN,GAIKWADPAWAR,15:06:36,2022-01-19,TEST ROH,,DRY GOODS,1000.0,,,,,,1.0,G,G,1.0,1.0,200.0,200.0,G,,,,,,,,,,1.0,Test ROH,,,,,,4500000001.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST ROH,,GW4AW00F7joUfoon1dHbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
250,180000665,10,ELN,VISHAKHA,07:52:15,2022-02-04,TEST ROH,,DRY GOODS,1000.0,,,,,,1.0,G,G,1.0,1.0,200.0,200.0,G,,,,,,,,,,1.0,Test ROH,,,,,,4500000001.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST ROH,,GW4AW00F7joXiUl9KyGbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:15.570513+00:00
250,180000000,10,ELN,PKADARI,10:50:15,2022-01-17,TEST CPG1,,,1000.0,,,,,,1.0,EA,EA,1.0,1.0,9.0,10.0,KG,,,,,,,,,,1.0,Test Dry Good,,,,,,4500000000.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG1,,GW4AW00F7joTy6WThK3bAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
250,180000664,10,ELN,VISHAKHA,07:52:15,2022-02-04,TEST CPG1,,,1000.0,,,,,,1.0,EA,EA,1.0,1.0,9.0,10.0,KG,,,,,,,,,,1.0,Test Dry Good,,,,,,4500000000.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG1,,GW4AW00F7joXiUl9KyE5Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:15.183350+00:00
250,180000004,10,ELN,SIBASISM,15:26:38,2022-01-21,TEST CPG,,DRY GOODS,1000.0,1001.0,,,,,4.0,EA,EA,1.0,1.0,36.0,40.0,KG,,,,,,,,,,4.0,Test CPG,,,,,,4500000007.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joUsT3U70abAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
250,180000008,10,ELN,DEMANDI,03:39:05,2022-01-22,TEST CPG,,DRY GOODS,1000.0,1001.0,,,,,4.0,EA,EA,1.0,1.0,36.0,40.0,KG,,,,,,,,,,4.0,Test CPG,,,,,,4500000010.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joUvfihfe}bAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
250,180000029,10,ELN,GAIKWADPAWAR,07:39:05,2022-02-03,TEST,,DRY GOODS,1000.0,1001.0,,,,,3.0,G,G,1.0,1.0,600.0,600.0,G,,,,,,,,,,3.0,Chips,,,,,,4500000054.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,GW4AW00F7joXc8kZkHRbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 07:39:17.347129+00:00
250,180000022,10,ELN,VISHAKHA,06:27:34,2022-02-03,TEST,,DRY GOODS,1000.0,,,,,,5.0,G,G,1.0,1.0,1000.0,1000.0,G,,,,,,,,,,5.0,Chips,,,,,,4500000051.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,GW4AW00F7joXbqlZefQbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 06:27:59.774655+00:00
250,180000032,10,ELN,GAIKWADPAWAR,07:52:18,2022-02-03,TEST,,DRY GOODS,1000.0,1001.0,,,,,5.0,G,G,1.0,1.0,1000.0,1000.0,G,,,,,,,,,,5.0,Chips,,,,,,4500000054.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,GW4AW00F7joXcCQZHaYbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 07:52:29.727753+00:00
250,180000746,10,ELN,VISHAKHA,07:52:27,2022-02-04,TEST,,DRY GOODS,1000.0,,,,,,5.0,G,G,1.0,1.0,1000.0,1000.0,G,,,,,,,,,,5.0,Chips,,,,,,4500000029.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST,,GW4AW00F7joXiUojaNo5Am,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:28.229882+00:00
250,180000007,10,ELN,DEMANDI,19:43:56,2022-01-21,TEST CPG,,DRY GOODS,1000.0,,,,,,5.0,EA,EA,1.0,1.0,45.0,50.0,KG,,,,,,,,,,5.0,Test CPG,,,,,,4500000009.0,10.0,,,,1.0,1.0,,,,,,,101.0,,,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST CPG,,GW4AW00F7joUtayKPSFbAm,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,C,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:13.010068+00:00
50,80000118,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-07 16:29:00.705891+00:00
50,80000138,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-25 08:30:11.829383+00:00
50,80000138,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-25 08:30:11.829383+00:00
50,80000139,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-25 10:20:24.430077+00:00
50,80000139,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-25 10:20:24.430077+00:00
50,80000140,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-25 10:21:42.389183+00:00
50,80000140,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-25 10:21:42.389183+00:00
50,80000141,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 05:20:21.418567+00:00
50,80000141,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 05:20:21.418567+00:00
50,80000142,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 05:20:45.860403+00:00
50,80000142,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 05:20:45.860403+00:00
250,80000055,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-01 04:43:40.443877+00:00
250,80000058,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-01 05:41:55.803461+00:00
250,80000059,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-01 06:26:41.357512+00:00
