mandt,vbeln,erdat,erzet,ernam,angdt,bnddt,audat,vbtyp,trvog,auart,augru,gwldt,submi,lifsk,faksk,netwr,waerk,vkorg,vtweg,spart,vkgrp,vkbur,gsber,gskst,guebg,gueen,knumv,vdatu,vprgr,autlf,vbkla,vbklt,kalsm,vsbed,fkara,awahr,ktext,bstnk,bsark,bstdk,bstzd,ihrez,bname,telf1,mahza,mahdt,kunnr,kostl,stafo,stwae,aedat,kvgr1,kvgr2,kvgr3,kvgr4,kvgr5,knuma,kokrs,ps_psp_pnr,kurst,kkber,knkli,grupp,sbgrp,ctlpc,cmwae,cmfre,cmnup,cmngv,amtbl,hityp_pr,abrvw,abdis,vgbel,objnr,bukrs_vf,taxk1,taxk2,taxk3,taxk4,taxk5,taxk6,taxk7,taxk8,taxk9,xblnr,zuonr,vgtyp,kalsm_ch,agrzr,aufnr,qmnum,vbeln_grp,scheme_grp,abruf_part,abhod,abhov,abhob,rplnr,vzeit,stceg_l,landtx,xegdr,enqueue_grp,dat_fzau,fmbdat,vsnmr_v,handle,proli,cont_dg,crm_guid,upd_tmstmp,msr_id,tm_ctrl_key,handoverloc,dataaging,glo_log_ref1_hd,psm_budat,fsh_kvgr6,fsh_kvgr7,fsh_kvgr8,fsh_kvgr9,fsh_kvgr10,fsh_rereg,fsh_cq_check,fsh_vrsn_status,fsh_transaction,fsh_vas_cg,fsh_candate,fsh_ss,fsh_os_stg_change,swenr,smenr,phase,mtlaur,stage,hb_cont_reason,hb_expdate,hb_resdate,mill_appl_id,tas,betc,mod_allow,cancel_allow,pay_method,bpn,rep_freq,logsysb,kalcd,multi,sppaym,wtysc_clm_hdr,operation_flag,is_deleted,recordstamp
250,15,2022-01-20,09:12:22,SUMITSAXENA,,,2022-01-20,C,0,TA,,,,,,985.0,EUR,EU10,10,02,,,,,,,24,2022-01-20,1,,,,ZEU001,3,F2,100,,PO,,2022-01-19,,,,,,,0000000003,,,EUR,,,,,,,,CYMB,,,,,,,,,,,,,A,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-20,,GW4AW00F7joUkY9i5rZ5Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-03-26 02:40:14.167739+00:00
250,16,2022-01-20,10:53:57,SUMITSAXENA,,,2022-01-20,C,0,TA,,,,,,985.0,EUR,EU10,10,02,,,,,,,25,2022-01-20,1,,,,ZEU001,3,F2,100,,PO,,2022-01-19,,,,,,,0000000003,,,EUR,,,,,,,,CYMB,,,,,,,,,,,,,A,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-20,,GW4AW00F7joUk{XxI8kbAm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-03-26 02:40:14.167739+00:00
250,25,2022-02-07,05:59:18,MALVIYAH,,,2022-02-06,C,0,TA,,,,,,98.5,EUR,EU10,10,03,,,,,,,88,2022-02-07,1,,,,ZEU001,3,F2,100,,P,,2022-02-06,,,,,,,0000000003,,,EUR,,,,,,,,CYMB,,,,,,,,,,,,,A,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-07,,GW4AW00F7joX{sAqi6ObAm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-03-26 02:40:14.167739+00:00
250,27,2022-02-08,11:53:20,KKALLAMADI,,,2022-02-08,C,0,TA,,,,,,40.0,USD,US10,20,03,,,,,,,96,2022-02-08,1,,,,ZUS001,1,F2,100,,Test,,2022-02-08,,,,,,,0000000004,,,USD,2022-02-08,,,,,,,CYMB,,,,,,,,,,,,,A,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-08,,GW4AW00F7joYchR7Kmx5Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-03-26 02:40:14.167739+00:00
250,28,2022-02-08,16:01:57,KKALLAMADI,,,2022-02-08,C,0,TA,,,,,,60.0,USD,US10,20,03,,,,,,,98,2022-02-08,1,,,,ZUS001,1,F2,100,,Test,,2022-02-08,,,,,,,0000000004,,,USD,,,,,,,,CYMB,,,,,,,,,,,,,A,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-08,,GW4AW00F7joYdmuerep5Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-03-26 02:40:14.167739+00:00
800,14431,2012-06-05,19:00:12,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82284,2012-06-15,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD,,,,,,,,,CA301,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-15,,051MXG3j7j6hvVofR1wc{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14445,2012-06-07,20:20:13,C5157856,,,2012-06-07,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82304,2012-06-16,1,,,,RVAA01,1,F2,100,,CPU-APJ,,,,,,,,,CA301,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-15,,051MXG3j7j6icQrgGkEc{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14432,2012-06-05,19:02:19,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82285,2012-06-16,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD,,,,,,,,,CA302,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-15,,051MXG3j7j6hvWQCttE6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14444,2012-06-07,20:09:38,C5157856,,,2012-06-07,C,0,DOUR,,,,,,,CNY,2800,10,00,,,,,,,82302,2012-06-14,1,,,,RVAA01,1,F2,100,,RUSH-APJ,,,,,,,,,CA302,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-14,,051MXG3j7j6icNudoYFc{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14433,2012-06-05,19:03:36,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82286,2012-06-14,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD,,,,,,,,,CA303,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-14,,051MXG3j7j6hvWnBLhA6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14439,2012-06-05,20:35:14,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82292,2012-06-12,1,,,,RVAA01,1,F2,100,,HUB-APJ,,,,,,,,,CA303,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-12,,051MXG3j7j6hvwNyqWl6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14210,2011-12-15,06:17:53,I070249,,,2011-12-15,C,0,TA,,,,,,1000.0,CNY,2800,10,00,,,,,,,81512,2011-12-22,1,,,,RVAA01,1,F2,100,,,,,,,,,,,CA304,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2011-12-20,,01Z{UNA27k69suGDvBwbjG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:03.820583+00:00
800,14211,2011-12-15,06:39:15,I070249,,,2011-12-15,C,0,TA,,,,,,1000.0,CNY,2800,10,00,,,,,,,81514,2011-12-22,1,,,,RVAA01,1,F2,100,,,,,,,,,,,CA304,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2011-12-20,,01Z{UNA27k69s{FpCPA5jG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:03.820583+00:00
800,14434,2012-06-05,19:05:08,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82287,2012-06-16,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD,,,,,,,,,CA304,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-15,,051MXG3j7j6hvXBgB}H6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14435,2012-06-05,19:05:59,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82288,2012-06-15,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD-2,,,,,,,,,CA304,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-15,,051MXG3j7j6hvXSG4786{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14436,2012-06-05,19:06:48,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82289,2012-06-15,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD,,,,,,,,,CA305,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-15,,051MXG3j7j6hvXgmcpxc{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14440,2012-06-05,20:36:07,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82293,2012-06-12,1,,,,RVAA01,1,F2,100,,HUB-APJ,,,,,,,,,CA305,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-12,,051MXG3j7j6hvwdPjAv6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14437,2012-06-05,19:08:00,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82290,2012-06-19,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD,,,,,,,,,CA306,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-19,,051MXG3j7j6hvY05PDo6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14441,2012-06-05,20:37:01,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82294,2012-06-12,1,,,,RVAA01,1,F2,100,,HUB-APJ,,,,,,,,,CA306,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-12,,051MXG3j7j6hvwu310Q6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14438,2012-06-05,19:09:26,C5157856,,,2012-06-05,C,0,ODOT,,,,,,,CNY,2800,10,00,,,,,,,82291,2012-06-18,1,,,,RVAA01,1,F2,100,,ftl/ltl/MD,,,,,,,,,CA307,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-18,,051MXG3j7j6hvYPwPF46{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14446,2012-06-08,00:04:38,C5157856,,,2012-06-08,C,0,OTTL,,,,,,,CNY,2800,10,00,,,,,,,82307,2012-06-15,1,,,,RVAA01,1,F2,100,,OTTL-APJ,,,,,,,,,CA308,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-13,,051MXG3j7j6idPWTKgVc{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14447,2012-06-08,00:12:52,C5157856,,,2012-06-08,C,0,OTTL,,,,,,,CNY,2800,10,00,,,,,,,82308,2012-06-21,1,,,,RVAA01,1,F2,100,,OTTL-APJ,,,,,,,,,CA308,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-21,,051MXG3j7j6idRryVFt6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14448,2012-06-08,00:17:35,C5157856,,,2012-06-08,C,0,OTTL,,,,,,,CNY,2800,10,00,,,,,,,82310,2012-06-21,1,,,,RVAA01,1,F2,100,,OTTL-APJ-2,,,,,,,,,CA308,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,14447.0,,2800,,,,,,,,,,,,C,,0.0,,,,,A,,,,,,,,,,,2012-06-21,,051MXG3j7j6idT7yPOh6{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:29.602872+00:00
800,14442,2012-06-06,01:47:15,C5157856,,,2012-06-06,C,0,IOT,,,,,,,CNY,2800,10,00,,,,,,,82295,2012-07-04,1,,,,RVAA01,1,F2,100,,IOT-APJ,,,,,,,,,CA309,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,,,2800,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-28,,051MXG3j7j6hxHZE}z96{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14443,2012-06-06,02:55:18,C5157856,,,2012-06-06,C,0,IOT,,,,,,,CNY,2800,10,00,,,,,,,82296,2012-07-04,1,,,,RVAA01,1,F2,100,,IOT,,,,,,,,,CA309,,,CNY,,,,,,,,2800,0.0,,,,,,,,,,,,A,,,14442.0,,2800,,,,,,,,,,,,C,,0.0,,,,,A,,,,,,,,,,,2012-06-05,,051MXG3j7j6hxaa90anc{m,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:29.602872+00:00
800,14183,2011-11-30,12:36:16,I070249,,,2011-11-30,C,0,TA,,,,,,10.0,ARS,7500,10,00,,,,,,,81411,2011-12-09,1,,,,RVAAAR,1,F2,100,,,,,,,,,,,CL301,,,USD,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,SD0001,0.0,,,,,A,,,,,,,,,,,2011-12-07,,01Z{UNA27k66wF1ehc{6Im,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:03.820583+00:00
800,14206,2011-12-13,06:27:47,I070249,,,2011-12-13,C,0,TA,,,,,,100.0,ARS,7500,10,00,,,,,,,81500,2011-12-22,1,,,,RVAAAR,1,F2,100,,,,,,,,,,,CL301,,,USD,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,SD0001,0.0,,,,,A,,,,,,,,,,,2011-12-20,,01Z{UNA27k69gMOPoh55jG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:03.820583+00:00
800,14390,2012-05-28,22:32:05,C5157856,,,2012-05-28,C,0,ODOT,,,,,,3000.0,ARS,7500,10,00,,,,,,,82206,2012-06-07,1,,,,RVAAAR,1,F2,100,,ftl/ltl/MD,,,,,,,,,CL301,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-29,,051MXG3j7k6ge8LFzKCfhG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14407,2012-05-31,19:09:11,C5157856,,,2012-05-31,C,0,ODOT,,,,,,50000.0,ARS,7500,10,00,,,,,,,82233,2012-06-09,1,,,,RVAAAR,1,F2,100,,CPU,,,,,,,,,CL301,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-31,,051MXG3j7k6gw6hVBkw4EG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14409,2012-05-31,22:23:31,C5157856,,,2012-05-31,C,0,ODOT,,,,,,3000.0,ARS,7500,10,00,,,,,,,82240,2012-06-11,1,,,,RVAAAR,1,F2,100,,FTL/LTL/MD,,,,,,,,,CL301,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-31,,051MXG3j7k6gwy{SiA7aEG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14531,2012-06-12,22:22:58,C5157856,,,2012-06-12,C,0,ODOT,,,,,,3000.0,ARS,7500,10,00,,,,,,,82441,2012-06-22,1,,,,RVAAAR,1,F2,100,,LTL/FTL/MD,,,,,,,,,CL301,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-12,,051MXG3j7j6jcOp87G}sJG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14539,2012-06-13,00:11:05,C5157856,,,2012-06-13,C,0,ODOT,,,,,,50000.0,ARS,7500,10,00,,,,,,,82449,2012-06-22,1,,,,RVAAAR,1,F2,100,,cpu,,,,,,,,,CL301,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-13,,051MXG3j7j6jct09KYNMJG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14346,2012-05-15,20:40:09,C5157856,,,2012-05-15,C,0,DOUR,,,,,,30000.0,ARS,7500,10,00,,,,,,,82079,2012-05-22,1,,,,RVAAAR,1,F2,100,,RUSH-LA,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-18,,051MXG3j7k6drwoQaC8s30,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14347,2012-05-15,20:43:24,C5157856,,,2012-05-15,C,0,DOUR,,,,,,30000.0,ARS,7500,10,00,,,,,,,82080,2012-05-22,1,,,,RVAAAR,1,F2,100,,RUSH-LA,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,14346.0,,7500,,,,,,,,,,,,C,,0.0,,,,,A,,,,,,,,,,,2012-05-18,,051MXG3j7k6drxg4FQls30,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:29.602872+00:00
800,14348,2012-05-15,20:46:42,C5157856,,,2012-05-15,C,0,ODOT,,,,,,30000.0,ARS,7500,10,00,,,,,,,82081,2012-05-25,1,,,,RVAAAR,1,F2,100,,TEST,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-23,,051MXG3j7k6drybgYNks30,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14391,2012-05-28,22:33:09,C5157856,,,2012-05-28,C,0,ODOT,,,,,,30000.0,ARS,7500,10,00,,,,,,,82207,2012-06-08,1,,,,RVAAAR,1,F2,100,,ftl/ltl/MD,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-29,,051MXG3j7k6ge8eyLYg9hG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14397,2012-05-29,19:33:38,C5157856,,,2012-05-29,C,0,ODOT,,,,,,10000.0,ARS,7500,10,00,,,,,,,82220,2012-06-05,1,,,,RVAAAR,1,F2,100,,HUB,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-29,,051MXG3j7k6gjepdk83aEG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14405,2012-05-31,00:17:45,C5157856,,,2012-05-31,C,0,ODOT,,,,,,10000.0,ARS,7500,10,00,,,,,,,82228,2012-06-12,1,,,,RVAAAR,1,F2,100,,EM-TEST,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-31,,051MXG3j7k6grAYidraaEG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14406,2012-05-31,00:37:53,C5157856,,,2012-05-31,C,0,ODOT,,,,,,10000.0,ARS,7500,10,00,,,,,,,82229,2012-06-12,1,,,,RVAAAR,1,F2,100,,EM,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,14405.0,,7500,,,,,,,,,,,,C,,0.0,,,,,A,,,,,,,,,,,2012-05-31,,051MXG3j7k6grGBVklB4EG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:29.602872+00:00
800,14408,2012-05-31,19:16:53,C5157856,,,2012-05-31,C,0,DOUR,,,,,,30000.0,ARS,7500,10,00,,,,,,,82236,2012-06-07,1,,,,RVAAAR,1,F2,100,,RUSH,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-31,,051MXG3j7k6gw8pYRn24EG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14410,2012-05-31,22:24:26,C5157856,,,2012-05-31,C,0,ODOT,,,,,,30000.0,ARS,7500,10,00,,,,,,,82241,2012-06-12,1,,,,RVAAAR,1,F2,100,,ftl/ltl/MD,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-31,,051MXG3j7k6gwzEi}IuaEG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14421,2012-05-31,23:58:22,C5157856,,,2012-05-31,C,0,ODOT,,,,,,10000.0,ARS,7500,10,00,,,,,,,82252,2012-06-07,1,,,,RVAAAR,1,F2,100,,HUB-TEST,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-05-31,,051MXG3j7k6gxNRbs124EG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14528,2012-06-12,22:06:17,C5157856,,,2012-06-12,C,0,ODOT,,,,,,10000.0,ARS,7500,10,00,,,,,,,82438,2012-06-19,1,,,,RVAAAR,1,F2,100,,HUB-La,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-12,,051MXG3j7j6jcK7QzDPsJG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14532,2012-06-12,22:24:09,C5157856,,,2012-06-12,C,0,ODOT,,,,,,30000.0,ARS,7500,10,00,,,,,,,82442,2012-06-23,1,,,,RVAAAR,1,F2,100,,ftl/ltl/MD,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-12,,051MXG3j7j6jcP6oHJbsJG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
800,14538,2012-06-12,23:54:03,C5157856,,,2012-06-12,C,0,DOUR,,,,,,30000.0,ARS,7500,10,00,,,,,,,82448,2012-06-21,1,,,,RVAAAR,1,F2,100,,RUSH-LA,,,,,,,,,CL302,,,ARS,,,,,,,,7500,0.0,,,,,,,,,,,,A,,,,,7500,,,,,,,,,,,,,,0.0,,,,,A,,,,,,,,,,,2012-06-12,,051MXG3j7j6jcoF1w7MMJG,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-08-18 02:15:17.034428+00:00
