mandt,vbeln,ernam,erzet,erdat,bzirk,vstel,vkorg,lfart,autlf,kzazu,wadat,lddat,tddat,lfdat,kodat,ablad,inco1,inco2,expkz,route,faksk,lifsk,vbtyp,knfak,tpqua,tpgrp,lprio,vsbed,kunnr,kunag,kdgrp,stzkl,stzzu,btgew,ntgew,gewei,volum,voleh,anzpk,berot,lfuhr,grulg,lstel,tragr,fkarv,fkdat,perfk,routa,stafo,kalsm,knumv,waerk,vkbur,vbeak,zukrl,verur,commn,stwae,stcur,exnum,aenam,aedat,lgnum,lispl,vkoiv,vtwiv,spaiv,fkaiv,pioiv,fkdiv,kuniv,kkber,knkli,grupp,sbgrp,ctlpc,cmwae,amtbl,bolnr,lifnr,traty,traid,cmfre,cmngv,xabln,bldat,wadat_ist,trspg,tpsid,lifex,ternr,kalsm_ch,klief,kalsp,knump,netwr,aulwe,werks,lcnum,abssc,kouhr,tduhr,lduhr,wauhr,lgtor,lgbzo,akwae,akkur,akprz,proli,xblnr,handle,tsegfl,tsegtp,tzonis,tzonrc,cont_dg,verursys,kzwab,vlstk,tcode,vsart,trmtyp,sdabw,vbund,xwoff,dirta,prvbe,folar,podat,potim,vganz,imwrk,spe_loekz,spe_loc_seq,spe_acc_app_sts,spe_shp_inf_sts,spe_ret_canc,spe_wauhr_ist,spe_wazone_ist,spe_rev_vlstk,spe_le_scenario,spe_orig_sys,spe_chng_sys,spe_georoute,spe_georouteind,spe_carrier_ind,spe_gts_rel,spe_gts_rt_cde,spe_rel_tmstmp,spe_unit_system,spe_inv_bfr_gi,spe_qi_status,spe_red_ind,sakes,spe_lifex_type,spe_ttype,spe_pro_number,loc_guid,spe_billing_ind,printer_profile,msr_active,prtnr,stge_loc_change,tm_ctrl_key,dlv_split_initia,dlv_version,handoverloc,handoverdate,handovertime,handovertzone,incov,inco2_l,inco3_l,bev1_luleinh,bev1_rpfaess,bev1_rpkist,bev1_rpcont,bev1_rpsonst,bev1_rpflgnr,borgr_grp,fsh_transaction,fsh_vas_last_item,fsh_vas_cg,operation_flag,is_deleted,recordstamp
250,180000035,MOUNIKAPALI,08:15:22,2022-02-03,,,,EL,,X,,,,2022-02-10,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXcItN5We5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 08:15:36.737448+00:00
250,180000036,MOUNIKAPALI,08:25:53,2022-02-03,,,,EL,,X,,,,2022-02-10,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXcLpQ8DP5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 08:25:56.338273+00:00
250,180000037,GAIKWADPAWAR,08:27:31,2022-02-03,,,,EL,,X,,,,2022-02-03,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXcMGMH225Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 08:27:38.266672+00:00
250,180000039,GAIKWADPAWAR,09:32:51,2022-02-03,,,,EL,,X,,,,2022-02-03,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXceWktnC5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 09:33:02.269858+00:00
250,180000040,GAIKWADPAWAR,10:06:32,2022-02-03,,,,EL,,X,,,,2022-02-03,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXcnx8V4U5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 10:06:55.980334+00:00
250,180000033,MOUNIKAPALI,07:54:02,2022-02-03,,,,EL,,X,,,,2022-02-10,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXcCvprdz5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 07:54:07.513050+00:00
250,180000034,MOUNIKAPALI,08:03:35,2022-02-03,,,,EL,,X,,,,2022-02-10,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXcFaVJ9Y5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 08:03:39.299328+00:00
250,180000041,VISHAKHA,10:39:51,2022-02-03,,,,EL,,X,,,,2022-02-10,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXcxEdSMg5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 10:39:55.000573+00:00
250,180000030,VISHAKHA,07:41:15,2022-02-03,,,,EL,,X,,,,2022-02-10,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,5.0,,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXc9LWkoV5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 07:41:19.816436+00:00
250,180000042,VISHAKHA,13:07:28,2022-02-03,,,,EL,,X,,,,2022-02-08,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXdaUP03kbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 13:07:30.580133+00:00
250,180000043,VISHAKHA,13:07:28,2022-02-03,,,,EL,,X,,,,2022-02-09,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXdaUP03n5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 13:07:30.580133+00:00
250,180000743,VISHAKHA,07:52:27,2022-02-04,,,,EL,,X,,,,2022-02-04,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUojaNg5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:27.693833+00:00
250,180000754,VISHAKHA,07:52:29,2022-02-04,,,,EL,,X,,,,2022-02-11,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg8y5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:29.558681+00:00
250,180000756,VISHAKHA,07:52:29,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg91bAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:29.829941+00:00
250,180000757,VISHAKHA,07:52:29,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg945Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:30.158301+00:00
250,180000758,VISHAKHA,07:52:29,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg96bAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:30.158301+00:00
250,180000759,VISHAKHA,07:52:30,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg995Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:30.158301+00:00
250,180000760,VISHAKHA,07:52:30,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg9BbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:30.425030+00:00
250,180000761,VISHAKHA,07:52:30,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg9E5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:30.425030+00:00
250,180000762,VISHAKHA,07:52:30,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg9GbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:30.723674+00:00
250,180000763,VISHAKHA,07:52:30,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg9J5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:30.723674+00:00
250,180000764,VISHAKHA,07:52:30,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg9LbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:31.019030+00:00
250,180000765,VISHAKHA,07:52:30,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg9O5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:31.019030+00:00
250,180000766,VISHAKHA,07:52:31,2022-02-04,,,,EL,,X,,,,2022-02-14,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpw3e0bAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:31.271846+00:00
250,180000836,VISHAKHA,07:52:41,2022-02-04,,,,EL,,X,,,,2022-02-21,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUsuaj55Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:41.703439+00:00
250,180000015,MOUNIKAPALI,12:54:26,2022-01-25,,,,EL,,X,,,,2022-01-31,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENDOR_SUB,,,,,,2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joVkxsdfVl5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:42:12.093112+00:00
250,180000745,VISHAKHA,07:52:27,2022-02-04,,,,EL,,X,,,,2022-02-04,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENDOR_SUB,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUojaNl5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:27.980481+00:00
250,180000753,VISHAKHA,07:52:29,2022-02-04,,,,EL,,X,,,,2022-02-10,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENDOR_SUB,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUpJg8vbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:29.241816+00:00
250,180000940,VISHAKHA,07:52:57,2022-02-04,,,,EL,,X,,,,2022-03-16,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENDOR_SUB,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUxgLiC5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:57.350752+00:00
250,180000941,VISHAKHA,07:52:57,2022-02-04,,,,EL,,X,,,,2022-03-16,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENDOR_SUB,,,,,,2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joXiUxgLiEbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:52:57.350752+00:00
250,180000944,GAIKWADPAWAR,06:06:34,2022-02-07,,,,EL,,X,,,,2022-02-11,,,CFR,Cost and Freight,X,,,,7.0,,,,,,,,,,,,100.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,0000509185,,,,,,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joX{uD21cP5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 06:07:16.391067+00:00
250,180000946,GAIKWADPAWAR,06:26:03,2022-02-07,,,,EL,,X,,,,2022-02-11,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,100.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000564321,,,,,,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joX{zfhEdp5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 06:26:12.664446+00:00
250,180000947,GAIKWADPAWAR,06:34:34,2022-02-07,,,,EL,,X,,,,2022-02-11,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,100.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000564321,,,,,,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joX}01vshq5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 06:34:39.413460+00:00
250,180000943,MOUNIKAPALI,05:57:37,2022-02-07,,,,EL,,X,,,,2022-02-16,,,FOB,Free On Onboard,,,,,7.0,,,,,,,,,,,,100.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000609635,,,,,,2022-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joX{ri}8fm5Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 05:57:44.817729+00:00
250,180000950,GRAMANJINEYU,09:50:49,2022-02-22,,,,EL,,X,,,,2019-01-15,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,130.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joa{9q}pV3bAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-22 09:50:50.950170+00:00
250,180000951,SUMITSAXENA,12:32:47,2022-02-22,,,,EL,,X,,,,2022-02-08,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7joa{t5F3yybAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-22 12:32:48.053679+00:00
250,180000955,KKALLAMADI,04:20:22,2022-02-23,,,,EL,,X,,,,2019-01-20,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,900.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7jobY}rOIAZbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-23 04:20:22.966921+00:00
250,180000957,KKALLAMADI,06:46:55,2022-02-23,,,,EL,,X,,,,2019-01-20,,,CFR,Cost and Freight,,,,,7.0,,,,,,,,,,,,170.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7jobZeo4mRLbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-23 06:46:57.100819+00:00
250,180000959,GRAMANJINEYU,06:51:15,2022-02-24,,,,EL,,X,,,,2022-02-28,,,,,,,,,7.0,,,,,,,,,,,,1430.0,KG,,,,,,10.0,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000916521,,,,,,2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7jobfyKiRbGbAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-24 06:51:17.343625+00:00
250,180000961,GAIKWADPAWAR,10:16:56,2022-02-25,,,,EL,,X,,,,2022-02-25,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7jobn87{6E95Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-25 10:17:15.689736+00:00
250,180000962,GAIKWADPAWAR,11:07:33,2022-02-25,,,,EL,,X,,,,2022-02-25,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7jobnMGbKF25Am,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-25 11:08:03.830971+00:00
250,180000963,GAIKWADPAWAR,11:45:35,2022-02-25,,,,EL,,X,,,,2022-02-26,,,CFR,Costs and Freight,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,F2,,,,,E10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST V1,,,,,,2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,GW4AW00F7jobnWusV}ebAm,,IDHDR,PST,PST,,,I,,VL31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-25 11:46:12.307330+00:00
