mandt,vbeln,rfstk,rfgsk,bestk,lfstk,lfgsk,wbstk,fkstk,fksak,buchk,abstk,gbstk,kostk,lvstk,uvals,uvvls,uvfas,uvall,uvvlk,uvfak,uvprs,vbtyp,vbobj,aedat,fkivk,relik,uvk01,uvk02,uvk03,uvk04,uvk05,uvs01,uvs02,uvs03,uvs04,uvs05,pkstk,cmpsa,cmpsb,cmpsc,cmpsd,cmpse,cmpsf,cmpsg,cmpsh,cmpsi,cmpsj,cmpsk,cmpsl,cmps0,cmps1,cmps2,cmgst,trsta,koquk,costa,saprl,uvpas,uvpis,uvwas,uvpak,uvpik,uvwak,uvgek,cmpsm,dcstk,vestk,vlstk,rrsta,block,fsstk,lsstk,spstg,pdstk,fmstk,manek,spe_tmpid,hdall,hdals,cmps_cm,cmps_te,vbtyp_ext,fsh_ar_stat_hdr,operation_flag,is_deleted,recordstamp
50,90000197,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-03 20:47:06.616940+00:00
50,90000199,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 15:08:14.737676+00:00
50,90000201,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 15:24:19.133011+00:00
50,90000206,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 03:59:56.547610+00:00
50,90000208,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 04:28:24.007268+00:00
50,90000210,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 04:41:29.021541+00:00
50,90000212,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 05:29:49.715783+00:00
50,90000214,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 05:42:36.989427+00:00
50,90000216,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 06:05:47.933774+00:00
50,90000218,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 06:07:19.585059+00:00
50,90000220,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 06:21:35.155158+00:00
50,90000222,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 06:30:11.618968+00:00
50,90000224,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-08 16:14:36.991334+00:00
50,90000226,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-09 14:53:55.326117+00:00
50,90000228,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 05:02:21.276494+00:00
50,90000230,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 13:55:59.458953+00:00
50,90000232,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 14:35:16.048841+00:00
50,90000234,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 14:47:37.586763+00:00
50,90000236,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 14:56:39.806495+00:00
50,90000238,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 15:08:16.821257+00:00
50,90000240,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 15:15:46.141011+00:00
50,90000242,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 15:32:20.157610+00:00
50,90000244,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 15:36:24.988021+00:00
50,90000246,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 16:09:41.751551+00:00
50,90000249,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-10 16:22:49.054451+00:00
50,90000254,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-11 05:40:04.408398+00:00
50,90000256,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-14 16:30:33.717507+00:00
50,90000258,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-14 17:12:23.810568+00:00
250,90000040,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 05:10:55.117730+00:00
250,90000046,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 08:58:20.479334+00:00
250,90000050,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-09 13:34:44.117539+00:00
50,90001262,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 15:54:55.405645+00:00
50,90001264,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-21 17:32:57.815046+00:00
50,90001381,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 15:34:46.212515+00:00
50,90001383,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001385,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001388,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001391,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001395,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001407,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001422,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001429,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001438,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001443,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 17:15:36.788112+00:00
50,90001529,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 03:53:45.923868+00:00
50,90001535,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 03:59:05.664895+00:00
50,90001543,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 04:04:20.885070+00:00
50,90001550,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 04:09:51.306176+00:00
50,90001560,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 04:15:38.111699+00:00
50,90001571,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 04:20:58.558320+00:00
50,90001452,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 18:25:36.212493+00:00
50,90001459,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-22 18:25:36.212493+00:00
50,90005987,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:03:06.845555+00:00
50,90005989,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:06:17.764721+00:00
50,90005991,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:07:51.323877+00:00
50,90005993,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:12:50.988580+00:00
50,90005995,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:14:36.583648+00:00
50,90005997,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:18:11.471085+00:00
50,90005999,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:19:59.154431+00:00
50,90006001,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:22:44.268221+00:00
50,90006003,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:24:15.238526+00:00
50,90006006,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:41:48.078611+00:00
50,90006008,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:45:38.560016+00:00
50,90006010,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:47:02.381694+00:00
50,90006012,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 11:51:06.224000+00:00
50,90006014,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 12:08:31.703258+00:00
50,90006016,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 12:13:22.052266+00:00
50,90006018,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 12:14:55.053475+00:00
50,90006020,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 12:26:37.400389+00:00
50,90006022,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 12:33:39.946357+00:00
50,90006024,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 12:35:47.186470+00:00
50,90006026,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-30 12:36:44.418885+00:00
100,90000072,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000074,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000080,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000183,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000185,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000187,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000189,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000191,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000193,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000195,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
100,90000197,,,,,,,,,C,,C,,,,,,,,,,5.0,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:31:39.178703+00:00
