mandt,matnr,werks,lgort,pstat,lvorm,lfgja,lfmon,sperr,labst,umlme,insme,einme,speme,retme,vmlab,vmuml,vmins,vmein,vmspe,vmret,kzill,kzilq,kzile,kzils,kzvll,kzvlq,kzvle,kzvls,diskz,lsobs,lminb,lbstf,herkl,exppg,exver,lgpbe,klabs,kinsm,keinm,kspem,dlinl,prctl,ersda,vklab,vkuml,lwmkb,bskrf,mdrue,mdjin,fsh_salloc_qty_s,operation_flag,is_deleted,recordstamp
100,C0000049,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000050,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000051,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000052,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000054,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000055,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000056,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000057,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000058,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000061,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000062,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000063,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000064,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000065,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000066,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000067,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000071,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000072,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000073,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000074,1000,10,DL,,2022,3,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000075,1000,10,DL,,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000078,1000,10,DL,,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-02,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000079,1000,10,D,,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-02,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000080,1000,10,D,,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-02,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000081,1000,10,D,,2022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-02,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
100,C0000082,1000,10,D,,2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-03,,,,,,2022.0,,I,False,2022-04-21 14:55:42.161038+00:00
50,C0000026,1000,10,DL,,2022,2,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-02-01 12:31:23.273103+00:00
50,C0000031,1000,10,DL,,2022,2,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-02-01 12:31:23.273103+00:00
50,C0000031,1000,10,DL,,2022,2,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-02-01 12:52:51.648664+00:00
50,C0000070,1000,10,DL,,2022,3,,1867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 06:59:01.339285+00:00
50,C0000016,1000,10,DL,,2022,3,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000039,1000,10,DL,,2022,3,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000044,1000,10,DL,,2022,3,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000045,1000,10,DL,,2022,3,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000060,1000,10,DL,,2022,3,,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000040,1000,10,DL,,2022,3,,3988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000068,1000,10,DL,,2022,3,,1965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000059,1000,10,DL,,2022,3,,1943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000070,1000,10,DL,,2022,3,,1868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000017,1000,10,DL,,2022,3,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000018,1000,10,DL,,2022,3,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-17 18:12:55.027069+00:00
50,C0000016,1000,10,DL,,2022,3,,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:22:26.594188+00:00
50,C0000017,1000,10,DL,,2022,3,,1985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:28:04.861213+00:00
50,C0000018,1000,10,DL,,2022,3,,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:29:25.993092+00:00
50,C0000016,1000,10,DL,,2022,3,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:41:10.489727+00:00
50,C0000017,1000,10,DL,,2022,3,,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:45:25.462468+00:00
50,C0000017,1000,10,DL,,2022,3,,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:47:53.817950+00:00
50,C0000018,1000,10,DL,,2022,3,,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:51:17.185348+00:00
50,C0000018,1000,10,DL,,2022,3,,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:52:40.402422+00:00
50,C0000018,1000,10,DL,,2022,3,,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 16:54:04.665010+00:00
50,C0000016,1000,10,DL,,2022,3,,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 17:01:43.305962+00:00
50,C0000017,1000,10,DL,,2022,3,,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 17:05:08.083181+00:00
50,C0000039,1000,10,DL,,2022,3,,1992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 18:45:16.649912+00:00
50,C0000040,1000,10,DL,,2022,3,,3977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 18:45:16.649912+00:00
50,C0000044,1000,10,DL,,2022,3,,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 18:45:16.649912+00:00
50,C0000045,1000,10,DL,,2022,3,,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 18:45:16.649912+00:00
50,C0000059,1000,10,DL,,2022,3,,1932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 18:45:16.649912+00:00
50,C0000060,1000,10,DL,,2022,3,,1967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 18:45:16.649912+00:00
50,C0000060,1000,10,DL,,2022,3,,1963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-18 18:49:01.630088+00:00
50,C0000060,1000,10,DL,,2022,3,,1958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-19 04:13:08.708602+00:00
50,C0000068,1000,10,DL,,2022,3,,1963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-19 04:15:04.920550+00:00
50,C0000068,1000,10,DL,,2022,3,,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-19 04:16:40.419267+00:00
50,C0000068,1000,10,DL,,2022,3,,1956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-19 04:18:06.874616+00:00
50,C0000070,1000,10,DL,,2022,3,,1863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-06,,,,,X,2022.0,,U,False,2022-03-19 04:23:59.403109+00:00
