MANDT,VBELN,POSNR,ETENR,ETTYP,LFREL,EDATU,EZEIT,WMENG,BMENG,VRKME,LMENG,MEINS,BDDAT,BDART,PLART,VBELE,POSNE,ETENE,RSDAT,IDNNR,BANFN,BSART,BSTYP,WEPOS,REPOS,LRGDT,PRGRS,TDDAT,MBDAT,LDDAT,WADAT,CMENG,LIFSP,GRSTR,ABART,ABRUF,ROMS1,ROMS2,ROMS3,ROMEI,RFORM,UMVKZ,UMVKN,VERFP,BWART,BNFPO,ETART,AUFNR,PLNUM,SERNR,AESKD,ABGES,MBUHR,TDUHR,LDUHR,WAUHR,AULWE,HANDOVERDATE,HANDOVERTIME,DATAAGING,FSH_RALLOC_QTY,FSH_OS_ID,FSH_PQR_RC,MBDAT_DRS,OPERATION_FLAG,IS_DELETED,RECORDSTAMP,AMENG
800,16205,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,300.0
800,16206,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,175.75
800,16206,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,60.0
800,16210,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16210,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16211,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,210.0
800,16211,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,540.0
800,16212,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,100.0
800,16212,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,250.5
800,16225,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,88.25
800,16225,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,300.0
800,16226,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,175.75
800,16226,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,60.0
800,16231,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16231,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16232,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,210.0
800,16232,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,540.0
800,16233,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,100.0
800,16233,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,250.5
800,16234,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,88.25
800,16234,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,300.0
800,16235,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,175.75
800,16235,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,60.0
800,16236,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,430.0
800,16236,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,95.5
800,16244,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,210.0
800,16244,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,540.0
800,16245,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,100.0
800,16245,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,250.5
800,16246,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,88.25
800,16246,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,300.0
800,16247,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,175.75
800,16247,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,60.0
800,16248,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16248,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16251,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,210.0
800,16251,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,540.0
800,16252,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,100.0
800,16252,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,250.5
800,16253,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,88.25
800,16253,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,300.0
800,16265,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,175.75
800,16265,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,60.0
800,16266,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16266,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16267,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,210.0
800,16267,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,540.0
800,16278,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,100.0
800,16278,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,250.5
800,16279,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,88.25
800,16279,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,300.0
800,16287,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,175.75
800,16287,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,60.0
800,16288,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16288,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16289,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,210.0
800,16289,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,540.0
800,16290,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,100.0
800,16290,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,250.5
800,16291,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,88.25
800,16291,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,300.0
800,16292,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,175.75
800,16292,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,60.0
800,16295,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,430.0
800,16295,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,95.5
800,16296,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-04-06 06:54:10.694039+00:00,210.0
800,16296,10,1,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,D,True,2021-05-19 21:29:08.205583+00:00,540.0
50,146,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-02 04:43:44.852100+00:00,100.0
50,147,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-02 04:57:10.835050+00:00,250.5
50,175,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 14:46:40.479073+00:00,88.25
50,175,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 14:46:40.479073+00:00,300.0
50,176,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 14:47:00.553391+00:00,175.75
50,176,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-02-27 14:47:00.553391+00:00,60.0
50,629,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-08 06:31:50.035336+00:00,430.0
50,629,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-08 06:31:50.035336+00:00,95.5
50,680,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-10 07:55:54.160857+00:00,210.0
50,680,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-10 07:55:54.160857+00:00,540.0
50,719,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-17 18:12:56.959634+00:00,100.0
50,1765,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-18 13:36:55.514878+00:00,250.5
50,70,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-19 09:07:33.838863+00:00,88.25
50,717,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-19 09:32:23.106574+00:00,300.0
50,717,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-19 09:32:23.106574+00:00,175.75
50,718,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-19 09:32:41.531355+00:00,60.0
50,718,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-19 09:32:41.531355+00:00,430.0
50,1900,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-19 09:44:02.288266+00:00,95.5
50,1900,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-19 09:46:52.352446+00:00,210.0
50,2050,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,True,2022-03-20 04:52:33.185099+00:00,540.0
