MANDT,EBELN,EBELP,ETENR,EINDT,SLFDT,LPEIN,MENGE,AMENG,WEMNG,WAMNG,UZEIT,BANFN,BNFPO,ESTKZ,QUNUM,QUPOS,MAHNZ,BEDAT,RSNUM,SERNR,FIXKZ,GLMNG,DABMG,CHARG,LICHA,CHKOM,VERID,ABART,MNG02,DAT01,ALTDT,AULWE,MBDAT,MBUHR,LDDAT,LDUHR,TDDAT,TDUHR,WADAT,WAUHR,ELDAT,ELUHR,ANZSN,NODISP,GEO_ROUTE,ROUTE_GTS,GTS_IND,TSP,CD_LOCNO,CD_LOCTYPE,HANDOVERDATE,HANDOVERTIME,WESBB,FSH_RALLOC_QTY,FSH_SALLOC_QTY,FSH_OS_ID,KEY_ID,OTB_VALUE,OTB_CURR,OTB_RES_VALUE,OTB_SPEC_VALUE,SPR_RSN_PROFILE,BUDG_TYPE,OTB_STATUS,OTB_REASON,CHECK_TYPE,DL_ID,HANDOVER_DATE,NO_SCEM,DNG_DATE,DNG_TIME,CNCL_ANCMNT_DONE,DATESHIFT_NUMBER,OPERATION_FLAG,IS_DELETED,RECORDSTAMP,REMNG
100,4500000041,10,1,2022-04-25,2022-04-25,1,3.0,,,,,10000057.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,88.25
100,4500000042,10,1,2022-04-25,2022-04-25,1,4.0,,,,,10000058.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,300.0
100,4500000043,10,1,2022-04-25,2022-04-25,1,5.0,,,,,10000059.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,175.75
100,4500000044,10,1,2022-04-25,2022-04-25,1,4.0,,,,,10000060.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,60.0
100,4500000045,10,1,2022-04-25,2022-04-25,1,5.0,,,,,10000061.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,430.0
100,4500000046,10,1,2022-04-25,2022-04-25,1,5.0,,,,,10000062.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,95.5
100,4500000047,10,1,2022-04-25,2022-04-25,1,5.0,,,,,10000063.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,210.0
100,4500000048,10,1,2022-04-25,2022-04-25,1,5.0,,,,,10000064.0,10.0,R,,,,2022-04-25,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.479785+00:00,540.0
250,4500000700,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:39.567770+00:00,100.0
250,4500000701,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:39.567770+00:00,250.5
250,4500000702,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:39.870467+00:00,88.25
250,4500000703,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:39.870467+00:00,300.0
250,4500000704,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:39.870467+00:00,175.75
250,4500000705,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:40.099882+00:00,60.0
250,4500000706,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:40.099882+00:00,430.0
250,4500000707,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,95.5
250,4500000708,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,210.0
250,4500000709,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,540.0
250,4500000710,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,100.0
250,4500000711,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,250.5
250,4500000712,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,88.25
250,4500000713,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,300.0
250,4500000714,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,175.75
250,4500000715,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,60.0
250,4500000716,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,430.0
250,4500000717,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,95.5
250,4500000718,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,210.0
250,4500000719,10,1,2019-01-25,2019-01-25,1,50.0,,,,,,,R,,,,2019-01-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,540.0
250,4500000720,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,100.0
250,4500000721,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,250.5
250,4500000722,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,88.25
250,4500000723,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,300.0
250,4500000724,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:44.360962+00:00,175.75
250,4500000787,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,60.0
250,4500000788,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,430.0
250,4500000789,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,95.5
250,4500000790,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,210.0
250,4500000791,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,540.0
250,4500000792,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,100.0
250,4500000793,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,250.5
250,4500000794,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,88.25
250,4500000795,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,300.0
250,4500000796,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,175.75
250,4500000797,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,60.0
250,4500000798,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,430.0
250,4500000799,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,95.5
250,4500000800,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,210.0
250,4500000801,10,1,2019-01-27,2019-01-27,1,50.0,,,,,,,R,,,,2019-01-17,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,540.0
250,4500000756,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:45.074833+00:00,100.0
250,4500000757,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:45.074833+00:00,250.5
250,4500000758,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:45.239616+00:00,88.25
250,4500000759,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:45.239616+00:00,300.0
250,4500000802,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,175.75
250,4500000803,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,60.0
250,4500000804,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,430.0
250,4500000805,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,95.5
250,4500000806,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,210.0
250,4500000807,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,540.0
250,4500000808,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,100.0
250,4500000809,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,250.5
250,4500000810,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,88.25
250,4500000811,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,300.0
250,4500000812,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,175.75
250,4500000813,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,60.0
250,4500000814,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,430.0
250,4500000815,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,95.5
250,4500000816,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,210.0
250,4500000817,10,1,2019-01-29,2019-01-29,1,50.0,,,,,,,R,,,,2019-01-19,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:52.180257+00:00,540.0
250,4500000600,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:29.632806+00:00,100.0
250,4500000601,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:29.879775+00:00,250.5
250,4500000602,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:29.879775+00:00,88.25
250,4500000603,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.061141+00:00,300.0
250,4500000604,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.061141+00:00,175.75
250,4500000605,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.297547+00:00,60.0
250,4500000606,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.297547+00:00,430.0
250,4500000607,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.506691+00:00,95.5
250,4500000608,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.506691+00:00,210.0
250,4500000609,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.506691+00:00,540.0
250,4500000610,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.732591+00:00,100.0
250,4500000611,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.732591+00:00,250.5
250,4500000693,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:39.567770+00:00,88.25
250,4500000780,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:47.246742+00:00,300.0
250,4500000781,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:47.537033+00:00,175.75
250,4500000782,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:47.537033+00:00,60.0
250,4500000783,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,430.0
250,4500000784,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,95.5
250,4500000785,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,210.0
250,4500000786,10,1,2019-02-20,2019-02-20,1,50.0,,,,,,,R,,,,2019-02-10,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:48.557123+00:00,540.0
250,4500000583,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:28.024723+00:00,100.0
250,4500000612,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.954811+00:00,250.5
250,4500000613,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:30.954811+00:00,88.25
250,4500000614,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.188881+00:00,300.0
250,4500000615,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.188881+00:00,175.75
250,4500000616,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.473043+00:00,60.0
250,4500000617,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.473043+00:00,430.0
250,4500000618,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.473043+00:00,95.5
250,4500000619,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.683959+00:00,210.0
250,4500000620,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.683959+00:00,540.0
250,4500000621,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.683959+00:00,100.0
250,4500000622,10,1,2019-02-25,2019-02-25,1,50.0,,,,,,,R,,,,2019-02-15,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-04 07:22:31.882443+00:00,250.5
