mandt,bukrs,butxt,ort01,land1,waers,spras,ktopl,waabw,periv,kokfi,rcomp,adrnr,stceg,fikrs,xfmco,xfmcb,xfmca,txjcd,fmhrdate,buvar,fdbuk,xfdis,xvalv,xskfn,kkber,xmwsn,mregl,xgsbe,xgjrv,xkdft,xprod,xeink,xjvaa,xvvwa,xslta,xfdmm,xfdsd,xextb,ebukr,ktop2,umkrs,bukrs_glob,fstva,opvar,xcovr,txkrs,wfvar,xbbbf,xbbbe,xbbba,xbbko,xstdt,mwskv,mwska,impda,xnegp,xkkbi,wt_newwt,pp_pdate,infmt,fstvare,kopim,dkweg,offsacct,bapovar,xcos,xcession,xsplt,surccm,dtprov,dtamtc,dttaxc,dttdsp,dtaxr,xvatdate,pst_per_var,xbbsc,f_obsolete,fm_derive_acc,operation_flag,is_deleted,recordstamp
50,0001,SAP A.G.,Walldorf,DE,EUR,E,INT,10.0,K4,2.0,,,,,,,,,,,,,,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,0001,SAP A.G.,Walldorf,DE,EUR,E,INT,10.0,K4,2.0,,,,,,,,,,,,,,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,1.0,,,,,,V0,A0,1.0,,X,,,,FMRE,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,D,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,E,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,0MB1,IS-B Musterbank Deutschl.,Walldorf,DE,EUR,E,0MB1,,K4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1.0,,23021.0,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1.0,,23021.0,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1.0,,23021.0,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1.0,,23021.0,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1.0,,23021.0,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1.0,,23021.0,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,AE01,Country Template AE,Dubai,AE,AED,E,INT,,K4,1.0,,23021.0,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,AR01,Country Template AR,Argentinien,AR,ARS,S,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,AR01,Country Template AR,Argentinien,AR,ARS,E,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,AR01,Country Template AR,Argentinien,AR,ARS,E,INT,,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,ARG1,Country Template AR,Argentinien,AR,ARS,S,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,ARG1,Country Template AR,Argentinien,AR,ARS,E,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,ARG1,Country Template AR,Argentinien,AR,ARS,E,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,BR01,Country Template BR,Brazil,BR,BRL,P,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,BR01,Country Template BR,Brazil,BR,BRL,E,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,BR01,Country Template BR,Brazil,BR,BRL,E,INT,10.0,K4,,,,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,CL01,Country Template CL,Chile,CL,CLP,S,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,CL01,Country Template CL,Chile,CL,CLP,S,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,CL01,Country Template CL,Chile,CL,CLP,S,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CL01,Country Template CL,Chile,CL,CLP,S,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CL01,Country Template CL,Chile,CL,CLP,S,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CL01,Country Template CL,Chile,CL,CLP,S,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,CL01,Country Template CL,Chile,CL,CLP,E,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CL01,Country Template CL,Chile,CL,CLP,E,INT,10.0,K4,,,22910.0,,,,,,,,2.0,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,C0,D0,,,,X,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,CN01,Country Template CN,China,CN,CNY,1,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,CN01,Country Template CN,China,CN,CNY,1,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,CN01,Country Template CN,China,CN,CNY,1,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CN01,Country Template CN,China,CN,CNY,1,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CN01,Country Template CN,China,CN,CNY,1,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CN01,Country Template CN,China,CN,CNY,1,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,CN01,Country Template CN,China,CN,CNY,E,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CN01,Country Template CN,China,CN,CNY,E,CACN,10.0,K1,2.0,,,,,,,,,,2.0,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,J0,X0,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,CZ01,Country Template CZ,Czech Republic,CZ,CZK,C,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,CZ01,Country Template CZ,Czech Republic,CZ,CZK,E,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,CZ01,Country Template CZ,Czech Republic,CZ,CZK,E,CACZ,5.0,K4,2.0,,,CZ1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,E0,,X,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,FI01,Country Template FI,Finland,FI,EUR,U,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,FI01,Country Template FI,Finland,FI,EUR,E,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,U,False,2022-03-26 02:44:49.440427+00:00
100,FI01,Country Template FI,Finland,FI,EUR,E,CAFI,,K4,2.0,,,FI12345678,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,S0,V0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,HK01,Country Template HK,Hong Kong,HK,HKD,E,INT,10.0,K4,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10.0,K4,,,,IE12345678,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10.0,K4,,,,IE12345678,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10.0,K4,,,,IE12345678,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10.0,K4,,,,IE12345678,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10.0,K4,,,,IE12345678,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
250,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10.0,K4,,,,IE12345678,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,IE01,Country Template IE,Ireland,IE,EUR,E,INT,10.0,K4,,,,IE12345678,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0001,,,,,,,,,I0,A0,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:15.367111+00:00
0,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
1,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
50,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
100,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
200,KR01,Country Template KR,Seoul,KR,KRW,3,CAKR,10.0,K4,2.0,,,,,,,,,,,,,X,,1.0,,,,X,,,,,,,,,,,,,,1.0,0001,,,,,,,,,V0,A0,,X,,X,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:33.695207+00:00
