mandt,ebeln,ebelp,loekz,statu,aedat,txz01,matnr,ematn,bukrs,werks,lgort,bednr,matkl,infnr,idnlf,ktmng,menge,meins,bprme,bpumz,bpumn,umrez,umren,netpr,peinh,netwr,brtwr,agdat,webaz,mwskz,bonus,insmk,spinf,prsdr,schpr,mahnz,mahn1,mahn2,mahn3,uebto,uebtk,untto,bwtar,bwtty,abskz,agmem,elikz,erekz,pstyp,knttp,kzvbr,vrtkz,twrkz,wepos,weunb,repos,webre,kzabs,labnr,konnr,ktpnr,abdat,abftz,etfz1,etfz2,kzstu,notkz,lmein,evers,zwert,navnw,abmng,prdat,bstyp,effwr,xoblr,kunnr,adrnr,ekkol,sktof,stafo,plifz,ntgew,gewei,txjcd,etdrk,sobkz,arsnr,arsps,insnc,ssqss,zgtyp,ean11,bstae,revlv,geber,fistl,fipos,ko_gsber,ko_pargb,ko_prctr,ko_pprctr,meprf,brgew,volum,voleh,inco1,inco2,vorab,kolif,ltsnr,packno,fplnr,gnetwr,stapo,uebpo,lewed,emlif,lblkz,satnr,attyp,vsart,handoverloc,kanba,adrn2,cuobj,xersy,eildt,drdat,druhr,drunr,aktnr,abeln,abelp,anzpu,punei,saiso,saisj,ebon2,ebon3,ebonf,mlmaa,mhdrz,anfnr,anfps,kzkfg,usequ,umsok,banfn,bnfpo,mtart,uptyp,upvor,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,sikgr,mfzhi,ffzhi,retpo,aurel,bsgru,lfret,mfrgr,nrfhg,j_1bnbm,j_1bmatuse,j_1bmatorg,j_1bownpro,j_1bindust,abueb,nlabd,nfabd,kzbws,bonba,fabkz,j_1aindxp,j_1aidatep,mprof,eglkz,kztlf,kzfme,rdprf,techs,chg_srv,chg_fplnr,mfrpn,mfrnr,emnfr,novet,afnam,tzonrc,iprkz,lebre,berid,xconditions,apoms,ccomp,grant_nbr,fkber,status,reslo,kblnr,kblpos,weora,srv_bas_com,prio_urg,prio_req,empst,diff_invoice,trmrisk_relevant,creationdate,creationtime,spe_abgru,spe_crm_so,spe_crm_so_item,spe_crm_ref_so,spe_crm_ref_item,spe_crm_fkrel,spe_chng_sys,spe_insmk_src,spe_cq_ctrltype,spe_cq_nocq,reason_code,cqu_sar,anzsn,spe_ewm_dtc,exlin,exsnr,ehtyp,retpc,dptyp,dppct,dpamt,dpdat,fls_rsto,ext_rfx_number,ext_rfx_item,ext_rfx_system,srm_contract_id,srm_contract_itm,blk_reason_id,blk_reason_txt,itcons,fixmg,wabwe,cmpl_dlv_itm,inco2_l,inco3_l,externalreferenceid,tc_aut_det,manual_tc_reason,fiscal_incentive,tax_subject_st,fiscal_incentive_id,sf_txjcd,bev1_negen_item,bev1_nedepfree,bev1_nestruccat,advcode,budget_pd,excpe,fmfgus_key,iuid_relevant,mrpind,sgt_scat,sgt_rcat,wrf_charstc1,wrf_charstc2,wrf_charstc3,refsite,serru,sernp,disub_sobkz,disub_pspnr,disub_kunnr,disub_vbeln,disub_posnr,disub_owner,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_atp_date,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_ss,fsh_grid_cond_rec,fsh_psm_pfm_split,cnfm_qty,fsh_pqr_uepos,ref_item,source_id,source_key,put_back,pol_id,cons_order,operation_flag,is_deleted,recordstamp
100,4500000048,10,,V,2022-04-25,Cool Hand wash,C0000016,C0000016,C005,5000,,,01,5300000050.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,1.2,1.0,6.0,6.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-04-25,F,6.0,,1000058.0,,,,SAP,1.0,,KG,,,,,,,,,,,,,,,,,AP01PGPC01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000064.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,JAPAN,,,,,,,,,,,,,,,,,,,,2022-04-25,12:21:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.587146+00:00
100,4500000015,10,L,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,3000.0,3000.0,,,I1,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,3000.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,07:11:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000016,10,L,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-02,F,1500.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,X,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,11:14:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000017,10,,,2022-02-02,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000016.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,300.0,1.0,1500.0,1500.0,,,I0,,,C,X,,,,,,,,,,,,,,,0,C,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-02,F,1500.0,,,,,,SAP,,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-02,11:44:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000020,10,,,2022-03-18,Linux Gaming laptop,C0000077,C0000077,C001,1000,,,01,5300000021.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,,,,B,X,,,1.0,,,,,,,,,,,,0,K,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,500.0,,,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC10,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000022.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,12:12:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000000,10,,V,2022-01-17,Synthetic Dish washing gel 5 L,C0000003,C0000003,C001,1000,,,01,5300000000.0,,,1.0,EA,EA,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-01-17,F,5.0,,1000025.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000000.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-17,17:28:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000001,10,,V,2022-01-18,Synthetic Dish washing gel 5 L,C0000003,C0000003,C001,1000,,,01,5300000000.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,50.0,50.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-17,F,50.0,,1000025.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000001.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-17,17:44:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000002,10,,V,2022-01-23,Synthetic Dish washing gel 5 L,C0000003,C0000003,C001,1000,,,01,5300000000.0,,,3.0,EA,EA,1.0,1.0,1.0,1.0,5.0,1.0,15.0,15.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-23,F,15.0,,1000025.0,,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP03,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000002.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-23,14:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000003,10,,V,2022-01-23,Plain non flavored Yogurt,C0000033,C0000033,C001,1000,,,01,5300000001.0,,,3.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,150.0,150.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-23,F,150.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000003.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-23,15:39:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000004,10,,V,2022-01-23,Linux Laptop,C0000076,C0000076,C001,1000,,,01,5300000002.0,,,3.0,EA,EA,1.0,1.0,1.0,1.0,400.0,1.0,1200.0,1200.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-23,F,1200.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC09,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000004.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-23,16:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000005,10,,V,2022-01-24,Linux Laptop,C0000076,C0000076,C001,1000,,,01,5300000002.0,,,1.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,100.0,100.0,,,,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-24,F,100.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC09,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000005.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-01-24,16:26:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000018,10,,V,2022-02-24,Linux Laptop,C0000076,C0000076,C001,1000,,,01,5300000002.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-23,F,500.0,,1000025.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01ELHC09,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000020.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-02-24,02:50:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000006,10,,V,2022-01-25,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C003,3000,,,01,5300000003.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,30.0,1.0,300.0,300.0,,,P1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-25,F,300.0,,1000035.0,,,,SAP,1.0,5.0,KG,CA00,,,,,,,,,,,,,,,,CA01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000006.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-25,13:37:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000007,10,,V,2022-01-26,Plain non flavored Yogurt,C0000033,C0000033,C003,3000,,,01,5300000004.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,P1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-26,F,100.0,,1000033.0,,,,SAP,1.0,5.0,KG,CA00,,,,,,,,,,,,,,,,CA01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000008.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-26,19:14:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000008,10,,V,2022-01-26,Windows Slimline Desktop,C0000069,C0000069,C003,3000,,,01,5300000005.0,,,12.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,1200.0,1200.0,,,P1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-26,F,1200.0,,1000033.0,,,,SAP,1.0,5.0,KG,CA00,,,,,,,,,,,,,,,,CA01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000009.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,EST,,,,,,,,,,,,,,,,,,,,2022-01-26,19:39:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000009,10,,V,2022-01-31,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C004,4000,,,01,5300000010.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,30.0,1.0,300.0,300.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-31,F,300.0,,1000038.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000010.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-01-31,21:58:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000010,10,,V,2022-01-31,Plain non flavored Yogurt,C0000033,C0000033,C004,4000,,,01,5300000011.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,10.0,1.0,100.0,100.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-31,F,100.0,,1000038.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000011.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-01-31,21:59:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000011,10,,V,2022-01-31,Windows Slimline Desktop,C0000069,C0000069,C004,4000,,,01,5300000012.0,,,15.0,EA,EA,1.0,1.0,1.0,1.0,145.0,1.0,2175.0,2175.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-01-31,F,2175.0,,1000038.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,EU01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000012.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.0,,,,,,,,,,,,,,,,,UTC+1,,,,,,,,,,,,,,,,,,,,2022-01-31,22:00:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000012,10,,V,2022-02-01,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C005,5000,,,01,5300000013.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,0.3,1.0,3.0,3.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,3.0,,1000040.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,AP01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000013.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,JAPAN,,,,,,,,,,,,,,,,,,,,2022-02-01,11:51:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000013,10,,V,2022-02-01,Plain non flavored Yogurt,C0000033,C0000033,C005,5000,,,01,5300000014.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,1.0,,1000040.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,AP01PSFD01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000014.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,JAPAN,,,,,,,,,,,,,,,,,,,,2022-02-01,11:52:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000014,30,,V,2022-02-01,Windows Slimline Desktop,C0000069,C0000069,C005,5000,,,01,5300000015.0,,,10.0,EA,EA,1.0,1.0,1.0,1.0,2.0,1.0,20.0,20.0,,,V1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-02-01,F,20.0,,1000040.0,,,,SAP,1.0,5.0,KG,,,,,,,,,,,,,,,,,AP01ELHC02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000015.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,JAPAN,,,,,,,,,,,,,,,,,,,,2022-02-01,11:54:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000019,10,,V,2022-03-15,Plant Based Clothes liquid  Detergent 5L,C0000002,C0000002,C001,1000,,,01,5300000020.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,250.0,250.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-14,F,250.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000021.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-15,06:00:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000022,10,,V,2022-03-18,Plant Based Clothes liquid  Detergent 5L,C0000002,C0000002,C001,1000,,,01,5300000020.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,50.0,1.0,250.0,250.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,250.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP02,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000025.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,13:36:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000021,10,,V,2022-03-18,Synthetic Clothes liquid  Detergent  5 L,C0000001,C0000001,C001,1000,,,01,5300000022.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,45.0,1.0,225.0,225.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,,,X,,X,,,,,,,,,,EA,,,,,2022-03-18,F,225.0,,1000054.0,,,,SAP,1.0,5.0,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP01,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000024.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,13:25:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
100,4500000023,10,,,2022-03-18,Plant Based Dish washing gel 5L,C0000004,C0000004,C001,1000,,,01,5300000023.0,,,5.0,EA,EA,1.0,1.0,1.0,1.0,100.0,1.0,500.0,500.0,,,I1,,,B,X,,,,,,,,,,,,,,,5,X,V,,,X,,X,,,,,,,,,,,,EA,,,,,2022-03-18,F,500.0,,,23160.0,,,SAP,1.0,,KG,CA0000000,,,,,,,,,,,,,,,,US01PGHP04,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10000028.0,10.0,FERT,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,PST,,,,,,,,,,,,,,,,,,,,2022-03-18,14:11:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:56.561898+00:00
