mandt,vbeln,posnr,matnr,matwa,pmatn,charg,matkl,arktx,pstyv,posar,lfrel,fkrel,uepos,grpos,abgru,prodh,zwert,zmeng,zieme,umziz,umzin,meins,smeng,ablfz,abdat,absfz,posex,kdmat,kbver,kever,vkgru,vkaus,grkor,fmeng,uebtk,uebto,untto,faksp,atpkz,rkfkf,spart,gsber,netwr,waerk,antlf,kztlf,chspl,kwmeng,lsmeng,kbmeng,klmeng,vrkme,umvkz,umvkn,brgew,ntgew,gewei,volum,voleh,vbelv,posnv,vgbel,vgpos,voref,upflu,erlre,lprio,werks,lgort,vstel,route,stkey,stdat,stlnr,stpos,awahr,erdat,ernam,erzet,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,vbeaf,vbeav,vgref,netpr,kpein,kmein,shkzg,sktof,mtvfp,sumbd,kondm,ktgrm,bonus,provg,eannr,prsok,bwtar,bwtex,xchpf,xchar,lfmng,stafo,wavwr,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,stcur,aedat,ean11,fixmg,prctr,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,kmpmg,sugrd,sobkz,vpzuo,paobjnr,ps_psp_pnr,aufnr,vpmat,vpwrk,prbme,umref,knttp,kzvbr,sernr,objnr,abgrs,bedae,cmpre,cmtfg,cmpnt,cmkua,cuobj,cuobj_ch,cepok,koupd,serail,anzsn,nachl,magrv,mprok,vgtyp,prosa,uepvw,kalnr,klvar,sposn,kowrr,stadat,exart,prefe,knumh,clint,chmvs,stlty,stlkn,stpoz,stman,zschl_k,kalsm_k,kalvar,kosch,upmat,ukonm,mfrgr,plavo,kannr,cmpre_flt,abfor,abges,j_1bcfop,j_1btaxlw1,j_1btaxlw2,j_1btxsdc,wktnr,wktps,skopf,kzbws,wgru1,wgru2,knuma_pi,knuma_ag,kzfme,lstanr,techs,mwsbp,berid,pctrf,logsys_ext,j_1btaxlw3,j_1btaxlw4,j_1btaxlw5,stockloc,sloctype,msr_ret_reason,msr_refund_code,msr_approv_block,nrab_knumh,trmrisk_relevant,sgt_rcat,handoverloc,handoverdate,handovertime,tc_aut_det,manual_tc_reason,fiscal_incentive,tax_subject_st,fiscal_incentive_id,spcsto,dataaging,revacc_refid,revacc_reftype,session_creation_date,session_creation_time,glo_log_ref1_it,bev1_srfund,aufpl_olc,aplzl_olc,ferc_ind,fsh_season_year,fsh_season,fsh_collection,fsh_theme,fsh_crsd,fsh_searef,fsh_candate,fsh_psm_pfm_split,fsh_vas_rel,fsh_vas_prnt_id,fsh_transaction,fsh_item_group,fsh_item,fsh_vasref,fsh_grid_cond_rec,fsh_pqr_uepos,kostl,fonds,fistl,fkber,grant_nbr,budget_pd,iuid_relevant,mill_se_gposn,prs_objnr,prs_sd_spsnr,prs_work_period,tas,betc,mod_allow,cancel_allow,pay_method,bpn,rep_freq,fmfgus_key,pargb,aufpl_oaa,aplzl_oaa,wrf_charstc1,wrf_charstc2,wrf_charstc3,arsnum,arspos,wtysc_clmitem,operation_flag,is_deleted,recordstamp
800,15148,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,184295.0,USD,9.0,,,155.0,155.0,,,ST,1.0,1.0,4960.0,4805.0,KG,31.0,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,07:46:44,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,184295.0,184295.0,184295.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,15147,10,R-1001,R-1001,,,012,Maxitec R-3100 PC,TAN,,,A,0,0,,1250010000000100.0,,,ST,1.0,1.0,ST,,,,,,,,,,,0,,,,,,,,7,,154570.0,USD,9.0,,,130.0,130.0,,,ST,1.0,1.0,4160.0,4030.0,KG,26.0,M3,,0,,0,,,,2,,,,,,,,,100,2013-04-10,C5162971,07:45:31,,,,,,,,,,,,,1189.0,1.0,ST,,,,,,,,,,X,,,,,,,,154570.0,154570.0,154570.0,,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,1189.0,,X,1.0,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,1189.0,,,,,,,,0,,,,,,,,,,,,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:00.281377+00:00
800,5002428,10,HT-1007,HT-1007,,,002,1UMTS PDA,TAN,,,A,0,0,,1700010000000110.0,,,ST,1.0,1.0,ST,,,,,10.0,,,,,,0,,,,,,,,7,,199680.0,USD,,,,400.0,400.0,,,ST,1.0,1.0,80.0,80.0,KG,,,,0,,0,,,,0,,,,,,,,,100,2012-07-27,SALESMAN,10:09:53,,,,,,,,,,,,,499.2,1.0,ST,,X,,,,,,,,X,,,,,,,,199600.0,199600.0,199680.0,80.0,,,1.0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,499.2,,X,,0,0,,,,,,,,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,499.2,,,,,,,,0,,,,,,,,,,,,,DTZ_800,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:18.377916+00:00
800,18668,10,FI1-PRD-M121,FI1-PRD-M121,,,FIOMRP3,Portable DVD Player PDP-121,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:35,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018668000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,18668,10,FI1-PRD-M121,FI1-PRD-M121,,,FIOMRP3,Portable DVD Player PDP-121,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:35,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018668000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18672,10,FI1-PRD-M122,FI1-PRD-M122,,,FIOMRP3,Portable DVD Player PDP-122,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:37,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018672000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18672,10,FI1-PRD-M122,FI1-PRD-M122,,,FIOMRP3,Portable DVD Player PDP-122,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:37,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018672000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,18676,10,FI1-PRD-M123,FI1-PRD-M123,,,FIOMRP3,Portable DVD Player PDP-123,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:39,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018676000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18676,10,FI1-PRD-M123,FI1-PRD-M123,,,FIOMRP3,Portable DVD Player PDP-123,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:39,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018676000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,18680,10,FI1-PRD-M124,FI1-PRD-M124,,,FIOMRP3,Portable DVD Player PDP-124,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:40,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018680000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18680,10,FI1-PRD-M124,FI1-PRD-M124,,,FIOMRP3,Portable DVD Player PDP-124,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:25:40,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018680000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,18971,10,FI2-PRD-M121,FI2-PRD-M121,,,FIOMRP3,Portable DVD Player PDP-121,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:09,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018971000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,18971,10,FI2-PRD-M121,FI2-PRD-M121,,,FIOMRP3,Portable DVD Player PDP-121,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:09,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018971000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18975,10,FI2-PRD-M122,FI2-PRD-M122,,,FIOMRP3,Portable DVD Player PDP-122,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:10,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018975000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,18975,10,FI2-PRD-M122,FI2-PRD-M122,,,FIOMRP3,Portable DVD Player PDP-122,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:10,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018975000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18979,10,FI2-PRD-M123,FI2-PRD-M123,,,FIOMRP3,Portable DVD Player PDP-123,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:27,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018979000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,18979,10,FI2-PRD-M123,FI2-PRD-M123,,,FIOMRP3,Portable DVD Player PDP-123,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:27,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018979000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18983,10,FI2-PRD-M124,FI2-PRD-M124,,,FIOMRP3,Portable DVD Player PDP-124,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:28,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018983000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,18983,10,FI2-PRD-M124,FI2-PRD-M124,,,FIOMRP3,Portable DVD Player PDP-124,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:41:28,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000018983000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,19274,10,FI3-PRD-M121,FI3-PRD-M121,,,FIOMRP3,Portable DVD Player PDP-121,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:54:07,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000019274000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,19274,10,FI3-PRD-M121,FI3-PRD-M121,,,FIOMRP3,Portable DVD Player PDP-121,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:54:07,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000019274000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,19278,10,FI3-PRD-M122,FI3-PRD-M122,,,FIOMRP3,Portable DVD Player PDP-122,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:54:08,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000019278000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
800,19278,10,FI3-PRD-M122,FI3-PRD-M122,,,FIOMRP3,Portable DVD Player PDP-122,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:54:08,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000019278000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,I,False,2021-08-18 02:17:16.210832+00:00
800,19282,10,FI3-PRD-M123,FI3-PRD-M123,,,FIOMRP3,Portable DVD Player PDP-123,TAN,,,A,0,0,,,,,PC,1.0,1.0,PC,,,,,,,,,,,0,,,,,,,,1,1.0,750.0,EUR,9.0,,,75.0,75.0,,,PC,1.0,1.0,,75.0,KG,,,,0,,0,,,,0,1.0,,,,,,,,100,2017-02-06,MRPUSER,22:54:10,,,,,,,,,,,,,10.0,1.0,PC,,X,2.0,A,,,,,,X,,,,,,,,750.0,750.0,750.0,,,,1.0,,,,,,,,,,,,,1.0,0,0,,,,,,,,,VB0000019282000010,,KSV,10.0,,X,,0,0,,,,,,,A,,,,0,,,,,,,,0,0,,0,0,,,,,,,,,,,10.0,,,,,,,,0,,,,,,,,,,,1.0,,T90CLNT090,,,,,,,,,,,,,,,,,,,,0,,,,2020-01-03,01:01:10,,,0,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,,0,,0,0,,,,,,,,,,0,0,,,,0,0,,L,False,2021-08-18 02:15:43.031469+00:00
