mandt,vbeln,fkart,fktyp,vbtyp,waerk,vkorg,vtweg,kalsm,knumv,vsbed,fkdat,belnr,gjahr,poper,konda,kdgrp,bzirk,pltyp,inco1,inco2,expkz,rfbsk,mrnkz,kurrf,cpkur,valtg,valdt,zterm,zlsch,ktgrd,land1,regio,counc,cityc,bukrs,taxk1,taxk2,taxk3,taxk4,taxk5,taxk6,taxk7,taxk8,taxk9,netwr,zukri,ernam,erzet,erdat,stafo,kunrg,kunag,maber,stwae,exnum,stceg,aedat,sfakn,knuma,fkart_rl,fkdat_rl,kurst,mschl,mansp,spart,kkber,knkli,cmwae,cmkuf,hityp_pr,bstnk_vf,vbund,fkart_ab,kappl,landtx,stceg_h,stceg_l,xblnr,zuonr,mwsbk,logsys,fksto,xegdr,rplnr,lcnum,j_1afitp,kurrf_dat,akwae,akkur,kidno,bvtyp,numpg,bupla,vkont,fkk_docstat,nrzas,spe_billing_ind,vtref,fk_source_sys,fktyp_crm,stgrd,vbtyp_ext,j_1tpbupl,incov,inco2_l,inco3_l,glo_log_ref1_hd,dpc_rel,mndid,pay_type,sepon,mndvg,sppaym,sppord,operation_flag,is_deleted,recordstamp
800,90036925,LR,R,3,EUR,1000,10,RVAA01,75558,,2002-03-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,670017.5,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-03-31,,,,0,,,,,,,,,,,,,90036925,,107202.8,T90CLNT090,,,,,,2002-03-31,,,90036925,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036888,LR,R,3,DEM,1000,10,RVAA01,75521,,1997-07-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,88000.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-07-31,,,,0,,,,,,,,,,,,,90036888,,13200.0,T90CLNT090,,,,,,1997-07-31,,,90036888,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036892,LR,R,3,DEM,1000,10,RVAA01,75525,,1997-11-30,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,841400.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-11-30,,,,0,,,,,,,,,,,,,90036892,,126210.0,T90CLNT090,,,,,,1997-11-30,,,90036892,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036908,LR,R,3,EUR,1000,10,RVAA01,75541,,2000-09-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,918422.8,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-09-30,,,,0,,,,,,,,,,,,,90036908,,146947.65,T90CLNT090,,,,,,2000-09-30,,,90036908,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036964,LR,R,3,EUR,1000,10,RVAA01,75597,,2007-04-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,180251.2,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-04-30,,,,0,,,,,,,,,,,,,90036964,,34247.74,T90CLNT090,,,,,,2007-04-30,,,90036964,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036917,LR,R,3,EUR,1000,10,RVAA01,75550,,2001-06-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,495103.9,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2001-06-30,,,,0,,,,,,,,,,,,,90036917,,79216.62,T90CLNT090,,,,,,2001-06-30,,,90036917,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036969,LR,R,3,EUR,1000,10,RVAA01,75602,,2007-09-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,195333.6,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2007-09-30,,,,0,,,,,,,,,,,,,90036969,,37113.39,T90CLNT090,,,,,,2007-09-30,,,90036969,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036886,LR,R,3,DEM,1000,10,RVAA01,75519,,1997-05-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,477500.0,,MICHALSKY,11:18:49,2008-07-24,,1050,,,EUR,,,,,,LR,1997-05-31,,,,0,,,,,,,,,,,,,90036886,,71625.0,T90CLNT090,,,,,,1997-05-31,,,90036886,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036945,LR,R,3,EUR,1000,10,RVAA01,75578,,2004-05-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,115205.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-05-31,,,,0,,,,,,,,,,,,,90036945,,18432.9,T90CLNT090,,,,,,2004-05-31,,,90036945,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036953,LR,R,3,EUR,1000,10,RVAA01,75586,,2005-04-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,115205.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-04-30,,,,0,,,,,,,,,,,,,90036953,,18432.9,T90CLNT090,,,,,,2005-04-30,,,90036953,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036893,LR,R,3,DEM,1000,10,RVAA01,75526,,1997-12-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,12200.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-12-31,,,,0,,,,,,,,,,,,,90036893,,1830.0,T90CLNT090,,,,,,1997-12-31,,,90036893,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036946,LR,R,3,EUR,1000,10,RVAA01,75579,,2004-06-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,72890.4,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-06-30,,,,0,,,,,,,,,,,,,90036946,,11662.46,T90CLNT090,,,,,,2004-06-30,,,90036946,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036890,LR,R,3,DEM,1000,10,RVAA01,75523,,1997-09-30,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,67100.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-09-30,,,,0,,,,,,,,,,,,,90036890,,10065.0,T90CLNT090,,,,,,1997-09-30,,,90036890,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036927,LR,R,3,EUR,1000,10,RVAA01,75560,,2002-05-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,552132.7,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-05-31,,,,0,,,,,,,,,,,,,90036927,,88341.23,T90CLNT090,,,,,,2002-05-31,,,90036927,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036915,LR,R,3,EUR,1000,10,RVAA01,75548,,2001-04-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,545761.9,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2001-04-30,,,,0,,,,,,,,,,,,,90036915,,87321.9,T90CLNT090,,,,,,2001-04-30,,,90036915,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036975,LR,R,3,EUR,1000,10,RVAA01,75608,,2008-03-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,180619.2,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2008-03-31,,,,0,,,,,,,,,,,,,90036975,,34317.65,T90CLNT090,,,,,,2008-03-31,,,90036975,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036898,LR,R,3,DEM,1000,10,RVAA01,75531,,1999-01-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,583730.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1999-01-31,,,,0,,,,,,,,,,,,,90036898,,93396.8,T90CLNT090,,,,,,1999-01-31,,,90036898,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036935,LR,R,3,EUR,1000,10,RVAA01,75568,,2003-07-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,213421.8,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-07-31,,,,0,,,,,,,,,,,,,90036935,,34147.49,T90CLNT090,,,,,,2003-07-31,,,90036935,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036894,LR,R,3,DEM,1000,10,RVAA01,75527,,1998-01-30,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,496980.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1998-01-30,,,,0,,,,,,,,,,,,,90036894,,74547.0,T90CLNT090,,,,,,1998-01-30,,,90036894,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036922,LR,R,3,EUR,1000,10,RVAA01,75555,,2001-12-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,203865.6,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2001-12-31,,,,0,,,,,,,,,,,,,90036922,,32618.5,T90CLNT090,,,,,,2001-12-31,,,90036922,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036940,LR,R,3,EUR,1000,10,RVAA01,75573,,2003-12-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,499306.0,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-12-31,,,,0,,,,,,,,,,,,,90036940,,79888.96,T90CLNT090,,,,,,2003-12-31,,,90036940,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036955,LR,R,3,EUR,1000,10,RVAA01,75588,,2005-07-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,197494.8,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-07-31,,,,0,,,,,,,,,,,,,90036955,,31599.17,T90CLNT090,,,,,,2005-07-31,,,90036955,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036900,LR,R,3,DEM,1000,10,RVAA01,75533,,1999-04-30,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1947882.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1999-04-30,,,,0,,,,,,,,,,,,,90036900,,311661.12,T90CLNT090,,,,,,1999-04-30,,,90036900,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036923,LR,R,3,EUR,1000,10,RVAA01,75556,,2002-01-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,117884.8,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-01-31,,,,0,,,,,,,,,,,,,90036923,,18861.57,T90CLNT090,,,,,,2002-01-31,,,90036923,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036936,LR,R,3,EUR,1000,10,RVAA01,75569,,2003-08-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,112995.6,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-08-31,,,,0,,,,,,,,,,,,,90036936,,18079.3,T90CLNT090,,,,,,2003-08-31,,,90036936,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036904,LR,R,3,DEM,1000,10,RVAA01,75537,,2000-02-29,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1336330.0,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-02-29,,,,0,,,,,,,,,,,,,90036904,,213812.8,T90CLNT090,,,,,,2000-02-29,,,90036904,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036944,LR,R,3,EUR,1000,10,RVAA01,75577,,2004-04-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,115205.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-04-30,,,,0,,,,,,,,,,,,,90036944,,18432.9,T90CLNT090,,,,,,2004-04-30,,,90036944,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036947,LR,R,3,EUR,1000,10,RVAA01,75580,,2004-09-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,229348.8,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-09-30,,,,0,,,,,,,,,,,,,90036947,,36695.81,T90CLNT090,,,,,,2004-09-30,,,90036947,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036951,LR,R,3,EUR,1000,10,RVAA01,75584,,2005-01-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,512549.4,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-01-31,,,,0,,,,,,,,,,,,,90036951,,82007.9,T90CLNT090,,,,,,2005-01-31,,,90036951,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036959,LR,R,3,EUR,1000,10,RVAA01,75592,,2006-11-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,193513.5,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2006-11-30,,,,0,,,,,,,,,,,,,90036959,,30962.16,T90CLNT090,,,,,,2006-11-30,,,90036959,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036884,LR,R,3,DEM,1000,10,RVAA01,75517,,1997-02-28,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,2880000.0,,MICHALSKY,11:18:47,2008-07-24,,1050,,,EUR,,,,,,LR,1997-02-28,,,,0,,,,,,,,,,,,,90036884,,432000.0,T90CLNT090,,,,,,1997-02-28,,,90036884,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036889,LR,R,3,DEM,1000,10,RVAA01,75522,,1997-08-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,61000.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-08-31,,,,0,,,,,,,,,,,,,90036889,,9150.0,T90CLNT090,,,,,,1997-08-31,,,90036889,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036941,LR,R,3,EUR,1000,10,RVAA01,75574,,2004-01-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,499306.0,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2004-01-31,,,,0,,,,,,,,,,,,,90036941,,79888.96,T90CLNT090,,,,,,2004-01-31,,,90036941,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036960,LR,R,3,EUR,1000,10,RVAA01,75593,,2006-12-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,179463.3,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2006-12-31,,,,0,,,,,,,,,,,,,90036960,,28714.12,T90CLNT090,,,,,,2006-12-31,,,90036960,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036976,LR,R,3,EUR,1000,10,RVAA01,75609,,2008-04-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,180251.2,,MICHALSKY,11:18:55,2008-07-24,,1050,,,EUR,,,,,,LR,2008-04-30,,,,0,,,,,,,,,,,,,90036976,,34247.74,T90CLNT090,,,,,,2008-04-30,,,90036976,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036949,LR,R,3,EUR,1000,10,RVAA01,75582,,2004-11-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,503692.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-11-30,,,,0,,,,,,,,,,,,,90036949,,80590.82,T90CLNT090,,,,,,2004-11-30,,,90036949,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036962,LR,R,3,EUR,1000,10,RVAA01,75595,,2007-02-28,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,190384.8,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-02-28,,,,0,,,,,,,,,,,,,90036962,,36173.12,T90CLNT090,,,,,,2007-02-28,,,90036962,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036902,LR,R,3,DEM,1000,10,RVAA01,75535,,1999-10-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1464940.0,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,1999-10-31,,,,0,,,,,,,,,,,,,90036902,,234390.4,T90CLNT090,,,,,,1999-10-31,,,90036902,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036929,LR,R,3,EUR,1000,10,RVAA01,75562,,2002-09-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,171273.1,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-09-30,,,,0,,,,,,,,,,,,,90036929,,27403.7,T90CLNT090,,,,,,2002-09-30,,,90036929,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036966,LR,R,3,EUR,1000,10,RVAA01,75599,,2007-06-30,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,179126.2,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-06-30,,,,0,,,,,,,,,,,,,90036966,,34033.97,T90CLNT090,,,,,,2007-06-30,,,90036966,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036968,LR,R,3,EUR,1000,10,RVAA01,75601,,2007-08-31,,0,0,,,,,,,,C,,1.0,,0,,0002,,,,,,,1000,,,,,,,,,,191642.2,,MICHALSKY,11:18:54,2008-07-24,,1050,,,EUR,,,,,,LR,2007-08-31,,,,0,,,,,,,,,,,,,90036968,,36412.02,T90CLNT090,,,,,,2007-08-31,,,90036968,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036939,LR,R,3,EUR,1000,10,RVAA01,75572,,2003-11-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,120564.0,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-11-30,,,,0,,,,,,,,,,,,,90036939,,19290.24,T90CLNT090,,,,,,2003-11-30,,,90036939,,0,,,,,,,,,,,,,,,,,,,,,,,L,False,2021-05-19 21:26:24.295236+00:00
800,90036937,LR,R,3,EUR,1000,10,RVAA01,75570,,2003-09-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,432779.3,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-09-30,,,,0,,,,,,,,,,,,,90036937,,69244.69,T90CLNT090,,,,,,2003-09-30,,,90036937,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036949,LR,R,3,EUR,1000,10,RVAA01,75582,,2004-11-30,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,503692.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2004-11-30,,,,0,,,,,,,,,,,,,90036949,,80590.82,T90CLNT090,,,,,,2004-11-30,,,90036949,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036929,LR,R,3,EUR,1000,10,RVAA01,75562,,2002-09-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,171273.1,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-09-30,,,,0,,,,,,,,,,,,,90036929,,27403.7,T90CLNT090,,,,,,2002-09-30,,,90036929,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036904,LR,R,3,DEM,1000,10,RVAA01,75537,,2000-02-29,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,1336330.0,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-02-29,,,,0,,,,,,,,,,,,,90036904,,213812.8,T90CLNT090,,,,,,2000-02-29,,,90036904,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036892,LR,R,3,DEM,1000,10,RVAA01,75525,,1997-11-30,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,841400.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1997-11-30,,,,0,,,,,,,,,,,,,90036892,,126210.0,T90CLNT090,,,,,,1997-11-30,,,90036892,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036941,LR,R,3,EUR,1000,10,RVAA01,75574,,2004-01-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,499306.0,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2004-01-31,,,,0,,,,,,,,,,,,,90036941,,79888.96,T90CLNT090,,,,,,2004-01-31,,,90036941,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036925,LR,R,3,EUR,1000,10,RVAA01,75558,,2002-03-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,670017.5,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-03-31,,,,0,,,,,,,,,,,,,90036925,,107202.8,T90CLNT090,,,,,,2002-03-31,,,90036925,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036895,LR,R,3,DEM,1000,10,RVAA01,75528,,1998-05-31,,0,0,,,,,,,,,,-1.95583,,0,,ZB01,,,,,,,1000,,,,,,,,,,310040.0,,MICHALSKY,11:18:50,2008-07-24,,1050,,,EUR,,,,,,LR,1998-05-31,,,,0,,,,,,,,,,,,,90036895,,46506.0,T90CLNT090,,,,,,1998-05-31,,,90036895,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036952,LR,R,3,EUR,1000,10,RVAA01,75585,,2005-03-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,92215.8,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-03-31,,,,0,,,,,,,,,,,,,90036952,,14754.53,T90CLNT090,,,,,,2005-03-31,,,90036952,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036957,LR,R,3,EUR,1000,10,RVAA01,75590,,2005-09-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,538907.5,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-09-30,,,,0,,,,,,,,,,,,,90036957,,86225.2,T90CLNT090,,,,,,2005-09-30,,,90036957,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036953,LR,R,3,EUR,1000,10,RVAA01,75586,,2005-04-30,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,115205.6,,MICHALSKY,11:18:53,2008-07-24,,1050,,,EUR,,,,,,LR,2005-04-30,,,,0,,,,,,,,,,,,,90036953,,18432.9,T90CLNT090,,,,,,2005-04-30,,,90036953,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036923,LR,R,3,EUR,1000,10,RVAA01,75556,,2002-01-31,,0,0,,,,,,,,C,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,117884.8,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2002-01-31,,,,0,,,,,,,,,,,,,90036923,,18861.57,T90CLNT090,,,,,,2002-01-31,,,90036923,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036909,LR,R,3,EUR,1000,10,RVAA01,75542,,2000-10-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,73114.8,,MICHALSKY,11:18:51,2008-07-24,,1050,,,EUR,,,,,,LR,2000-10-31,,,,0,,,,,,,,,,,,,90036909,,11698.37,T90CLNT090,,,,,,2000-10-31,,,90036909,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
800,90036935,LR,R,3,EUR,1000,10,RVAA01,75568,,2003-07-31,,0,0,,,,,,,,,,1.0,,0,,ZB01,,,,,,,1000,,,,,,,,,,213421.8,,MICHALSKY,11:18:52,2008-07-24,,1050,,,EUR,,,,,,LR,2003-07-31,,,,0,,,,,,,,,,,,,90036935,,34147.49,T90CLNT090,,,,,,2003-07-31,,,90036935,,0,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-04-06 06:54:41.719705+00:00
