mandt,mblnr,mjahr,zeile,line_id,parent_id,line_depth,maa_urzei,bwart,xauto,matnr,werks,lgort,charg,insmk,zusch,zustd,sobkz,lifnr,kunnr,kdauf,kdpos,kdein,plpla,shkzg,waers,dmbtr,bnbtr,bualt,shkum,dmbum,bwtar,menge,meins,erfmg,erfme,bpmng,bprme,ebeln,ebelp,lfbja,lfbnr,lfpos,sjahr,smbln,smblp,sgtxt,equnr,wempf,ablad,gsber,kokrs,pargb,parbu,kostl,projn,aufnr,anln1,anln2,xskst,xsauf,xspro,xserg,gjahr,xruem,xruej,bukrs,belnr,buzei,belum,buzum,rsnum,rspos,kzear,pbamg,kzstr,ummat,umwrk,umlgo,umcha,umzst,umzus,umbar,umsok,kzbew,kzvbr,kzzug,weunb,lgnum,lgtyp,lgpla,bestq,bwlvs,tbnum,tbpos,xblvs,vschn,nschn,dypla,ubnum,tbpri,tanum,weanz,grund,evers,evere,imkey,kstrg,paobjnr,prctr,ps_psp_pnr,nplnr,aufpl,aplzl,aufps,vptnr,fipos,bstmg,bstme,xwsbr,emlif,exbwr,vkwrt,aktnr,zekkn,vfdat,cuobj_ch,exvkw,pprctr,rsart,geber,fistl,matbf,ummab,bustm,bustw,mengu,wertu,lbkum,salk3,vprsv,fkber,dabrbz,vkwra,dabrz,xbeau,lsmng,lsmeh,kzbws,qinspst,urzei,j_1bexbase,mwskz,txjcd,ematn,j_1agirupd,vkmws,hsdat,berkz,mat_kdauf,mat_kdpos,mat_pspnr,xwoff,bemot,prznr,llief,lstar,xobew,grant_nbr,zustd_t156m,kblnr,kblpos,xmacc,vgart_mkpf,budat_mkpf,cpudt_mkpf,cputm_mkpf,usnam_mkpf,xblnr_mkpf,tcode2_mkpf,vbeln_im,vbelp_im,disub_owner,oinavnw,oicondcod,condi,oiknumv,oiexgptr,oimatpst,oimatie,oiexgtyp,oifeetot,oifeepst,oifeedt,oimatref,oiexgnum,oinetcyc,oij1bnffim,oitrknr,oitrkjr,oiextnr,oiitmnr,oiftind,oipriop,oitrind,oighndl,oiumbar,oisbrel,oibasprod,oibasval,oiglerf,oiglsku,oiglbpr,oiglbst,oiglcalc,oibbswqty,oiastbw,oivbeln,oiposnr,oipipeval,oic_lifnr,oic_dcityc,oic_dcounc,oic_dregio,oic_dland1,oic_ocityc,oic_ocounc,oic_oregio,oic_oland1,oic_porgin,oic_pdestn,oic_ptrip,oic_pbatch,oic_aorgin,oic_adestn,oic_truckn,oia_baselo,oicertf1,oidatfm1,oidatto1,oih_lictp,oih_licin,oih_lcfol,oih_folqty,oid_extbol,oid_miscdl,oibomhead,oib_timestamp,oitaxfrom,oitaxto,oihantyp,oitaxgrp,oiinvrec,oioilcon,oioilcon2,oifutdt,oifutdt2,oiuomqt,oitaxqt,oifutqt,oifutqt2,oitaxgrp2,oiedbal_gi,oiedbalm_gi,oicertf1_gi,oidatfm1_gi,oidatto1_gi,oih_lictp_gi,oih_licin_gi,oih_lcfol_gi,oih_folqty_gi,oihantyp_gi,oio_vstel,oio_sproc,oic_mot,sakto,zzregion,zzspreg,zzstate,zzuserfld1,operation_flag,is_deleted,recordstamp
100,5105600105,2022,1,30,,,,101,,C0000001,3000.0,,,,,,,CV000002,,,,,,S,CAD,300.0,,,,,,10.0,EA,,,,,4500000006,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-25,2022-01-25,16:43:59,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
100,5105600106,2022,1,31,,,,311,,C0000033,3000.0,,,,,,,CV000002,,,,,,S,CAD,100.0,,,,,,10.0,EA,,,,,4500000007,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-26,2022-01-26,19:35:23,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
100,5105600107,2022,1,32,,,,101,,C0000069,3000.0,,,,,,,CV000002,,,,,,S,CAD,1200.0,,,,,,12.0,EA,,,,,4500000008,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-26,2022-01-26,19:40:32,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
100,5105600159,2022,1,33,,,,101,,C0000016,4000.0,2001.0,,,,,,CV000003,,,,,,S,EUR,480.0,,,,,,4.0,KG,,,,,4500000044,10,,,,,,,,,,,,,,,,,,,,,,,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,10:47:58,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
100,5105600160,2022,1,34,,,,101,,C0000017,4000.0,2001.0,,,,,,CV000003,,,,,,S,EUR,600.0,,,,,,5.0,KG,,,,,4500000045,10,,,,,,,,,,,,,,,,,,,,,,,,,,,EU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-04-25,2022-04-25,10:55:48,ARAMPRAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-26 14:35:08.030842+00:00
50,5105600111,2022,1,35,,,,101,,C0000001,4000.0,,,,,,,CV000003,,,,,,S,EUR,300.0,,,,,,10.0,EA,,,,,4500000009,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-31,2022-01-31,22:01:11,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 22:01:12.941052+00:00
50,5105600112,2022,1,36,,,,101,,C0000033,4000.0,,,,,,,CV000003,,,,,,S,EUR,100.0,,,,,,10.0,EA,,,,,4500000010,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-31,2022-01-31,22:02:27,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 22:02:28.812737+00:00
50,5105600113,2022,1,37,,,,161,,C0000069,4000.0,,,,,,,CV000003,,,,,,S,EUR,2175.0,,,,,,15.0,EA,,,,,4500000011,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-31,2022-01-31,22:03:25,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-01-31 22:03:27.035064+00:00
100,5105600111,2022,1,38,,,,101,,C0000001,4000.0,,,,,,,CV000003,,,,,,S,EUR,300.0,,,,,,10.0,EA,,,,,4500000009,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-31,2022-01-31,22:01:11,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
100,5105600112,2022,1,39,,,,101,,C0000033,4000.0,,,,,,,CV000003,,,,,,S,EUR,100.0,,,,,,10.0,EA,,,,,4500000010,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-31,2022-01-31,22:02:27,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
100,5105600113,2022,1,40,,,,101,,C0000069,4000.0,,,,,,,CV000003,,,,,,S,EUR,2175.0,,,,,,15.0,EA,,,,,4500000011,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-01-31,2022-01-31,22:03:25,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
50,5105600114,2022,1,41,,,,201,,C0000001,5000.0,,,,,,,CV000004,,,,,,S,JPY,3.0,,,,,,10.0,EA,,,,,4500000012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-01,2022-02-01,11:57:05,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:57:07.240375+00:00
50,5105600115,2022,1,42,,,,101,,C0000033,5000.0,,,,,,,CV000004,,,,,,S,JPY,1.0,,,,,,10.0,EA,,,,,4500000013,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-01,2022-02-01,11:58:18,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 11:58:20.755155+00:00
50,5105600116,2022,1,43,,,,101,,C0000069,5000.0,,,,,,,CV000004,,,,,,S,JPY,20.0,,,,,,10.0,EA,,,,,4500000014,30,,,,,,,,,,,,,,,,,,,,,,,,,,,C005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-01,2022-02-01,12:07:43,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-01 12:07:46.110330+00:00
100,5105600114,2022,1,44,,,,101,,C0000001,5000.0,,,,,,,CV000004,,,,,,S,JPY,3.0,,,,,,10.0,EA,,,,,4500000012,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-01,2022-02-01,11:57:05,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
100,5105600115,2022,1,45,,,,101,,C0000033,5000.0,,,,,,,CV000004,,,,,,S,JPY,1.0,,,,,,10.0,EA,,,,,4500000013,10,,,,,,,,,,,,,,,,,,,,,,,,,,,C005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-01,2022-02-01,11:58:18,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
100,5105600116,2022,1,46,,,,311,,C0000069,5000.0,,,,,,,CV000004,,,,,,S,JPY,20.0,,,,,,10.0,EA,,,,,4500000014,30,,,,,,,,,,,,,,,,,,,,,,,,,,,C005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2022-02-01,2022-02-01,12:07:43,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 14:46:54.234311+00:00
250,5105630600,2018,1,47,,,,101,,000000006666666723,1000.0,,,,,,,,,,,,,S,EUR,19579687.87,,,,,,1659605.0,EA,,,,,4500038918,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-21,2022-03-23,09:07:14,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:15.950915+00:00
250,5105630605,2018,1,48,,,,101,,000000006666666726,1000.0,,,,,,,,,,,,,S,EUR,114524312.03,,,,,,970726.0,EA,,,,,4500038266,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-24,2022-03-23,09:07:15,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:15.950915+00:00
250,5105630610,2018,1,49,,,,161,,000000006666666725,1000.0,,,,,,,,,,,,,S,EUR,1309968.72,,,,,,1110350.0,EA,,,,,4500037299,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-25,2022-03-23,09:07:16,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:16.325875+00:00
250,5105630615,2018,1,50,,,,101,,000000006666666725,1000.0,,,,,,,,,,,,,S,EUR,86656256.74,,,,,,734512.0,EA,,,,,4500037298,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-27,2022-03-23,09:07:16,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:17.053047+00:00
250,5105630617,2018,1,51,,,,101,,000000006666666728,1000.0,,,,,,,,,,,,,S,EUR,1694223.07,,,,,,1436050.0,EA,,,,,4500042737,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-27,2022-03-23,09:07:17,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:17.532361+00:00
250,5105630623,2018,1,52,,,,101,,000000006666666728,1000.0,,,,,,,,,,,,,S,EUR,164487759.07,,,,,,1394224.0,EA,,,,,4500042736,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-04-07,2022-03-23,09:07:18,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:18.501213+00:00
250,5105630624,2018,1,53,,,,101,,000000006666666726,1000.0,,,,,,,,,,,,,S,EUR,69777026.3,,,,,,591441.0,EA,,,,,4500038272,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-04-18,2022-03-23,09:07:18,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:18.501213+00:00
250,5105630628,2018,1,54,,,,101,,000000006666666724,1000.0,,,,,,,,,,,,,S,EUR,178831524.31,,,,,,1515804.0,EA,,,,,4500039746,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-04-23,2022-03-23,09:07:18,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:19.201726+00:00
250,5105630632,2018,1,55,,,,101,,000000006666666725,1000.0,,,,,,,,,,,,,S,EUR,146184062.26,,,,,,1239079.0,EA,,,,,4500037297,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-04-29,2022-03-23,09:07:19,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:19.825985+00:00
250,5105630643,2018,1,56,,,,101,,000000006666666723,1000.0,,,,,,,,,,,,,S,EUR,19768629.64,,,,,,1675620.0,EA,,,,,4500038919,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-11,2022-03-23,09:07:21,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:21.283840+00:00
250,5105630644,2018,1,57,,,,101,,000000006666666724,1000.0,,,,,,,,,,,,,S,EUR,112024476.19,,,,,,949537.0,EA,,,,,4500039744,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-11,2022-03-23,09:07:21,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:21.488507+00:00
250,5105630647,2018,1,58,,,,101,,000000006666666724,1000.0,,,,,,,,,,,,,S,EUR,231611814.08,,,,,,1963178.0,EA,,,,,4500039739,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-13,2022-03-23,09:07:21,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:21.957625+00:00
250,5105630652,2018,1,59,,,,101,,000000006666666728,1000.0,,,,,,,,,,,,,S,EUR,134972376.97,,,,,,1144047.0,EA,,,,,4500042739,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-05-15,2022-03-23,09:07:22,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:07:22.555671+00:00
250,5105630666,2018,1,60,,,,101,,000000006666666724,1000.0,,,,,,,,,,,,,S,EUR,128632239.25,,,,,,1090307.0,EA,,,,,4500039736,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-07-12,2022-03-23,09:21:06,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:06.986893+00:00
250,5105630731,2018,1,61,,,,311,,000000006666666724,1000.0,,,,,,,,,,,,,S,EUR,137559162.59,,,,,,1165973.0,EA,,,,,4500039745,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-07-03,2022-03-23,09:21:15,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:16.017191+00:00
250,5105630757,2018,1,62,,,,101,,000000006666666726,1000.0,,,,,,,,,,,,,S,EUR,61956972.55,,,,,,525157.0,EA,,,,,4500038265,10,,,,,,,,,,,,,,,,,,,,,,,,,,,USA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE,2018-07-08,2022-03-23,09:21:19,SATISHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-23 09:21:19.888431+00:00
