mandt,belnr,gjahr,buzei,ebeln,ebelp,zekkn,matnr,bwkey,bwtar,bukrs,werks,wrbtr,shkzg,mwskz,txjcd,menge,bstme,bpmng,bprme,lbkum,vrkum,meins,pstyp,knttp,bklas,erekz,exkbe,xekbz,tbtkz,spgrp,spgrm,spgrt,spgrg,spgrv,spgrq,spgrs,spgrc,spgrext,bustw,xblnr,xrueb,bnkan,kschl,salk3,vmsal,xlifo,lfbnr,lfgja,lfpos,matbf,rbmng,bprbm,rbwwr,lfehl,gricd,grirg,gityp,packno,introw,sgtxt,xskrl,kzmek,mrmok,stunr,zaehk,stock_posting,stock_posting_pp,stock_posting_py,werec,lifnr,frbnr,xhistma,complaint_reason,retamt_fc,retpc,retduedt,xrettaxnet,re_account,erp_contract_id,erp_contract_itm,srm_contract_id,srm_contract_itm,cont_pstyp,srvmapkey,charg,inv_itm_origin,invrel,xdinv,diff_amount,xcprf,fsh_season_year,fsh_season,fsh_collection,fsh_theme,hsn_sac,customs_val,licno,zeile,sgt_scat,wrf_charstc1,wrf_charstc2,wrf_charstc3,operation_flag,is_deleted,recordstamp
100,5105600114,2022,1,4500000012,10,1.0,C0000001,5000,,C005,5000,3.0,S,V1,,10.0,EA,10.0,EA,,,EA,5,X,7920,,X,,,,,,,,,,,,RE02,,,,,,,,,,,C0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:03:15.441124+00:00
100,5105600115,2022,1,4500000013,10,1.0,C0000033,5000,,C005,5000,1.0,S,V1,,10.0,EA,10.0,EA,,,EA,5,X,7920,,X,,,,,,,,,,,,RE02,,,,,,,,,,,C0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:03:15.441124+00:00
100,5105600116,2022,1,4500000014,30,1.0,C0000069,5000,,C005,5000,20.0,S,V1,,10.0,EA,10.0,EA,,,EA,5,X,7920,,X,,,,,,,,,,,,RE02,,,,,,,,,,,C0000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:03:15.441124+00:00
250,5105600110,2022,1,4500000022,10,,TEST F1,2000,,EU01,2000,10.0,S,V0,,1.0,KG,1.0,KG,1.0,,KG,3,,7920,,X,,,,,X,,,,,,,RE21,,,,,90.0,,,5000000009.0,2022.0,1.0,TEST F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:03.581603+00:00
250,5105600136,2022,1,4500001076,10,,000000008360373865,2000,,EU01,2000,1000.0,S,V0,,10.0,KG,10.0,KG,1000.0,,KG,3,,7920,,X,,,,,X,,,,,,,RE21,,,,,,,,5000000782.0,2022.0,1.0,000000008360373865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 07:35:58.929166+00:00
250,5105600111,2022,1,4500000023,10,,TEST F_SUB,1000,,USA1,1000,100.0,S,I0,,1.0,KG,1.0,KG,1.0,,KG,3,,7920,,X,,,,,X,,,,,,,RE21,,,,,100.0,,,5000000010.0,2022.0,1.0,TEST F_SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:03.581603+00:00
250,5105600132,2022,1,4500001071,10,,000000008360373865,1000,,USA1,1000,20.0,S,I0,,2.0,KG,2.0,KG,992.0,,KG,3,,7920,,X,,,,,X,,,,,,,RE21,,,,,992.0,,,5000000778.0,2022.0,1.0,000000008360373865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-02-07 06:22:49.282243+00:00
250,5105600103,2022,1,4500000003,10,,TEST ROH EU,2000,,EU01,2000,100.0,S,V0,,10.0,EA,10.0,EA,10.0,,EA,0,,3000,,X,,,,,X,,,,,,,RE01,,,,,100.0,,,5000000002.0,2022.0,1.0,TEST ROH EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:03.581603+00:00
250,5105617170,2019,1,4500026703,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018255.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617196,2019,1,4500026683,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018253.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617208,2019,1,4500026741,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018259.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617234,2019,1,4500026721,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018257.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617266,2019,1,4500026611,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018249.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617290,2019,1,4500026589,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018246.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617292,2019,1,4500026591,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018247.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617304,2019,1,4500026649,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018250.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617365,2019,1,4500026898,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018275.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617373,2019,1,4500026860,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018271.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617391,2019,1,4500026878,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018273.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617407,2019,1,4500026940,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018279.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617433,2019,1,4500026920,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018277.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617456,2019,1,4500026801,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018266.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617464,2019,1,4500026763,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018261.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617484,2019,1,4500026783,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018263.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617522,2019,1,4500026821,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018268.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617531,2019,1,4500026830,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018269.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617546,2019,1,4500026329,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018297.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617574,2019,1,4500026311,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018295.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617599,2019,1,4500026382,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018305.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617612,2019,1,4500026349,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018300.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617625,2019,1,4500026362,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018303.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617636,2019,1,4500026231,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018288.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617653,2019,1,4500026202,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018286.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617696,2019,1,4500026291,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018294.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617699,2019,1,4500026248,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018289.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617720,2019,1,4500026269,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018292.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617738,2019,1,4500026521,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018318.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617763,2019,1,4500026500,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018316.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617786,2019,1,4500026569,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018244.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617814,2019,1,4500026551,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018243.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617825,2019,1,4500026420,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018308.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617851,2019,1,4500026400,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018306.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617867,2019,1,4500026462,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018312.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617885,2019,1,4500026480,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018314.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617893,2019,1,4500026442,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018311.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617928,2019,1,4500028087,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018329.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617942,2019,1,4500027430,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018326.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617960,2019,1,4500028119,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018333.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105617988,2019,1,4500028101,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018331.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618004,2019,1,4500027350,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018396.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618024,2019,1,4500027370,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018321.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618032,2019,1,4500027332,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018395.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618049,2019,1,4500027372,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018322.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618092,2019,1,4500027392,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018324.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618113,2019,1,4500028333,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018346.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618139,2019,1,4500028313,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018345.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618151,2019,1,4500028371,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018352.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618177,2019,1,4500028351,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018349.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618201,2019,1,4500028233,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018338.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618214,2019,1,4500028139,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018335.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618235,2019,1,4500028199,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018336.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618239,2019,1,4500028271,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018342.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618259,2019,1,4500028291,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018344.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618267,2019,1,4500028253,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018339.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618290,2019,1,4500027072,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018370.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
250,5105618312,2019,1,4500027050,10,,000000006666666673,2000,,EU01,2000,42500.0,S,V0,,50.0,L,50.0,L,37500.0,,L,0,,3000,,X,,,,,,,,,,,,RE01,,,,,31875000.0,,,5000018368.0,2019.0,1.0,000000006666666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-03-17 18:13:07.245672+00:00
